,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,356,438,316,132,156,194,202,216,234,222,-
1,Market Cap Growth,231.82%,231.82%,102.56%,-31.96%,-22.77%,-10.19%,-13.68%,-2.70%,-,-,-
2,Enterprise Value,293,357,271,103,132,171,172,153,200,244,-
3,Last Close Price,0.18,0.22,0.16,0.07,0.08,0.10,0.10,0.11,0.11,0.10,-
4,PE Ratio,84.76,104.29,95.18,-31.10,-,-,-,-,10.77,9.40,-
5,PS Ratio,1.34,1.65,1.30,0.68,0.82,0.91,0.90,0.91,1.06,1.03,-
6,PB Ratio,2.79,3.43,2.51,1.07,1.27,1.52,1.55,1.44,1.35,1.40,-
7,P/TBV Ratio,3.43,3.43,2.51,1.07,1.27,1.52,1.55,1.44,1.35,1.40,-
8,P/FCF Ratio,22.81,-,6.70,13.19,-,-34.05,-,-,19.00,-,-
9,P/OCF Ratio,27.99,-,6.70,13.17,-,-34.79,-,-,12.63,-,-
10,EV/Sales Ratio,1.10,1.34,1.12,0.53,0.69,0.81,0.77,0.64,0.91,1.13,-
11,EV/EBITDA Ratio,44.73,85.55,56.17,-60.90,-,-,-,-,7.27,5.92,-
12,EV/EBIT Ratio,98.98,120.55,73.29,-36.67,-,-,-,-,7.54,6.11,-
13,EV/FCF Ratio,18.77,-,5.74,10.34,-,-30.09,-,-,16.23,-,-
14,Debt / Equity Ratio,0.06,0.06,0.03,0.25,0.28,0.22,0.22,0.19,0.09,0.20,0.60
15,Debt / FCF Ratio,0.46,-,0.08,3.04,-,-4.97,-,-,1.22,-,1.43
16,Return on Capital Employed (ROCE),2.30%,2.30%,2.89%,-2.22%,-,-,-,-,14.57%,23.74%,91.78%
17,Earnings Yield,1.18%,0.96%,1.05%,-3.22%,-5.19%,-11.44%,-11.22%,5.10%,9.29%,10.64%,-
18,FCF Yield,4.38%,3.57%,14.93%,7.58%,-1.04%,-2.94%,-13.52%,2.09%,5.26%,3.40%,-
19,Buyback Yield / Dilution,-,-,-,-,-,-0.01%,-1.95%,-33.33%,-30.78%,-,
20,Total Shareholder Return,-,-,-,-,-,-0.01%,-1.95%,-33.33%,-30.78%,-,
