,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,130.67,134.84,107.8,86.34,104.28,107.8,116.19,121.82,98.97,117.24
1,Revenue Growth (YoY),21.22%,56.18%,3.37%,-19.91%,-10.25%,-11.50%,17.39%,3.91%,-21.59%,-1.31%
2,Cost of Revenue,117.3,120.6,95.65,80.62,97.19,113.14,108.38,94.42,75.99,82.44
3,Gross Profit,13.38,14.25,12.15,5.72,7.1,-5.34,7.81,27.39,22.98,34.8
4,"Selling, General & Admin",12.57,12.23,10.71,10.36,11.47,10.91,11.45,11.51,12.37,6.8
5,Operating Expenses,12.66,12.01,10.69,10,11.2,17.42,11.44,11.51,12.37,5.51
6,Operating Income,0.72,2.24,1.46,-4.28,-4.11,-22.75,-3.63,15.89,10.61,29.29
7,Interest Expense,-0.08,-0.55,-0.89,-0.86,-0.45,-0.39,-0.34,-0.45,-0.5,-0.79
8,Interest & Investment Income,1.61,0.89,0.26,0.09,0.04,0.06,0.09,0.12,0.19,0.02
9,Currency Exchange Gain (Loss),-,-,-,-0.01,-,-,-,-,-,-
10,Other Non Operating Income (Expenses),-,-,0.53,0.14,0.11,0.03,0.33,-1.21,0.08,0.03
11,EBT Excluding Unusual Items,2.25,2.58,1.35,-4.93,-4.41,-23.05,-3.56,14.35,10.39,28.55
12,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,1.5,-1.5,-
13,Asset Writedown,-,-,-,-,-,-,-,-1.07,-0.42,-0.04
14,Other Unusual Items,-,-,-,-,1.23,-,-,2.15,0.57,-7.75
15,Pretax Income,2.25,2.58,1.35,-4.93,-3.18,-23.05,-3.56,16.93,9.03,20.76
16,Income Tax Expense,0.24,0.4,0.21,0.46,-0.46,-3.56,-0.38,2.73,1.49,4.69
17,Net Income,2.02,2.18,1.14,-5.38,-2.72,-19.48,-3.17,14.19,7.54,16.07
18,Net Income to Common,2.02,2.18,1.14,-5.38,-2.72,-19.48,-3.17,14.19,7.54,16.07
19,Net Income Growth,77.26%,-,-,-,-,-,-,-11.67%,-58.30%,-27.47%
20,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2000,1962,1500
21,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2000,1962,1500
22,Shares Change (YoY),-,-,-,-,-,0.01%,1.95%,33.33%,30.78%,-
23,EPS (Basic),0.00,0.00,0.00,-0.00,-0.00,-0.01,-0.00,0.01,0.00,0.01
24,EPS (Diluted),0.00,0.00,0.00,-0.00,-0.00,-0.01,-0.00,0.01,0.00,0.01
25,EPS Growth,77.33%,-,-,-,-,-,-,-33.75%,-68.12%,-27.47%
26,Free Cash Flow,-17.01,32.64,14.53,-4.52,2.9,-8.6,-18.72,23.23,-10.91,18.46
27,Free Cash Flow Per Share,-0.01,0.02,0.01,-0.00,0.00,-0.00,-0.01,0.01,-0.01,0.01
28,Operating Margin,0.55%,1.66%,1.35%,-4.95%,-3.94%,-21.10%,-3.12%,13.04%,10.72%,24.98%
29,Profit Margin,1.55%,1.62%,1.06%,-6.23%,-2.61%,-18.07%,-2.73%,11.65%,7.62%,13.70%
30,Free Cash Flow Margin,-13.01%,24.21%,13.47%,-5.24%,2.78%,-7.97%,-16.11%,19.07%,-11.02%,15.74%
31,EBITDA,2.56,1.61,3.21,-4.91,-2.29,-23.43,-1.78,15.19,12.33,28.86
32,D&A For EBITDA,1.84,-0.63,1.75,-0.63,1.81,-0.68,1.85,-0.7,1.72,-0.43
33,EBIT,0.72,2.24,1.46,-4.28,-4.11,-22.75,-3.63,15.89,10.61,29.29
