,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,59.06,75.45,69.31,56.25,49.41,46.12,51.66,72.91,59.93,13.96
1,Short-Term Investments,11.2,9.39,6.32,7.08,3.16,5.46,6.88,4.83,6.11,1.41
2,Cash & Short-Term Investments,70.26,84.84,75.62,63.33,52.57,51.58,58.55,77.74,66.04,15.37
3,Cash Growth,-7.10%,33.96%,43.85%,22.80%,-10.21%,-33.65%,-11.34%,405.79%,292.16%,-2.80%
4,Accounts Receivable,88.42,74.29,90.35,88.17,94.11,93.25,116.35,94.71,108.1,93.19
5,Other Receivables,0.59,0.73,0.55,1.09,1.16,1.13,1.46,1.38,0.95,0.82
6,Receivables,89.01,75.02,90.9,89.25,95.27,94.38,117.81,96.09,109.04,94.01
7,Other Current Assets,3,3,3,3,8.94,10.78,13.49,18.49,22.96,10.29
8,Total Current Assets,162.26,162.86,169.53,155.59,156.78,156.73,189.85,192.31,198.04,119.66
9,"Property, Plant & Equipment",4.57,4.93,6.6,8.32,9.86,11.65,13.43,15.02,15.66,3.7
10,Long-Term Deferred Tax Assets,3.44,3.68,4.07,4.29,4.74,4.28,0.72,0.38,0.22,0.15
11,Other Long-Term Assets,0.73,0.73,0.73,3.65,3.32,3.03,2.79,2.53,2.25,1.51
12,Total Assets,171,172.2,180.92,171.85,174.7,175.69,206.78,210.24,216.18,125.03
13,Accounts Payable,15.32,15.29,14.99,8.12,11.27,10.2,19.64,13.99,12.23,9.72
14,Accrued Expenses,2.64,2.26,2.8,2.16,2.77,2.23,2.96,2.59,4.88,2.21
15,Short-Term Debt,4.78,-,25.62,28.79,21.46,21.01,19.02,4.89,20.78,34.58
16,Current Portion of Leases,2.15,2.47,2.39,2.33,2.33,2.36,2.33,2.2,2.15,1.47
17,Current Income Taxes Payable,-,-,-,-,-,-,-,-,3.84,4.04
18,Current Unearned Revenue,11.3,19.32,4.62,0.94,0.92,0.7,1.35,0.64,-,-
19,Other Current Liabilities,5.95,5.12,3.75,2.68,2.83,2.23,3.84,4.08,4.26,9.36
20,Total Current Liabilities,42.14,44.45,54.16,45.02,41.59,38.71,49.13,28.38,48.14,61.37
21,Long-Term Leases,0.32,1.21,2.41,3.62,4.52,5.66,6.85,7.9,9.01,1.4
22,Other Long-Term Liabilities,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-,-
23,Total Liabilities,43.2,46.42,57.32,49.38,46.85,45.13,56.73,37.03,57.15,62.77
24,Common Stock,20,20,20,20,20,20,20,20,20,-
25,Additional Paid-In Capital,18.58,79.22,79.22,79.22,79.22,79.22,79.22,79.22,79.22,-
26,Retained Earnings,10,16.56,14.38,13.24,18.63,21.34,40.83,64,49.81,52.26
27,Comprehensive Income & Other,79.22,10,10,10,10,10,10,10,10,10
28,Shareholders' Equity,127.8,125.78,123.6,122.46,127.84,130.56,150.05,173.22,159.03,62.26
29,Total Liabilities & Equity,171,172.2,180.92,171.85,174.7,175.69,206.78,210.24,216.18,125.03
30,Total Debt,7.24,3.68,30.42,34.74,28.31,29.03,28.21,14.99,31.94,37.45
31,Net Cash (Debt),63.02,81.16,45.2,28.6,24.26,22.54,30.34,62.75,34.1,-22.08
32,Net Cash Growth,39.40%,183.80%,86.34%,26.87%,-20.05%,-64.08%,-11.02%,-,-,-
33,Net Cash Per Share,0.03,0.04,0.02,0.01,0.01,0.01,0.02,0.03,0.02,-0.01
34,Filing Date Shares Outstanding,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
35,Total Common Shares Outstanding,2000,2000,2000,2000,2000,2000,2000,2000,2000,-
36,Working Capital,120.12,118.41,115.36,110.57,115.2,118.02,140.72,163.93,149.9,58.3
37,Book Value Per Share,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.09,0.08,-
38,Tangible Book Value,127.8,125.78,123.6,122.46,127.84,130.56,150.05,173.22,159.03,62.26
39,Tangible Book Value Per Share,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.09,0.08,-
40,Machinery,-,1.7,-,1.66,-,1.59,-,1.55,-,1.37
41,Leasehold Improvements,-,4.81,-,4.81,-,4.81,-,4.75,-,1.76
42,Order Backlog,920.1,-,-,-,-,-,-,-,-,-
