,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,6101,725,353,405,231,446,744,744,885,484,368
1,Market Cap Growth,78.90%,78.90%,53.23%,-9.17%,-69.00%,-40.00%,-15.97%,53.85%,140.40%,-18.75%,-21.43%
2,Enterprise Value,5940,590,159,203,114,369,674,689,839,419,332
3,Last Close Price,16.40,1.95,0.95,0.96,0.55,1.06,1.77,1.77,2.10,1.15,0.87
4,PE Ratio,198.91,23.65,12.76,8.86,4.06,27.89,-,23.23,25.98,14.75,15.03
5,PS Ratio,4.73,0.56,0.31,0.37,0.19,0.41,0.70,0.70,0.93,0.54,0.39
6,PB Ratio,21.61,2.50,1.31,1.33,0.80,1.74,3.21,3.10,4.06,2.32,2.00
7,P/TBV Ratio,2.57,2.57,1.33,1.34,0.80,1.74,3.21,3.10,4.06,2.32,2.00
8,P/FCF Ratio,510.95,60.75,-,-,1.77,5.29,20.57,-,-89.41,-,-18.45
9,P/OCF Ratio,53.28,53.28,-,-,1.75,5.24,19.05,-,-90.70,-,-20.39
10,EV/Sales Ratio,4.61,0.46,0.14,0.19,0.09,0.34,0.63,0.65,0.88,0.47,0.36
11,EV/EBITDA Ratio,169.42,19.30,5.86,4.04,1.71,10.55,20.50,19.40,24.55,8.91,6.36
12,EV/EBIT Ratio,179.26,20.40,6.23,4.16,1.75,11.07,21.55,20.16,25.39,9.13,6.49
13,EV/FCF Ratio,497.45,49.40,-,-,0.88,4.36,18.63,-,-84.70,-,-16.63
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,-,0.00,0.02,0.04,0.03,0.02,0.05
15,Debt / FCF Ratio,0.01,0.01,-,-,-,0.00,0.11,-,-0.73,-,-0.45
16,Return on Capital Employed (ROCE),9.97%,9.97%,9.43%,16.01%,22.59%,13.00%,13.51%,14.24%,15.14%,22.04%,27.77%
17,Earnings Yield,0.50%,4.23%,7.84%,11.29%,24.61%,3.59%,1.79%,4.30%,3.85%,6.78%,6.65%
18,FCF Yield,0.20%,1.65%,-6.55%,20.29%,56.43%,18.92%,4.86%,-0.15%,-1.12%,2.05%,-5.42%
