,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,620.58,668.92,482.03,603.92,606.19,487.18,576.72,480.65,470.6,418.69
1,Revenue Growth (YoY),28.74%,10.76%,-20.48%,23.96%,5.11%,1.36%,22.55%,14.80%,-8.46%,-23.85%
2,Cost of Revenue,589.32,640.05,450.85,559.23,566.22,468.88,540.32,451.35,439.37,380.65
3,Gross Profit,31.26,28.87,31.19,44.69,39.97,18.31,36.4,29.31,31.22,38.04
4,"Selling, General & Admin",15.47,14.66,15.25,11.61,11.43,15.37,6.18,18.82,5.31,17.06
5,Operating Expenses,15.26,15.97,18.62,8.49,11.09,13.9,9.54,21.97,5.53,17.84
6,Operating Income,16.01,12.9,12.57,36.2,28.88,4.41,26.86,7.34,25.7,20.2
7,Interest Expense,-0.01,-0.01,-0.02,-0,-0.01,-0.09,-0.12,-0.06,-0.14,-0.08
8,Interest & Investment Income,1.6,3.11,3.33,1.28,0.1,0.86,0.47,0.01,0.06,0.34
9,Earnings From Equity Investments,2.94,1.28,1.89,-0.11,-,-,-,-,-,-
10,Other Non Operating Income (Expenses),0.38,1.03,0.4,0.4,1.01,1.49,0.31,3.67,3.01,-0.1
11,EBT Excluding Unusual Items,20.92,18.31,18.18,37.77,29.98,6.67,27.52,10.96,28.63,20.36
12,Gain (Loss) on Sale of Investments,2.11,0.13,0.23,0.25,-1.47,-14.26,-1.3,-,-,-
13,Gain (Loss) on Sale of Assets,-,0.1,0.47,-,0.91,0.11,0.16,-0,0.07,0.33
14,Other Unusual Items,-,-,-,-,-,-,-,-,-,-8.24
15,Pretax Income,23.03,18.54,18.88,38.02,29.42,-7.47,26.37,10.96,28.7,12.46
16,Income Tax Expense,3.12,2.79,2.57,6,4.75,1.19,4.39,0.92,4.66,3.71
17,Earnings From Continuing Operations,19.9,15.75,16.31,32.02,24.67,-8.66,21.99,10.04,24.03,8.75
18,Minority Interest in Earnings,-3.25,-1.73,-2.62,0.07,-,-,-,-,-,-
19,Net Income,16.66,14.01,13.69,32.09,24.67,-8.66,21.99,10.04,24.03,8.75
20,Net Income to Common,16.66,14.01,13.69,32.09,24.67,-8.66,21.99,10.04,24.03,8.75
21,Net Income Growth,21.67%,-56.33%,-44.50%,-,12.21%,-,-8.51%,14.81%,52.55%,-58.57%
22,Shares Outstanding (Basic),372,372,372,372,372,372,372,372,372,372
23,Shares Outstanding (Diluted),372,372,372,372,372,372,372,372,372,372
24,EPS (Basic),0.04,0.04,0.04,0.09,0.07,-0.02,0.06,0.03,0.06,0.02
25,EPS (Diluted),0.04,0.04,0.04,0.09,0.07,-0.02,0.06,0.03,0.06,0.02
26,EPS Growth,21.67%,-56.33%,-44.50%,-,12.21%,-,-8.51%,14.81%,52.55%,-58.57%
27,Free Cash Flow,26.39,-14.45,-8.68,90.97,39.17,45.28,-9.1,8.01,-17.91,27.84
28,Free Cash Flow Per Share,0.07,-0.04,-0.02,0.24,0.11,0.12,-0.02,0.02,-0.05,0.07
29,Operating Margin,2.58%,1.93%,2.61%,5.99%,4.76%,0.91%,4.66%,1.53%,5.46%,4.82%
30,Profit Margin,2.68%,2.09%,2.84%,5.31%,4.07%,-1.78%,3.81%,2.09%,5.11%,2.09%
31,Free Cash Flow Margin,4.25%,-2.16%,-1.80%,15.06%,6.46%,9.29%,-1.58%,1.67%,-3.81%,6.65%
32,EBITDA,16.79,13.77,13.3,36.9,29.69,5.24,27.63,7.9,26.26,20.76
33,D&A For EBITDA,0.78,0.87,0.74,0.7,0.81,0.83,0.77,0.56,0.56,0.56
34,EBIT,16.01,12.9,12.57,36.2,28.88,4.41,26.86,7.34,25.7,20.2
