,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+3 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+3 Quarters
0,Cash & Equivalents,-,717,462.94,2398,1862,1469,-,536.12,470.49,1004,1020,684.15,615.36,965.23,558.52,694.02,365.84,169.67,142.4,-,Upgrade
1,Short-Term Investments,-,-,150,-,230,-,-,-,-,-,20,-,20,-,-,-,-,562.97,-,-,Upgrade
2,Trading Asset Securities,-,2313,2342,277.68,419.6,786.01,-,1451,1567,938.58,1018,1439,1625,1616,1876,1790,2225,-,658.83,-,Upgrade
3,Cash & Short-Term Investments,3030,3030,2955,2675,2512,2255,-,1987,2037,1942,2058,2123,2260,2581,2434,2484,2591,732.64,801.22,946.98,Upgrade
4,Cash Growth,20.62%,34.35%,-,34.64%,23.29%,16.10%,-,-6.41%,-9.86%,-24.75%,-15.45%,-14.54%,-12.78%,252.30%,203.79%,162.33%,173.64%,-,522.96%,-,Upgrade
5,Accounts Receivable,-,347.09,317.99,271.25,260.17,216.01,-,201.42,150.85,115.84,76.77,40.04,14.83,38.83,46.02,37.36,0.29,0.42,0.26,-,Upgrade
6,Other Receivables,-,2.51,13.74,6.24,29.07,15.06,-,8.63,6.82,9.38,5.43,3.31,3.58,5.13,3,2.74,2.28,0.03,0.02,-,Upgrade
7,Receivables,-,349.59,331.73,277.49,289.24,231.07,-,210.06,157.68,125.22,82.19,43.35,18.42,43.97,49.02,40.09,2.57,0.45,0.28,-,Upgrade
8,Inventory,-,38.81,39.2,46.12,62.95,60.19,-,40.85,32.07,23.48,24.26,21.85,20.8,22.26,18.38,14.33,10.78,0.65,0.23,-,Upgrade
