,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,785,785,866,935,1073,1039,1073,1212,1293,1154,1431,Upgrade
1,Market Cap Growth,-16.05%,-16.05%,-19.35%,-10.00%,0%,-14.29%,-16.96%,5.00%,-9.68%,-33.33%,-28.74%,Upgrade
2,Enterprise Value,3802,3876,4046,4059,4177,4208,4266,4434,4266,4121,4422,Upgrade
3,Last Close Price,0.68,0.68,0.75,0.81,0.91,0.88,0.89,1.00,1.06,0.95,1.18,Upgrade
4,PE Ratio,-,-,-,12.45,17.94,15.34,5.07,2.84,4.42,-35.36,-,Upgrade
5,PS Ratio,8.11,8.11,5.87,3.78,4.40,4.07,3.75,3.82,4.23,8.06,9.79,Upgrade
6,PB Ratio,0.11,0.09,0.10,0.11,0.12,0.12,0.12,0.14,0.15,0.14,0.18,Upgrade
7,P/FCF Ratio,5.12,5.12,6.11,7.52,7.85,6.98,6.46,6.67,7.48,6.52,7.33,Upgrade
8,P/OCF Ratio,5.12,5.12,6.11,7.52,7.85,6.98,6.46,6.67,7.48,6.52,7.33,Upgrade
9,EV/Sales Ratio,39.27,40.04,27.44,16.43,17.14,16.51,14.90,13.97,13.96,28.77,30.26,Upgrade
10,EV/EBITDA Ratio,141.26,145.58,55.49,24.66,25.58,23.36,19.82,17.86,17.75,56.72,-,Upgrade
11,EV/EBIT Ratio,144.50,147.33,55.82,24.72,25.65,23.42,19.87,17.90,17.78,57.31,-,Upgrade
12,EV/FCF Ratio,25.27,25.27,28.58,32.67,30.56,28.27,25.69,24.40,24.69,23.28,22.66,Upgrade
13,Debt / Equity Ratio,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.28,0.28,Upgrade
14,Debt / FCF Ratio,14.87,14.87,16.11,18.36,16.69,15.33,13.74,12.56,13.21,12.89,11.69,Upgrade
15,Earnings Yield,-20.40%,-20.40%,-6.49%,8.04%,5.58%,6.52%,19.74%,35.27%,22.63%,-2.83%,2.69%,Upgrade
16,FCF Yield,19.55%,19.55%,16.36%,13.29%,12.73%,14.33%,15.47%,15.00%,13.37%,15.34%,13.64%,Upgrade
17,Dividend Yield,0.00%,-,-,-,-,-,3.36%,1.00%,-,-,-,Upgrade
18,Total Shareholder Return,-,-,-,-,-,3.36%,1.00%,-,-,-,Upgrade,
