,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,10765,9680,12658,15946,25285,36733,34747,59442,37663,31272,30993,Upgrade
1,Market Cap Growth,-39.30%,-39.30%,-49.94%,-56.59%,-27.23%,-38.20%,-7.74%,90.08%,21.52%,60.51%,154.85%,Upgrade
2,Enterprise Value,28304,27446,33493,32637,41372,51714,49269,71606,48129,39750,40080,Upgrade
3,Last Close Price,3.47,3.12,3.83,4.83,7.28,10.34,9.79,16.58,10.30,8.48,8.18,Upgrade
4,PE Ratio,5.19,4.70,4.85,5.43,8.87,12.41,9.30,11.83,8.46,9.05,9.16,Upgrade
5,Forward PE,5.76,3.58,3.67,4.67,6.05,7.52,6.48,10.18,8.48,7.80,8.91,Upgrade
6,PS Ratio,0.34,0.31,0.37,0.47,0.73,0.97,0.88,1.58,1.13,1.07,1.05,Upgrade
7,PB Ratio,0.43,0.38,0.47,0.63,0.99,1.44,1.30,2.34,1.56,1.61,1.62,Upgrade
8,P/TBV Ratio,0.40,0.40,0.51,0.68,1.07,1.59,1.43,2.52,1.66,1.74,1.75,Upgrade
9,P/FCF Ratio,3.29,-,3.93,-,17.72,-,14.81,-,42.42,7.94,7.85,Upgrade
10,P/OCF Ratio,1.50,1.50,1.71,3.19,4.89,5.00,5.47,20.73,11.18,5.65,5.22,Upgrade
11,PEG Ratio,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,Upgrade
12,EV/Sales Ratio,0.90,0.88,0.98,0.97,1.19,1.37,1.25,1.90,1.44,1.36,1.36,Upgrade
13,EV/EBITDA Ratio,4.28,4.45,4.95,4.51,5.41,6.96,6.98,9.43,7.12,6.96,7.10,Upgrade
14,EV/EBIT Ratio,6.05,6.18,6.71,5.90,7.24,9.33,8.91,11.29,8.46,8.51,8.62,Upgrade
15,EV/FCF Ratio,8.65,-,10.41,-,29.00,-,20.99,-,54.20,10.09,10.15,Upgrade
16,Debt / Equity Ratio,0.88,0.88,0.85,1.03,0.91,0.80,0.84,0.90,0.80,0.88,0.79,Upgrade
17,Debt / FCF Ratio,6.90,-,7.08,-,16.33,-,9.58,-,21.80,4.31,3.83,Upgrade
18,Return on Capital Employed (ROCE),10.76%,10.72%,12.75%,12.55%,13.45%,13.56%,13.39%,16.56%,15.72%,21.37%,20.52%,Upgrade
19,Earnings Yield,19.14%,21.29%,20.61%,18.42%,11.27%,8.06%,10.75%,8.45%,11.83%,11.05%,10.92%,Upgrade
20,FCF Yield,30.40%,33.81%,25.43%,6.70%,5.64%,10.84%,6.75%,-1.90%,2.36%,12.60%,12.74%,Upgrade
21,Dividend Yield,5.76%,-,-,-,-,-,3.88%,2.98%,4.85%,4.67%,4.89%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.00%,0.08%,0.74%,Upgrade,
23,Total Shareholder Return,5.76%,-,-,-,-,-,3.88%,2.98%,4.85%,4.75%,5.63%,Upgrade
