,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,5032,5155,5348,5735,3906,6174,7358,6442,6299,6362,Upgrade
1,Short-Term Investments,215.65,204.51,247.23,277.59,233.84,152.24,165.82,129.73,179.25,114.07,Upgrade
2,Trading Asset Securities,19.62,16.49,43.82,632.57,665.71,822.03,47.05,-,-,-,Upgrade
3,Cash & Short-Term Investments,5267,5376,5639,6645,4805,7149,7571,6572,6478,6477,Upgrade
4,Cash Growth,-6.59%,-19.09%,17.36%,-7.04%,-36.53%,8.78%,16.86%,1.47%,29.33%,17.17%,Upgrade
5,Accounts Receivable,5142,4867,5644,5511,5540,4789,4879,4320,3586,3539,Upgrade
6,Other Receivables,824.22,855.23,655.9,717.68,1090,818.55,579.18,458.79,439,481.75,Upgrade
7,Receivables,6568,6440,7633,7550,7849,6858,6956,5778,4654,4485,Upgrade
8,Inventory,6847,6611,6803,6500,6661,6881,6816,5127,4260,3966,Upgrade
9,Restricted Cash,1669,1398,1762,1627,1676,1472,928.06,1005,852.9,1242,Upgrade
10,Other Current Assets,1213,988.85,1467,1671,809.32,1992,1791,1186,1461,1561,Upgrade
11,Total Current Assets,21565,20814,23304,23993,21801,24352,24061,19669,17706,17731,Upgrade
12,"Property, Plant & Equipment",17718,18472,17663,16357,15166,14711,13180,11936,10851,11009,Upgrade
13,Long-Term Investments,7077,6837,6686,5270,4201,4506,4751,4846,3901,3283,Upgrade
14,Goodwill,519.14,540.09,540.09,541.88,540.09,495.86,452.19,381.41,398.59,398.59,Upgrade
15,Other Intangible Assets,355.94,409.37,426.46,438.83,529.42,547.84,434.94,380.93,329.08,336.11,Upgrade
16,Long-Term Accounts Receivable,38.57,1159,41.96,1129,40.73,39.98,76.32,78.41,80.06,81.57,Upgrade
17,Long-Term Deferred Tax Assets,655.67,661.17,608.76,572.26,482.56,349.11,168.46,159.89,110.21,108.3,Upgrade
18,Other Long-Term Assets,11658,11065,12526,10448,10337,9335,8979,8926,8454,7825,Upgrade
19,Total Assets,59593,60031,61828,59004,53164,54483,52216,46528,41834,40785,Upgrade
20,Accounts Payable,8854,8369,8982,8036,8006,7546,5273,5678,4665,5830,Upgrade
21,Accrued Expenses,384.65,527.15,637.1,544.81,412.59,627.5,455.06,455.99,307.39,363.1,Upgrade
