,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,13564,15571,15297,15878,14890,17334,14723,16581,11492,15207,Upgrade
1,Revenue Growth (YoY),-11.33%,-1.93%,2.74%,-8.40%,1.13%,4.54%,28.12%,9.03%,3.19%,14.47%,Upgrade
2,Cost of Revenue,9837,11711,11038,11421,10999,13590,10349,11594,8112,10902,Upgrade
3,Gross Profit,3726,3861,4259,4456,3891,3745,4374,4987,3380,4305,Upgrade
4,"Selling, General & Admin",1532,1705,1532,1616,1415,1544,1456,1492,1104,1408,Upgrade
5,Other Operating Expenses,-133.17,-228.66,-95.1,-147.83,-130.9,-877.05,494.27,525.29,416.93,463.77,Upgrade
6,Operating Expenses,1491,1962,1627,1971,1325,1579,2037,2048,1529,1899,Upgrade
7,Operating Income,2236,1899,2632,2485,2567,2166,2336,2939,1851,2406,Upgrade
8,Interest Expense,-484.03,-581.82,-530.94,-418.92,-262.17,-290.1,-256.05,-189.7,-246.2,-305.7,Upgrade
9,Interest & Investment Income,96.95,115.82,112.1,122.49,74.75,49.61,57.24,125.78,62.89,97.3,Upgrade
10,Earnings From Equity Investments,18.15,190.03,137.54,9.77,62.72,121.06,122.96,154.29,50.11,88.39,Upgrade
11,Currency Exchange Gain (Loss),-,-,14.5,40.02,-,-,-,-,-,-2.81,Upgrade
12,Other Non Operating Income (Expenses),-733.95,-657.67,-817.08,-735.75,-906.5,-1442,-1.37,4.89,-6.13,-37.94,Upgrade
13,EBT Excluding Unusual Items,1133,964.97,1548,1503,1535,604.61,2259,3035,1712,2245,Upgrade
14,Gain (Loss) on Sale of Investments,-,-16.12,101.12,-5.27,5.27,-,-,1.44,-,7.59,Upgrade
15,Gain (Loss) on Sale of Assets,124.24,8.63,12.03,13.93,11.56,-,-,-7.66,8.03,-,Upgrade
16,Asset Writedown,-,10.31,-,120.94,-,916.83,-,-,-,148,Upgrade
17,Other Unusual Items,26.44,15.87,19.57,0.15,5.88,25.75,0.86,5.6,-,0.02,Upgrade
18,Pretax Income,1283,983.66,1681,1632,1558,1547,2260,3034,1720,2401,Upgrade
19,Income Tax Expense,266.71,98.92,244.91,415.47,254.41,307.81,480.88,662.92,333.25,630.05,Upgrade
20,Earnings From Continuing Operations,1017,884.75,1436,1217,1304,1239,1779,2371,1386,1771,Upgrade
21,Minority Interest in Earnings,26.56,-10.36,58.07,7.61,-6.91,-9.51,35.08,-8.22,1.66,-9.95,Upgrade
22,Net Income,1043,874.39,1494,1225,1297,1230,1814,2363,1388,1761,Upgrade
23,Net Income to Common,1043,874.39,1494,1225,1297,1230,1814,2363,1388,1761,Upgrade
24,Net Income Growth,-30.16%,-28.59%,15.19%,-0.43%,-28.53%,-47.95%,30.71%,34.17%,9.84%,21.40%,Upgrade
25,Shares Outstanding (Basic),3079,3079,3079,3079,3079,3079,3079,3079,3079,3079,Upgrade
26,Shares Outstanding (Diluted),3079,3079,3079,3079,3079,3079,3079,3079,3079,3079,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,0.00%,-0.08%,-0.74%,Upgrade
28,EPS (Basic),0.34,0.28,0.49,0.40,0.42,0.40,0.59,0.77,0.45,0.57,Upgrade
29,EPS (Diluted),0.34,0.28,0.49,0.40,0.42,0.40,0.59,0.77,0.45,0.57,Upgrade
30,EPS Growth,-30.16%,-28.59%,15.19%,-0.43%,-28.53%,-47.95%,30.71%,34.61%,9.93%,22.75%,Upgrade
31,Free Cash Flow,-195.6,3242,-320.44,1309,-46.63,3446,-1534,594.53,153.14,3438,Upgrade
32,Free Cash Flow Per Share,-0.06,1.05,-0.10,0.42,-0.02,1.12,-0.50,0.19,0.05,1.12,Upgrade
33,Dividend Per Share,-,-,-,-,-,0.210,0.100,0.312,0.109,0.252,Upgrade
34,Dividend Growth,-,-,-,-,-,-32.68%,-8.78%,23.63%,3.67%,40.74%,Upgrade
35,Operating Margin,16.48%,12.19%,17.20%,15.65%,17.24%,12.50%,15.87%,17.73%,16.11%,15.82%,Upgrade
36,Profit Margin,7.69%,5.62%,9.76%,7.71%,8.71%,7.10%,12.32%,14.25%,12.08%,11.58%,Upgrade
37,Free Cash Flow Margin,-1.44%,20.82%,-2.09%,8.24%,-0.31%,19.88%,-10.42%,3.59%,1.33%,22.61%,Upgrade
38,EBITDA,3026,2714,3422,3282,3488,2851,2901,3412,2281,2923,Upgrade
39,D&A For EBITDA,790.57,815.87,789.9,797.15,921.25,685.05,564.27,472.23,429.74,516.86,Upgrade
40,EBIT,2236,1899,2632,2485,2567,2166,2336,2939,1851,2406,Upgrade
