,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,873,1092,1070,982,906,982,1375,1943,1430,1168,3024,Upgrade
1,Market Cap Growth,11.11%,11.11%,18.07%,0%,-34.13%,-49.44%,-3.82%,66.36%,-52.71%,-66.35%,26.48%,Upgrade
2,Enterprise Value,-289,-159,-115,-52,-86,16,306,961,608,334,2123,Upgrade
3,Last Close Price,0.80,1.00,0.90,0.83,0.71,0.77,0.98,1.36,0.93,0.75,1.87,Upgrade
4,PE Ratio,19.85,-,5.36,9.50,-,-,-,19.90,-15.46,-,17.28,Upgrade
5,Forward PE,-,7.36,7.36,7.36,7.36,7.36,9.58,9.58,9.58,9.58,14.82,Upgrade
6,PS Ratio,0.46,0.58,0.53,0.56,0.56,0.50,0.56,0.75,0.66,0.52,1.05,Upgrade
7,PB Ratio,0.28,0.34,0.32,0.30,0.27,0.29,0.36,0.51,0.37,0.33,0.79,Upgrade
8,P/TBV Ratio,0.35,0.35,0.32,0.31,0.28,0.29,0.37,0.52,0.38,0.34,0.81,Upgrade
9,P/FCF Ratio,2.44,3.05,2.22,2.17,3.27,3.94,3.78,3.72,4.31,4.84,8.05,Upgrade
10,P/OCF Ratio,2.43,2.43,1.93,1.91,2.67,2.75,2.68,2.87,2.97,3.00,5.38,Upgrade
11,PEG Ratio,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,0.01,0.12,0.37,0.28,0.15,0.74,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,1.53,2.91,4.45,-,7.00,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,6.36,-10.84,-,15.92,Upgrade
15,EV/FCF Ratio,-0.81,-,-,-,-,0.06,0.84,1.84,1.83,1.38,5.65,Upgrade
16,Debt / Equity Ratio,0.18,0.18,0.14,0.14,0.17,0.22,0.22,0.24,0.26,0.27,0.26,Upgrade
17,Debt / FCF Ratio,1.58,1.58,1.01,1.02,2.06,3.01,2.30,1.78,2.95,4.01,2.66,Upgrade
18,Return on Capital Employed (ROCE),2.08%,2.08%,3.59%,1.47%,-,-,-,3.32%,-1.22%,-,2.90%,Upgrade
19,Earnings Yield,5.04%,4.03%,18.66%,10.53%,-17.96%,-16.12%,1.87%,5.03%,-6.47%,-3.71%,5.79%,Upgrade
20,FCF Yield,40.98%,32.78%,45.07%,46.00%,30.56%,25.37%,26.46%,26.85%,23.23%,20.66%,12.42%,Upgrade
21,Dividend Yield,10.74%,-,-,-,-,-,12.49%,8.82%,12.72%,10.11%,4.13%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,0.01%,-,-0.01%,-,0.00%,-,Upgrade,
23,Total Shareholder Return,10.74%,-,-,-,-,0.01%,12.49%,8.81%,12.72%,10.11%,4.13%,Upgrade
