,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,826.79,930.56,884.85,752.32,677.47,983.67,1013,1129,691.79,1341,Upgrade
1,Revenue,826.79,930.56,884.85,752.32,677.47,983.67,1013,1129,691.79,1341,Upgrade
2,Revenue Growth (YoY),-6.56%,23.69%,30.61%,-23.52%,-33.09%,-12.86%,46.37%,-15.84%,-43.48%,9.55%,Upgrade
3,Cost of Revenue,417.34,473.25,449.86,410.09,393.66,542.68,542.31,579.61,418.46,738.76,Upgrade
4,Gross Profit,409.45,457.31,434.99,342.24,283.81,440.99,470.24,549.2,273.32,602.47,Upgrade
5,"Selling, General & Admin",18.21,41.83,14.43,20.07,14.34,31.19,20.23,28.63,18.3,103.54,Upgrade
6,Other Operating Expenses,223.21,197.53,194.97,157.03,181.2,241.94,214.11,219.68,150.18,225.51,Upgrade
7,Operating Expenses,398.22,396.7,370.21,356.81,383.83,457.11,430.01,463.85,405.88,545.34,Upgrade
8,Operating Income,11.23,60.62,64.78,-14.57,-100.02,-16.12,40.23,85.34,-132.56,57.13,Upgrade
9,Interest Expense,-10.68,-9.61,-9.57,-13.3,-12.72,-14.03,-15.93,-17.19,-18.99,-17.18,Upgrade
10,Interest & Investment Income,15.46,16.41,15.02,14.42,6.81,8.48,12.07,13.82,9.24,17.79,Upgrade
11,Earnings From Equity Investments,-1.04,-1.9,1.06,-2.66,-2.56,-2.15,-0.17,1.52,-3.97,1.42,Upgrade
12,Currency Exchange Gain (Loss),-0.21,-1.45,1.22,-8.12,1.75,2.43,2.66,0.68,-1.3,-0.1,Upgrade
13,Other Non Operating Income (Expenses),27.4,48.57,34.41,53.39,32.57,29.64,50.23,0.54,54.19,42.71,Upgrade
14,EBT Excluding Unusual Items,42.17,112.64,106.92,29.16,-74.16,8.25,89.08,84.71,-93.39,101.76,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-5.84,Upgrade
16,Gain (Loss) on Sale of Investments,-12.4,-2.54,25.48,-37.11,-43.72,-42.42,-13.58,-41.86,-29.57,-47.73,Upgrade
17,Gain (Loss) on Sale of Assets,-0.61,-0.33,-3.15,-8.9,-6.1,-3.89,-3.63,5.01,-6.53,-0.82,Upgrade
18,Asset Writedown,-50.83,-31.65,36.88,-31.57,-21.11,-0.21,7.03,-8.04,-28.42,36.22,Upgrade
19,Other Unusual Items,6.1,-11.5,15.12,7.73,9.02,4.49,7.32,11.94,8.16,27.86,Upgrade
20,Pretax Income,-15.57,66.62,181.26,-40.7,-136.07,-33.79,86.23,51.76,-149.75,111.45,Upgrade
21,Income Tax Expense,-11.31,13.69,41.66,-4.69,-15.71,-0.68,35.16,11.72,-30.83,35.89,Upgrade
22,Earnings From Continuing Operations,-4.26,52.93,139.6,-36.01,-120.36,-33.11,51.07,40.03,-118.92,75.56,Upgrade
23,Minority Interest in Earnings,-2.9,-4.84,-6.5,-1.39,13.85,4.39,-1.41,-8.51,9.53,-5.7,Upgrade
24,Net Income,-7.16,48.09,133.1,-37.39,-106.51,-28.72,49.66,31.53,-109.39,69.86,Upgrade
25,Net Income to Common,-7.16,48.09,133.1,-37.39,-106.51,-28.72,49.66,31.53,-109.39,69.86,Upgrade
26,Net Income Growth,-,-,-,-,-,-,-,-54.87%,-,-83.74%,Upgrade
27,Shares Outstanding (Basic),1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,Upgrade
28,Shares Outstanding (Diluted),1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,Upgrade
29,Shares Change (YoY),-,-,-,-,-0.01%,-,0.01%,-,-0.00%,-,Upgrade
30,EPS (Basic),-0.01,0.04,0.12,-0.03,-0.10,-0.03,0.05,0.03,-0.10,0.06,Upgrade
31,EPS (Diluted),-0.01,0.04,0.12,-0.03,-0.10,-0.03,0.05,0.03,-0.10,0.06,Upgrade
32,EPS Growth,-,-,-,-,-,-,-,-51.86%,-,-84.62%,Upgrade
33,Free Cash Flow,144.26,188.75,248.86,169.32,75.54,137.21,159.26,274.53,5.14,214.8,Upgrade
34,Free Cash Flow Per Share,0.13,0.17,0.23,0.16,0.07,0.13,0.15,0.25,0.00,0.20,Upgrade
35,Dividend Per Share,-,-,-,-,-,0.080,0.020,0.080,0.020,0.049,Upgrade
36,Dividend Growth,-,-,-,-,-,0%,0%,63.27%,0%,-51.00%,Upgrade
37,Operating Margin,1.36%,6.51%,7.32%,-1.94%,-14.76%,-1.64%,3.97%,7.56%,-19.16%,4.26%,Upgrade
38,Profit Margin,-0.87%,5.17%,15.04%,-4.97%,-15.72%,-2.92%,4.90%,2.79%,-15.81%,5.21%,Upgrade
39,Free Cash Flow Margin,17.45%,20.28%,28.12%,22.51%,11.15%,13.95%,15.73%,24.32%,0.74%,16.02%,Upgrade
40,EBITDA,62.38,116.29,122.39,49.37,-32.85,53.76,108.83,165.95,-51.02,132.99,Upgrade
41,D&A For EBITDA,51.15,55.67,57.61,63.93,67.16,69.87,68.6,80.6,81.55,75.86,Upgrade
42,EBIT,11.23,60.62,64.78,-14.57,-100.02,-16.12,40.23,85.34,-132.56,57.13,Upgrade
43,Advertising Expenses,7.6,-,4.9,-,6.7,-,7.6,-,4.4,-,Upgrade
