,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,293,475,808,3366,3731,3049,4990,3937,1806,1616,5576,Upgrade
1,Market Cap Growth,-85.88%,-85.88%,-78.34%,10.39%,-25.24%,-22.54%,176.32%,143.63%,-67.61%,-68.22%,-26.59%,Upgrade
2,Enterprise Value,424,818,1328,3755,4167,3792,5834,4918,3083,2831,6378,Upgrade
3,Last Close Price,0.37,0.60,1.02,4.25,4.71,3.85,6.30,4.97,2.28,2.04,7.04,Upgrade
4,PE Ratio,-,-,-,-12.97,-,-,-,-22.30,-,62.01,46.58,Upgrade
5,PS Ratio,0.65,1.05,1.49,11.38,6.44,2.99,4.45,2.68,1.61,1.52,3.35,Upgrade
6,PB Ratio,0.17,0.27,0.45,1.96,2.12,1.39,2.17,1.65,0.77,0.70,2.36,Upgrade
7,P/TBV Ratio,0.28,0.28,0.45,1.99,2.14,1.43,2.22,1.73,0.81,0.72,2.54,Upgrade
8,P/FCF Ratio,0.75,1.22,4.12,-,-,3.61,21.40,-,5.38,-,23.92,Upgrade
9,P/OCF Ratio,1.21,1.21,4.05,-,-,3.53,19.66,-,5.37,-,23.76,Upgrade
10,EV/Sales Ratio,0.94,1.81,2.44,12.69,-,3.72,5.20,3.34,2.74,2.66,3.83,Upgrade
11,EV/EBITDA Ratio,-,-160.28,-,-53.68,-,54.03,54.48,-58.13,-,17.01,23.79,Upgrade
12,EV/EBIT Ratio,-,-,-,-27.75,-,319.29,129.69,-35.12,-,34.35,32.56,Upgrade
13,EV/FCF Ratio,1.09,2.10,6.78,-,-,4.49,25.02,-,9.19,-,27.36,Upgrade
14,Debt / Equity Ratio,0.37,0.37,0.42,0.44,0.53,0.50,0.51,0.57,0.58,0.61,0.55,Upgrade
15,Debt / FCF Ratio,1.63,1.63,3.86,-,-,1.29,5.05,-,4.05,-,5.63,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-7.42%,-,0.51%,1.83%,-4.84%,-,3.33%,7.64%,Upgrade
17,Earnings Yield,-14.55%,-8.97%,0.27%,-7.71%,-8.29%,-2.67%,-1.46%,-4.48%,-9.17%,1.61%,2.15%,Upgrade
18,FCF Yield,133.17%,82.12%,24.25%,-10.04%,4.07%,27.71%,4.67%,4.92%,18.58%,0.61%,4.18%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-2.09%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-2.09%,Upgrade,
