,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,3839,7695,5937,11695,12135,14942,6855,6032,7333,7219,Upgrade
1,Short-Term Investments,-,-,-,38.8,-,-,185.4,257,279.1,285.2,Upgrade
2,Cash & Short-Term Investments,3839,7695,5937,11734,12135,14942,7040,6289,7612,7504,Upgrade
3,Cash Growth,-35.33%,-34.42%,-51.07%,-21.47%,72.37%,137.60%,-7.51%,-16.20%,35.95%,-7.15%,Upgrade
4,Accounts Receivable,2280,2897,3107,3213,3926,3062,4745,4359,3604,2684,Upgrade
5,Other Receivables,3571,3942,3288,3027,3099,2865,2672,1361,2104,2115,Upgrade
6,Receivables,5853,6840,6397,6243,7028,5929,7422,5730,5716,4807,Upgrade
7,Inventory,67632,64647,63482,59290,62050,57254,55497,43011,43410,42538,Upgrade
8,Other Current Assets,-,-,-,-,535.3,-,261,213.2,277.5,355.9,Upgrade
9,Total Current Assets,77324,79182,75816,77267,81748,78126,70220,55243,57015,55205,Upgrade
10,"Property, Plant & Equipment",5719,6309,6379,6841,6256,6718,6369,6407,6482,6929,Upgrade
11,Long-Term Investments,104.7,112.7,118.2,134.1,139.8,107.4,46.5,45.8,41.5,32.7,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,231.5,231.5,Upgrade
13,Other Intangible Assets,7.7,25,45.7,66.3,87,109,133.2,158,182.8,207.6,Upgrade
14,Long-Term Deferred Tax Assets,969.9,960.7,502.7,792.9,544.2,611,435,426.3,399.5,570.1,Upgrade
15,Other Long-Term Assets,2732,2223,2175,2231,2263,2056,2022,2016,2006,2051,Upgrade
16,Total Assets,86862,88819,85044,87341,91048,87737,79237,64308,66374,65243,Upgrade
17,Accounts Payable,730.2,1041,879.5,992.6,1360,1155,1214,819.4,796.2,253.4,Upgrade
