,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,92982,87393,115258,118000,155800,147800,142600,149000,118800,101000,54900,Upgrade
1,Market Cap Growth,-25.94%,-25.94%,-26.02%,-20.16%,9.26%,-0.81%,20.03%,47.52%,116.39%,56.11%,-30.86%,Upgrade
2,Enterprise Value,119820,110619,137878,129335,174068,159513,158943,157151,133381,118651,73682,Upgrade
3,Last Close Price,9.31,8.51,10.75,10.74,13.16,12.30,11.65,11.99,9.41,7.88,4.22,Upgrade
4,PE Ratio,20.77,19.51,17.73,17.88,28.94,22.85,21.24,20.20,19.71,28.05,18.92,Upgrade
5,Forward PE,14.86,11.87,13.29,14.21,19.26,17.81,17.74,20.78,21.62,22.53,12.87,Upgrade
6,PS Ratio,0.94,0.89,1.06,1.21,1.65,1.46,1.44,1.66,1.69,1.95,0.97,Upgrade
7,PB Ratio,3.67,3.31,4.31,4.34,4.67,4.54,4.13,4.52,3.76,3.52,2.03,Upgrade
8,P/TBV Ratio,3.45,3.45,4.49,4.51,4.82,4.67,4.26,4.65,3.88,3.67,2.12,Upgrade
9,P/FCF Ratio,14.92,14.02,8.95,6.80,19.27,-,11.49,21.32,12.33,10.22,7.43,Upgrade
10,P/OCF Ratio,12.43,12.43,8.33,6.25,15.48,-,10.23,18.43,11.34,9.38,6.56,Upgrade
11,PEG Ratio,12.46,1.58,0.66,0.53,2.03,0.80,0.64,1.12,0.89,0.94,0.86,Upgrade
12,EV/Sales Ratio,1.22,1.12,1.27,1.32,1.84,1.57,1.61,1.75,1.90,2.29,1.30,Upgrade
13,EV/EBITDA Ratio,10.54,10.58,13.39,12.36,19.96,16.89,16.75,14.71,14.40,18.56,13.35,Upgrade
14,EV/EBIT Ratio,13.12,12.13,15.53,14.32,23.56,19.45,19.19,16.45,16.32,22.37,16.42,Upgrade
15,EV/FCF Ratio,19.23,17.75,10.71,7.45,21.53,-,12.81,22.49,13.84,12.00,9.97,Upgrade
16,Debt / Equity Ratio,1.12,1.12,1.12,1.01,0.66,0.91,0.75,0.68,0.43,0.75,0.91,Upgrade
17,Debt / FCF Ratio,4.76,4.76,2.32,1.59,2.73,-,2.09,3.23,1.42,2.17,3.32,Upgrade
18,Return on Capital Employed (ROCE),31.78%,31.67%,28.36%,29.56%,20.34%,22.32%,21.73%,26.63%,23.25%,16.19%,15.15%,Upgrade
19,Earnings Yield,4.82%,5.12%,5.64%,5.59%,3.46%,4.38%,4.71%,4.95%,5.07%,3.56%,5.28%,Upgrade
20,FCF Yield,6.70%,7.13%,11.17%,14.70%,5.19%,5.37%,8.70%,4.69%,8.11%,9.79%,13.46%,Upgrade
21,Dividend Yield,5.37%,5.88%,5.12%,4.93%,3.80%,4.07%,4.29%,3.84%,4.25%,3.56%,5.69%,Upgrade
22,Buyback Yield / Dilution,0.10%,0.12%,0.07%,-,-,-,-,-,-,-,-,Upgrade
23,Total Shareholder Return,5.47%,6.00%,5.19%,4.93%,3.80%,4.07%,4.29%,3.84%,4.25%,3.56%,5.69%,Upgrade
