,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,6018,4837,7023,7624,10923,6560,7364,15282,15015,27459,9243
1,Market Cap Growth,-36.55%,-36.55%,-35.70%,16.21%,48.34%,-57.07%,-50.96%,-44.35%,62.45%,557.97%,104.68%
2,Enterprise Value,5227,4126,6173,6486,9917,5575,6411,14240,14035,26917,8671
3,Last Close Price,5.36,4.31,6.20,6.73,9.60,5.77,6.44,13.37,13.09,23.97,8.51
4,PE Ratio,31.19,23.85,35.01,33.39,47.19,52.26,-,48.39,40.26,83.34,30.95
5,Forward PE,18.29,15.94,20.98,24.11,37.23,30.42,32.47,33.21,28.97,66.08,32.87
6,PS Ratio,5.05,4.08,5.83,6.03,9.18,6.63,7.88,12.66,12.21,25.86,8.92
7,PB Ratio,2.25,1.81,2.67,3.01,4.31,2.62,2.95,6.06,6.19,13.01,7.40
8,P/TBV Ratio,1.96,1.96,2.91,3.28,4.72,2.92,3.30,6.77,6.89,14.68,7.86
9,P/FCF Ratio,-,-130.04,-,-,-,18.95,50.90,-,105.35,209.76,199.56
10,P/OCF Ratio,38.66,38.66,187.86,166.05,39.78,14.48,33.97,198.31,61.60,129.25,57.11
11,EV/Sales Ratio,4.41,3.48,5.12,5.13,8.34,5.63,6.86,11.79,11.41,25.35,8.36
12,EV/EBITDA Ratio,15.88,13.31,19.84,19.20,29.21,28.47,-,32.14,28.05,61.41,23.24
13,EV/EBIT Ratio,22.09,17.43,26.49,24.28,36.80,45.17,-,37.67,31.28,68.49,25.55
14,EV/FCF Ratio,-140.54,-110.93,-,-,-,16.10,44.32,-,98.48,205.61,187.21
15,Debt / Equity Ratio,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01
16,Debt / FCF Ratio,-,-2.62,-,-,-,0.15,0.35,-,0.22,0.20,0.29
17,Return on Capital Employed (ROCE),8.47%,8.47%,8.44%,10.05%,10.19%,4.71%,-,14.51%,17.91%,18.12%,26.28%
18,Earnings Yield,3.37%,4.19%,2.86%,2.99%,2.12%,1.91%,1.54%,2.07%,2.48%,1.20%,3.23%
19,FCF Yield,-0.62%,-0.77%,-2.35%,-1.62%,1.32%,5.28%,1.96%,-0.20%,0.95%,0.48%,0.50%
20,Buyback Yield / Dilution,0.13%,0.19%,0.07%,-0.39%,0.55%,0.01%,-0.75%,-1.68%,-4.66%,-4.57%,-1.28%
21,Total Shareholder Return,0.97%,0.19%,0.07%,-0.39%,0.55%,0.01%,-0.75%,-1.68%,-4.66%,-4.57%,-1.28%
