,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,57,44,24,27,36,42,60,36,34,35,46,50,72,29,34,43,54,36,33,25,71,Upgrade
1,Market Cap Growth,5.00%,5.00%,-61.00%,-26.67%,7.14%,21.74%,29.87%,-28.14%,-52.74%,21.05%,37.96%,17.08%,31.78%,-19.38%,1.89%,72.50%,-23.68%,-65.66%,-71.81%,-82.30%,-51.69%,Upgrade
2,Enterprise Value,50,32,11,22,32,20,38,14,12,45,57,111,132,88,93,155,166,148,146,145,192,Upgrade
3,Last Close Price,0.19,0.15,0.08,0.09,0.12,0.14,0.20,0.12,0.11,0.12,0.15,0.17,0.24,0.28,0.32,0.40,0.51,0.33,0.37,0.28,0.80,Upgrade
4,PE Ratio,-,-,-,-1.52,-1.96,-,-,-3.64,-,-2.27,-,-,-,-,-7.72,-3.28,-,-,-,-,-,Upgrade
5,PS Ratio,1.41,1.09,0.66,0.76,0.65,0.48,0.62,0.35,0.37,0.43,0.51,0.54,0.74,0.25,0.24,0.26,0.23,0.13,0.12,0.07,0.21,Upgrade
6,PB Ratio,2.02,1.56,0.83,0.80,1.09,1.37,1.19,0.72,0.56,0.58,0.77,0.83,-,1.20,1.36,1.74,-,1.47,1.06,0.80,-,Upgrade
7,P/TBV Ratio,1.56,1.56,0.83,0.80,1.09,1.37,1.19,0.72,0.56,0.58,0.77,0.83,-,1.20,1.36,1.74,-,1.47,1.06,0.80,-,Upgrade
8,P/FCF Ratio,5.64,-,-,2.68,7.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
