,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,330,378,354,366,389,401,425,437,354,413,419,472,431,437,478,466,401,431,419,413,572,Upgrade
1,Market Cap Growth,-5.88%,-5.88%,-16.67%,-16.22%,10.00%,-2.86%,1.41%,-7.50%,-17.81%,-5.41%,-12.35%,1.27%,7.35%,1.37%,14.08%,12.86%,-29.90%,-12.05%,-39.83%,-47.76%,36.62%,Upgrade
2,PE Ratio,4.51,5.16,4.04,3.15,3.82,3.67,4.19,4.35,3.35,3.51,3.16,3.36,3.01,3.57,3.82,3.60,3.06,3.12,3.20,2.93,3.89,Upgrade
3,PS Ratio,1.74,1.99,2.23,1.80,1.81,2.11,1.90,2.12,1.73,2.05,1.88,1.93,1.76,1.93,1.96,1.93,1.59,1.65,1.72,1.58,2.16,Upgrade
4,PB Ratio,0.15,0.17,0.16,0.17,0.18,0.19,0.20,0.19,0.16,0.19,0.19,0.20,0.18,0.19,0.21,0.21,0.18,0.21,0.21,0.21,0.29,Upgrade
5,Debt / Equity Ratio,0.26,0.26,0.26,0.29,0.30,0.32,0.33,0.39,0.39,0.43,0.37,0.35,0.34,0.39,0.36,0.38,0.36,0.31,0.33,0.40,0.41,Upgrade
6,Quick Ratio,58.92,58.92,28.30,41.06,20.21,53.33,10.92,41.01,6.91,54.99,5.73,36.28,6.22,55.10,4.60,15.66,4.41,16.48,25.24,15.94,3.74,Upgrade
7,Current Ratio,58.95,58.95,28.31,41.09,20.22,53.36,10.92,41.03,6.91,55.02,5.73,36.32,6.23,55.15,4.60,15.68,4.41,16.50,25.27,15.95,3.74,Upgrade
8,Asset Turnover,0.08,0.04,0.06,0.08,0.04,0.10,0.07,0.05,0.08,0.06,0.07,0.05,0.10,0.07,0.08,0.04,0.13,0.08,0.09,-,Upgrade,
9,Return on Equity (ROE),2.74%,1.55%,7.67%,1.81%,5.82%,6.92%,5.01%,3.49%,4.51%,5.76%,6.14%,6.71%,6.06%,7.20%,7.28%,3.82%,7.17%,7.40%,7.80%,-,Upgrade,
10,Return on Assets (ROA),2.13%,1.18%,5.79%,1.36%,4.30%,4.96%,3.52%,2.42%,3.11%,4.08%,4.45%,4.81%,4.29%,5.02%,5.07%,2.74%,5.18%,5.16%,5.31%,-,Upgrade,
11,Earnings Yield,22.17%,19.40%,24.75%,31.77%,26.21%,27.27%,23.89%,22.96%,29.81%,28.48%,31.62%,29.79%,33.20%,28.01%,26.18%,27.80%,32.63%,32.07%,31.23%,34.13%,25.72%,Upgrade
12,Earnings Yield,22.17%,19.40%,24.75%,31.77%,26.21%,27.27%,23.89%,22.96%,29.81%,28.48%,31.62%,29.79%,33.20%,28.01%,26.18%,27.80%,32.63%,32.07%,31.23%,34.13%,25.72%,Upgrade
13,Dividend Yield,7.82%,-,-,-,7.16%,-,-,-,18.38%,-,-,-,23.93%,-,-,-,-,-,-,-,-,Upgrade
14,Total Shareholder Return,7.82%,-,-,-,7.16%,-,-,-,18.38%,-,-,-,23.93%,-,-,-,-,-,-,-,-,Upgrade
