,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+5 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+5 Quarters
0,Cash & Equivalents,-,105.61,203.07,191.77,239.68,236.25,321.32,380.07,494.33,386.59,456.24,537.87,664.47,367.24,625.56,282.58,847.32,328.63,369.11,899.21,Upgrade
1,Trading Asset Securities,-,53.03,46.03,40.03,0.03,40.03,61.42,60.03,32.8,145.87,180,101.59,11.5,330.48,200.09,543.95,13.52,506,554,-,Upgrade
2,Cash & Short-Term Investments,158.64,158.64,249.11,231.8,239.71,276.29,382.74,440.1,527.13,532.46,636.24,639.47,675.97,697.72,825.66,826.53,860.84,834.63,923.11,899.21,Upgrade
3,Cash Growth,-33.82%,-42.58%,-34.92%,-47.33%,-54.53%,-48.11%,-39.84%,-31.18%,-22.02%,-23.69%,-22.94%,-22.63%,-21.48%,-16.40%,-10.56%,-8.08%,1.96%,-,643.51%,636.41%,Upgrade
4,Accounts Receivable,-,287.8,269.51,277.13,265.64,248.74,209.04,197.91,216.43,191.27,166.18,160.23,178.29,191.85,169.83,152.38,139.29,126.14,127.85,117.01,Upgrade
5,Other Receivables,-,20.48,16.55,10.79,31.01,24.45,26.07,12.34,40.56,29.84,25.28,13.02,41.08,31.97,23.61,48.4,36.65,46.67,39.21,23.93,Upgrade
6,Receivables,-,308.28,286.06,287.91,296.65,273.19,235.11,210.24,256.99,221.11,191.46,173.25,219.37,223.82,193.44,200.78,175.94,172.81,167.05,140.93,Upgrade
7,Inventory,-,131.2,107.68,107.45,112.58,116.18,124.64,115.58,81.49,83.98,78.22,75.26,74.86,76.52,77.12,76.81,65.48,68.4,62.01,63.6,Upgrade
8,Other Current Assets,-,74.16,60.78,68.18,59.84,65.29,45.43,68.85,41.76,41.5,41.22,26.58,24.66,24.53,24.31,27.64,20.89,22.87,21.28,24.39,Upgrade
9,Total Current Assets,-,672.29,703.61,695.35,708.78,730.94,787.92,834.78,907.37,879.05,947.14,914.55,994.85,1023,1121,1132,1123,1099,1173,1128,Upgrade
10,"Property, Plant & Equipment",-,743.4,681.32,666.38,643.28,572.05,534.05,517.81,485.96,347.32,319.61,291.83,241.93,179.05,153.59,147.66,149.51,155.94,152.06,157.43,Upgrade
11,Long-Term Investments,-,182.89,175.95,174.61,175.37,173.85,173.37,169.51,150.22,179.82,180.22,137.13,117.31,113.83,64.68,65.67,65.93,67.72,19.53,12.77,Upgrade
12,Other Intangible Assets,-,42.65,41.98,42.2,41.08,36,36.43,36.44,36.34,29.56,29.93,13.1,13.15,13.36,13.74,14.13,14.54,14.48,14.87,14.04,Upgrade
13,Long-Term Deferred Tax Assets,-,9.35,9.35,11.17,11.13,11.46,11.45,11.68,11.49,5.97,5.97,5.75,5.98,6.15,5.61,5.95,6.12,5.29,5.34,4.88,Upgrade
14,Long-Term Deferred Charges,-,2.3,2.75,3.2,3.67,4.09,4.57,4.27,2.45,2.29,2.33,1.13,0.38,0.41,0.45,0.45,-,-,-,-,Upgrade
15,Other Long-Term Assets,-,11.7,23.85,24.33,28.18,27.36,17.69,17.62,17.52,97.74,78.93,106.72,74.89,74.01,43.91,31.35,23.59,5.54,3.05,2.54,Upgrade
16,Total Assets,-,1665,1639,1617,1611,1556,1565,1592,1611,1542,1564,1470,1448,1409,1403,1397,1383,1348,1368,1320,Upgrade
17,Accounts Payable,-,79.9,70.11,63.97,70.86,45.93,62.99,86.22,107.34,37.73,43.11,36.47,31.43,24.42,19.27,25.08,24.53,17.58,17.65,21.08,Upgrade
18,Accrued Expenses,-,13.01,11.84,8.16,15.32,12.31,10.81,7.38,19.15,12.36,13.58,7.32,18.05,12.18,12.11,7.81,17.51,11.63,12.98,7.73,Upgrade
19,Short-Term Debt,-,6,11.01,11.01,11.01,10.01,5,35.03,30.03,-,50,-,-,-,-,-,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,-,-,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Portion of Leases,-,0.75,0.79,0.64,1.09,-,0.99,-,1.35,-,0.05,-,0.84,-,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,-,3.63,5.56,7.53,5.86,6.24,4.59,10.67,16.02,14.32,8.87,5.93,5.22,7.55,4.13,7.97,3.59,7.55,6.83,7.65,Upgrade
23,Current Unearned Revenue,-,0.73,0.34,0.72,2.08,0.53,0.63,0.97,0.43,1.01,0.54,0.55,0.23,0.38,0.14,0.14,2.89,0.31,0.06,0.48,Upgrade
24,Other Current Liabilities,-,4,4.86,3.03,6.2,6.57,38.49,4.56,6.12,38.48,43.92,5.63,4.18,3.16,40.8,1.48,3.79,0.74,61.21,0.66,Upgrade
25,Total Current Liabilities,-,108.02,104.64,95.05,112.42,81.58,123.51,144.84,180.44,103.91,160.07,55.9,59.95,47.7,76.45,42.49,52.32,37.82,98.72,37.61,Upgrade
26,Long-Term Debt,-,11.19,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Long-Term Leases,-,0.35,0.35,0.66,0.66,1.75,1.07,2.51,1.66,1.92,1.64,1.62,1.58,-,-,-,-,-,-,-,Upgrade
28,Long-Term Unearned Revenue,-,3.43,3.39,3.65,4.2,2.69,2.95,3.2,3.66,5.39,4.6,4.76,4.92,7.11,6.23,6.44,6.45,3.9,3.18,3.47,Upgrade
29,Long-Term Deferred Tax Liabilities,-,0.2,0.2,0.31,0.31,0.21,0.21,-,0.54,-,-,0.24,0.22,0.07,0.01,0.59,0.53,-,-,-,Upgrade
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.8,Upgrade
31,Total Liabilities,-,123.19,112.27,99.67,117.6,86.23,127.73,150.55,186.31,111.22,166.31,62.51,66.68,54.88,82.69,49.52,59.3,44.52,104.7,43.87,Upgrade
32,Common Stock,-,168.31,168.31,168.31,168.31,168.31,120.22,120,120,120,120,120,120,120,120,120,120,120,120,120,Upgrade
33,Additional Paid-In Capital,-,811.83,811.83,811.83,811.83,824.02,869.21,860.94,858.02,854.28,850.42,847.21,844.82,844.82,844.82,860.72,870.72,870.72,870.72,870.72,Upgrade
34,Retained Earnings,-,547.18,531.18,521.26,496.95,466.02,440.45,455.98,441.64,455.16,427.32,440.12,416.9,389.27,355.88,362.39,327.92,307.44,268.54,282.69,Upgrade
35,Comprehensive Income & Other,-,-0.73,-0.75,-0.74,-0.74,-0.75,-0.75,-0.73,-0.73,-0.71,-0.71,-1.17,-0.69,-0.87,-0.89,-0.63,-0.7,0.04,0.77,0.48,Upgrade
36,Total Common Equity,1527,1527,1511,1501,1476,1458,1429,1436,1419,1429,1397,1406,1381,1353,1320,1342,1318,1298,1260,1274,Upgrade
37,Minority Interest,-,14.81,15.97,16.9,17.54,11.92,8.6,5.37,6.1,1.8,0.78,1.54,0.79,1.31,-,4.98,5.59,4.97,3.57,2.04,Upgrade
38,Shareholders' Equity,1541,1541,1527,1518,1494,1470,1438,1442,1425,1431,1398,1408,1382,1355,1320,1347,1324,1303,1264,1276,Upgrade
39,Total Liabilities & Equity,-,1665,1639,1617,1611,1556,1565,1592,1611,1542,1564,1470,1448,1409,1403,1397,1383,1348,1368,1320,Upgrade
40,Total Debt,18.28,18.28,15.97,12.31,12.76,11.76,7.06,37.54,33.05,1.92,51.69,1.62,2.42,-,-,-,-,-,-,-,Upgrade
41,Net Cash (Debt),140.36,140.36,233.13,219.5,226.95,264.52,375.67,402.56,494.08,530.54,584.55,637.85,673.55,697.72,825.66,826.53,860.84,834.63,923.11,899.21,Upgrade
