,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,570889,397064,1068063,872211,504597,398461,651666,592546,489297,448089,479682,528129,461264,361971,399811,280670,248601,248274,351813,241050,Upgrade
1,Revenue Growth (YoY),13.14%,-0.35%,63.90%,47.20%,3.13%,-11.08%,35.85%,12.20%,6.08%,23.79%,19.98%,88.17%,85.54%,45.80%,13.64%,16.44%,4.76%,-29.47%,71.32%,1.86%,Upgrade
2,Cost of Revenue,526675,349839,956798,782858,479013,345168,547926,510952,428487,395082,410746,464944,397970,315229,347009,244941,208218,216978,309978,216025,Upgrade
3,Gross Profit,44214,47224,111265,89354,25584,53293,103741,81594,60810,53007,68936,63185,63294,46742,52802,35729,40383,31296,41835,25025,Upgrade
4,"Selling, General & Admin",27887,33904,84920,60111,19693,29462,63676,49615,46797,39136,44386,49144,43341,31923,39474,26399,32646,20888,27516,19032,Upgrade
5,Operating Expenses,27887,33904,84920,60111,19693,29462,63676,49615,46797,39136,44386,49144,43341,31923,39474,26399,32646,20888,27516,19032,Upgrade
6,Operating Income,16327,13321,26345,29243,5891,23831,40064,31979,14013,13871,24550,14041,19954,14819,13328,9330,7736,10408,14319,5993,Upgrade
7,Interest Expense,-17684,-14594,-16310,-17057,-19546,-15965,-23641,-20137,-15838,-13569,-13138,-9983,-12736,-10969,-10223,-5793,-6998,-4230,-6800,-5255,Upgrade
8,Interest & Investment Income,9824,9182,6850,5269,9543,2076,4313,2658,4306,3119,3643,821.25,3187,1857,1941,563.39,1426,290.96,1838,770.31,Upgrade
9,Earnings From Equity Investments,-,-4306,-230.08,815.96,716.64,-1206,-3620,-1057,-729.56,-1041,-1591,4169,-376.65,1361,2250,1049,-7379,-3431,-2342,2342,Upgrade
10,Other Non Operating Income (Expenses),-5145,674.99,-1638,-2954,3649,-2329,-180.2,-423.79,3728,2376,-1749,-78.75,84.26,-1262,-982.19,-349.99,6176,-361.4,-0.31,-417.1,Upgrade
11,EBT Excluding Unusual Items,3322,4277,15017,15316,254.05,6407,16937,13018,5480,4756,11715,8969,10112,5806,6313,4800,961.61,2677,7014,3433,Upgrade
12,Pretax Income,3322,4277,15017,15316,254.05,6407,16937,13018,5480,4756,11715,8969,10112,5806,6313,4800,961.61,2677,7014,3433,Upgrade
13,Income Tax Expense,1122,2929,3160,2956,-355.5,1566,6526,2939,1435,1024,4779,606.36,4032,2353,1279,1299,825.1,1588,1190,324.88,Upgrade
