,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,444311,369120,351277,376594,405076,275325,338618,519003,531662,500015,192937,228552,250239,238561,150148,115987,122342,79443,71499,81032,61966,Upgrade
1,Market Cap Growth,34.07%,34.07%,3.74%,-27.44%,-23.81%,-44.94%,75.51%,127.08%,112.46%,109.60%,28.50%,97.05%,104.54%,200.29%,110.00%,43.14%,97.44%,4.16%,-3.70%,1.05%,-21.27%,Upgrade
2,Enterprise Value,1205481,1115654,995282,1143522,1172004,1044886,1098247,1270517,1261349,1280574,843816,926616,957511,816265,727851,445467,451823,408923,325100,420615,340176,Upgrade
3,Last Close Price,13000.00,10800.00,10277.78,11018.52,11851.85,8055.56,9907.41,14552.47,14907.41,14020.06,9938.27,11772.84,10473.10,9984.36,6283.86,4854.20,5120.18,3324.79,2992.31,3058.81,2339.09,Upgrade
4,PE Ratio,16.08,13.61,13.83,13.77,13.99,10.27,10.58,17.77,19.67,20.73,7.65,8.43,10.90,11.65,11.12,10.73,10.67,-,5.14,3.94,3.82,Upgrade
5,PS Ratio,0.14,0.13,0.12,0.13,0.17,0.13,0.16,0.24,0.26,0.26,0.10,0.12,0.14,0.16,0.12,0.10,0.11,0.07,0.07,0.07,0.06,Upgrade
6,PB Ratio,0.87,0.87,0.82,0.88,1.01,0.69,-,1.26,1.35,1.27,0.49,0.94,1.06,1.04,0.66,0.52,-,0.37,0.34,0.37,0.29,Upgrade
7,P/TBV Ratio,0.87,0.87,0.92,1.00,1.15,0.78,-,1.43,1.56,1.46,0.56,1.17,1.35,1.34,0.84,0.69,-,0.42,0.38,0.41,0.32,Upgrade
8,P/FCF Ratio,-,-,-,3.40,12.30,-,-,-,-,4.20,-,3.77,13.95,-,-,-,-,-,-,3.22,-,Upgrade
9,P/OCF Ratio,-,-,-,3.22,8.84,-,-,-,-,2.65,-,2.74,9.88,-,-,-,-,-,-,2.83,-,Upgrade
10,EV/Sales Ratio,0.46,0.38,0.35,0.40,0.48,0.49,0.52,0.58,0.63,0.66,0.44,0.51,0.55,0.54,0.56,0.38,0.40,0.38,0.30,0.36,0.33,Upgrade
11,EV/EBITDA Ratio,14.11,62.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,15.13,13.09,13.31,13.40,11.84,10.27,9.99,12.71,14.94,19.26,11.65,12.63,15.41,14.21,16.10,10.92,10.81,10.63,9.33,10.49,11.24,Upgrade
13,EV/FCF Ratio,-286.17,-,-,10.31,35.60,-,-,-,-,10.75,-,15.29,53.38,-,-,-,-,-,-,16.70,-,Upgrade
14,Debt / Equity Ratio,2.66,2.66,2.40,2.32,2.44,2.44,-,2.18,2.21,2.21,2.21,3.04,3.31,3.47,3.47,2.69,-,1.67,1.67,1.30,1.74,Upgrade
15,Debt / EBITDA Ratio,13.30,15.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-,8.91,29.70,-,-,-,-,7.28,-,12.23,43.72,-,-,-,-,-,-,11.46,-,Upgrade
17,Asset Turnover,1.33,0.86,-,-,-,-,-,-,1.31,1.28,1.53,1.75,-,1.28,-,-,-,1.39,2.08,-,Upgrade,
18,Inventory Turnover,3.81,3.36,2.00,-,-,-,-,-,-,2.61,2.57,3.08,3.35,-,2.18,-,-,-,2.57,4.27,-,Upgrade
19,Quick Ratio,0.69,0.69,0.63,0.68,-,0.54,-,0.58,-,0.55,0.55,0.51,0.54,0.42,0.42,0.43,-,-,0.53,0.64,0.60,Upgrade
20,Current Ratio,1.19,1.19,1.21,1.17,-,1.18,-,1.18,-,1.21,1.21,1.11,1.13,1.13,1.13,1.14,-,-,1.30,1.38,1.35,Upgrade
21,Return on Equity (ROE),2.06%,1.26%,11.45%,12.32%,-,-,10.34%,10.26%,4.12%,4.69%,11.54%,14.36%,-,6.13%,-,-,0.26%,2.00%,10.65%,-,Upgrade,
22,Return on Assets (ROA),2.37%,1.81%,-,-,-,-,-,-,2.35%,2.48%,4.88%,2.91%,-,3.27%,-,-,-,3.63%,5.30%,-,Upgrade,
23,Return on Capital (ROIC),2.70%,2.32%,4.71%,5.30%,-,-,7.79%,6.34%,2.78%,3.09%,6.12%,3.44%,-,4.02%,-,-,3.41%,4.83%,6.50%,-,Upgrade,
24,Return on Capital Employed (ROCE),17.81%,19.05%,16.77%,19.15%,-,25.21%,-,24.10%,-,16.82%,18.33%,29.86%,26.04%,24.91%,19.61%,18.24%,-,-,16.27%,18.04%,13.99%,Upgrade
25,Earnings Yield,6.22%,7.35%,7.23%,7.26%,7.15%,9.74%,9.45%,5.63%,5.08%,4.82%,13.08%,11.87%,9.17%,8.59%,9.00%,9.32%,9.37%,13.20%,19.47%,25.37%,26.17%,Upgrade
26,FCF Yield,-0.95%,2.52%,7.22%,29.44%,8.13%,-,3.96%,4.66%,15.80%,23.81%,-,26.52%,7.17%,-,-,-,-84.62%,-,-103.59%,31.07%,-95.17%,Upgrade
27,Dividend Yield,3.51%,-,-,-,-,-,-,-,-,3.30%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,-,29.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,-,-123.50%,24.39%,-6.56%,46.18%,14.67%,-50.61%,-120.34%,-168.46%,-124.37%,-39.57%,32.61%,0.71%,-3.65%,-0.13%,-18.71%,-5.50%,-1.95%,-0.18%,0.02%,Upgrade,
30,Total Shareholder Return,3.51%,-,-123.50%,24.39%,-6.56%,46.18%,14.67%,-50.61%,-120.34%,-165.15%,-124.37%,-39.57%,32.61%,0.71%,-3.65%,-0.13%,-18.71%,-5.50%,-1.95%,-0.18%,0.02%,Upgrade
