,Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+17 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+17 Quarters
0,Cash & Equivalents,73764,94468,21145,23505,81209,198355,191748,-,82675,153575,-,25698,42868,78943,8149,19284,-,39633,20907,13873,Upgrade
1,Cash & Short-Term Investments,73764,94468,21145,23505,81209,198355,191748,-,82675,153575,25698,25698,42868,78943,8149,19284,39633,39633,20907,13873,Upgrade
2,Cash Growth,-9.17%,-52.37%,-88.97%,-,-1.77%,29.16%,646.16%,-,92.86%,94.54%,215.33%,33.26%,8.16%,99.19%,-61.02%,39.01%,-,-21.59%,-,-,Upgrade
3,Accounts Receivable,44178,28457,30977,49103,49413,21406,33507,-,19697,16282,-,16829,7322,5310,7625,10896,-,17597,19969,17947,Upgrade
4,Other Receivables,818.76,1123,1760,4054,3790,4376,3022,-,1832,1134,-,2160,574.52,459.72,1538,1987,-,2349,1492,1877,Upgrade
5,Receivables,44997,29580,32737,53158,53202,25782,36529,-,21529,17416,-,18988,7896,5770,9163,12883,-,19946,21460,19824,Upgrade
6,Inventory,136978,115562,270238,279591,150211,31494,33056,-,109923,17146,-,193673,90785,15167,121630,135927,-,11506,44369,83790,Upgrade
7,Prepaid Expenses,789.1,58.98,653.74,459.62,447.67,74.51,568.3,-,557.13,145.49,-,588.06,612.73,399.41,141.82,31.42,-,26.46,1260,1048,Upgrade
8,Other Current Assets,6374,4395,1825,1808,3121,215.38,2243,-,1210,232.85,-,540.4,308.55,370.29,878.68,265.98,-,5253,8972,834.96,Upgrade
9,Total Current Assets,262901,244063,326599,358521,288191,255921,264145,-,215894,188515,-,239488,142470,100650,139963,168392,-,76364,96969,119370,Upgrade
10,"Property, Plant & Equipment",24374,25124,28764,31904,33559,36060,37926,-,40620,41434,-,45216,47408,49197,50254,48922,-,38807,24215,25499,Upgrade
11,Other Intangible Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.81,42.06,56.31,Upgrade
12,Other Long-Term Assets,704.23,861.94,1027,1084,30.96,72.3,596.65,-,2199,3072,-,1970,2407,2822,1945,1416,-,1048,342.76,402.29,Upgrade
13,Total Assets,287980,270049,356390,391509,321781,292054,302668,-,258713,233021,-,286674,192286,152669,192162,218730,-,116247,121569,145328,Upgrade
14,Accounts Payable,22475,11035,8288,16561,17810,6149,5845,-,18708,6827,-,20302,16078,4010,6413,8004,-,4394,4470,9882,Upgrade
15,Accrued Expenses,16082,9148,15717,19950,22663,8998,16221,-,19890,6793,-,21591,18293,11062,21734,23468,-,14882,20230,20380,Upgrade
16,Short-Term Debt,-,-,34300,61724,-,-,-,-,-,-,-,68609,-,-,49797,61552,-,-,767.96,16982,Upgrade
17,Current Income Taxes Payable,376.11,2630,1285,2034,508.41,6113,13637,-,2036,12376,-,4445,5896,15064,5850,2851,-,9608,11867,3874,Upgrade
18,Other Current Liabilities,55501,7188,62586,59204,6384,5756,11906,-,14461,12816,-,45949,46941,3029,8217,30702,-,1457,6138,25878,Upgrade
19,Total Current Liabilities,94434,30001,122175,159473,47366,27016,47610,-,55094,38811,-,160897,87209,33166,92011,126577,-,30340,43473,76995,Upgrade
20,Other Long-Term Liabilities,26.85,25,26.85,26.85,1371,26.85,26.85,-,26.85,26.85,-,26.85,26.85,26.85,26.85,26.85,-,26.85,26.85,26.85,Upgrade
21,Total Liabilities,94461,30026,122202,159500,48737,27042,47637,-,55121,38838,-,160924,87235,33192,92038,126604,-,30367,43500,77022,Upgrade
22,Common Stock,152700,152700,152700,150793,100529,100529,100529,-,78540,78540,-,52360,52360,52360,52360,52360,-,52360,52360,52360,Upgrade
23,Additional Paid-In Capital,323.06,323.06,323.06,323.06,323.06,323.06,323.06,-,323.06,323.06,-,323.06,323.06,323.06,323.06,323.06,-,323.06,323.06,323.06,Upgrade
24,Retained Earnings,40497,87001,81165,80893,172192,164159,154178,-,124729,115320,-,73067,52367,66793,47441,39442,-,33197,25386,15622,Upgrade
25,Shareholders' Equity,193519,240023,234188,232009,273044,265011,255031,-,203592,194182,125751,125751,105050,119477,100124,92125,85880,85880,78070,68306,Upgrade
26,Total Liabilities & Equity,287980,270049,356390,391509,321781,292054,302668,-,258713,233021,-,286674,192286,152669,192162,218730,-,116247,121569,145328,Upgrade
27,Total Debt,-,-,34300,61724,-,-,-,-,-,-,68609,68609,-,-,49797,61552,-,-,767.96,16982,Upgrade
28,Net Cash (Debt),73764,94468,-13155,-38218,81209,198355,191748,-,82675,153575,-42911,-42911,42868,78943,-41647,-42268,39633,39633,20139,-3109,Upgrade
29,Net Cash Growth,-9.17%,-52.37%,-,-,-1.77%,29.16%,-,-,92.86%,94.54%,-,-,8.16%,99.19%,-,-,-,-21.59%,-,-,Upgrade
30,Net Cash Per Share,4593.59,5876.11,-818.28,-2405.85,5054.53,12228.84,11826.57,-,5483.07,10184.47,-2406.67,-2845.25,2842.88,5235.00,-2762.13,-2802.80,2628.00,2628.47,1335.61,-206.18,Upgrade
