,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1150,1095,1080,1083,1461,1465,1539,1476,1477,1541,Upgrade
1,Trading Asset Securities,98.44,95.32,119.38,132.18,135.06,160.96,97.48,85.16,74.45,72.06,Upgrade
2,Cash & Short-Term Investments,1248,1190,1199,1216,1596,1626,1637,1561,1551,1613,Upgrade
3,Cash Growth,4.08%,-2.08%,-24.85%,-25.23%,-2.50%,4.16%,5.52%,-3.27%,-10.80%,2.32%,Upgrade
4,Accounts Receivable,135.61,330.52,175.31,65.47,64.73,128.88,67.38,45.64,15.52,67.23,Upgrade
5,Other Receivables,8.84,12.43,10.06,5.26,13.49,17.28,10.54,14.2,17.14,23.71,Upgrade
6,Receivables,144.45,342.95,185.37,70.72,78.22,146.16,77.92,59.83,32.66,90.94,Upgrade
7,Inventory,51.93,58.89,61.74,23.7,67.82,58.01,18.75,10.42,10.71,19.69,Upgrade
8,Prepaid Expenses,17.06,13.42,9.3,13.61,4.91,5.03,5.27,3.23,-,6.98,Upgrade
9,Other Current Assets,46.52,32.26,32.85,33.71,49.78,51.78,47.25,34,72.29,52.67,Upgrade
10,Total Current Assets,1508,1638,1489,1357,1797,1887,1786,1668,1667,1784,Upgrade
11,"Property, Plant & Equipment",4817,5082,5258,5254,5462,5604,5679,5724,6020,6352,Upgrade
12,Goodwill,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,Upgrade
13,Long-Term Deferred Tax Assets,46.1,52.13,43.34,34.06,42.52,33.21,19.97,18.62,22.61,24.01,Upgrade
14,Other Long-Term Assets,9.13,-,2.22,1.14,15.13,8.41,18.4,36.91,37.02,22.37,Upgrade
15,Total Assets,6387,6778,6799,6653,7322,7538,7509,7453,7752,8188,Upgrade
16,Accounts Payable,58.48,91.39,73.8,12.47,24.03,28.59,41.05,10.86,12.27,35.46,Upgrade
17,Accrued Expenses,101.58,213.43,100.23,113.79,98.64,145.48,54.61,61.26,42,78,Upgrade
18,Current Portion of Long-Term Debt,172.2,217.18,313.08,151.2,552,581.6,581.6,527.2,527.2,532.3,Upgrade
19,Current Portion of Leases,4.16,3.99,3.83,3.67,3.49,3.35,3.21,-,0.7,2.85,Upgrade
20,Current Income Taxes Payable,37.58,53.79,21.64,10.86,23.63,10.04,21.16,9.14,29.44,41.51,Upgrade
21,Current Unearned Revenue,27.34,22.03,29.23,24.64,56.87,54.1,34.94,45.32,5.88,52.12,Upgrade
22,Other Current Liabilities,87.63,48.86,68.79,39.93,82,49.97,91.92,48.15,126,54.58,Upgrade
23,Total Current Liabilities,488.95,650.67,610.59,356.56,840.65,873.12,828.49,701.93,743.48,796.81,Upgrade
24,Long-Term Debt,6.8,10.4,14,183.98,192.08,200.18,208.28,214.88,222.98,231.08,Upgrade
25,Long-Term Leases,4.12,6.25,8.27,10.24,12.02,13.82,15.51,-,-,-,Upgrade
26,Long-Term Deferred Tax Liabilities,41.75,42.27,41.61,42.09,40.83,40.61,37.2,35.47,30.47,30.27,Upgrade
27,Other Long-Term Liabilities,2.09,1.94,-,-,-,-,-,-,-,-,Upgrade
28,Total Liabilities,543.7,711.52,674.47,592.86,1086,1128,1089,952.28,996.92,1058,Upgrade
29,Common Stock,20.7,20.7,20.7,20.74,20.8,20.9,20.9,20.93,21.1,21.17,Upgrade
30,Additional Paid-In Capital,103.05,103.22,103.22,105.32,109.48,117.39,117.39,119.92,134.34,140.91,Upgrade
31,Retained Earnings,5050,5271,5388,5352,5537,5657,5673,5863,6136,6464,Upgrade
32,Treasury Stock,-,-,-,-0.08,-,-,-,-0.24,-0.12,-0.45,Upgrade
33,Comprehensive Income & Other,87,98.91,96.28,97.19,92,125.6,133.24,31.39,6.71,21.83,Upgrade
34,Total Common Equity,5261,5494,5608,5575,5760,5921,5945,6035,6298,6647,Upgrade
35,Minority Interest,582.59,572.45,516.19,485.04,476.87,489.17,475.13,466.22,457.01,482.81,Upgrade
36,Shareholders' Equity,5843,6066,6124,6060,6237,6410,6420,6501,6755,7130,Upgrade
37,Total Liabilities & Equity,6387,6778,6799,6653,7322,7538,7509,7453,7752,8188,Upgrade
38,Total Debt,187.28,237.81,339.17,349.08,759.58,798.94,808.59,742.08,750.88,766.23,Upgrade
39,Net Cash (Debt),1061,952.45,860.23,866.42,836.39,826.71,828.29,818.59,800.32,847.17,Upgrade
40,Net Cash Growth,23.35%,9.93%,2.85%,4.80%,0.98%,0.99%,3.49%,-3.37%,-16.32%,-5.42%,Upgrade
41,Net Cash Per Share,0.51,0.46,0.42,0.42,0.40,0.40,0.40,0.39,0.38,0.41,Upgrade
42,Filing Date Shares Outstanding,2070,2070,2070,2073,2080,2090,2090,2090,2110,2117,Upgrade
43,Total Common Shares Outstanding,2070,2070,2070,2073,2080,2090,2090,2093,2110,2117,Upgrade
44,Working Capital,1019,987.1,878.07,1001,956.05,1013,957.57,966.22,923.37,986.86,Upgrade
45,Book Value Per Share,2.54,2.65,2.71,2.69,2.77,2.83,2.84,2.88,2.99,3.14,Upgrade
46,Tangible Book Value,5255,5488,5602,5569,5754,5915,5939,6029,6292,6641,Upgrade
47,Tangible Book Value Per Share,2.54,2.65,2.71,2.69,2.77,2.83,2.84,2.88,2.98,3.14,Upgrade
48,Land,-,147.8,-,147.8,-,147.8,-,221.9,-,221.9,Upgrade
49,Machinery,-,95.07,-,97.53,-,112.96,-,131.93,-,129.72,Upgrade
