,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,391,359,382,350,432,359,473,518,463,286,291,Upgrade
1,Market Cap Growth,2.60%,2.60%,-11.58%,-2.53%,-8.65%,-30.70%,1.96%,80.95%,59.37%,21.15%,-11.11%,Upgrade
2,Enterprise Value,363,314,380,246,319,195,345,357,361,235,180,Upgrade
3,Last Close Price,0.43,0.39,0.39,0.36,0.43,0.35,0.43,0.46,0.39,0.24,0.22,Upgrade
4,PE Ratio,2.92,2.68,3.50,10.35,10.60,2.51,2.05,1.75,1.72,2.02,3.11,Upgrade
5,Forward PE,-,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,Upgrade
6,PS Ratio,0.32,0.30,0.39,0.51,0.65,0.37,0.45,0.45,0.37,0.25,0.22,Upgrade
7,PB Ratio,0.22,0.20,0.22,0.21,0.27,0.22,0.29,0.34,0.33,0.23,0.25,Upgrade
8,P/TBV Ratio,0.21,0.21,0.22,0.22,0.27,0.22,0.29,0.34,0.33,0.23,0.25,Upgrade
9,P/FCF Ratio,9.95,9.14,-11.03,-,-,-,6.08,4.31,2.69,4.06,-,Upgrade
10,P/OCF Ratio,8.97,8.97,-11.27,-,-,-,6.02,4.31,2.69,4.02,-,Upgrade
11,PEG Ratio,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
12,EV/Sales Ratio,0.30,0.26,0.39,0.36,0.48,0.20,0.33,0.31,0.29,0.20,0.13,Upgrade
13,EV/EBITDA Ratio,2.50,-,-,-,-,-,-,-,-,-,-,Upgrade
14,EV/EBIT Ratio,2.53,-,-,-,-,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,9.24,8.00,-10.99,-,-,-,4.44,2.98,2.10,3.33,-,Upgrade
16,Debt / Equity Ratio,0.04,0.04,0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.02,0.09,Upgrade
17,Debt / FCF Ratio,1.83,1.83,-1.05,-,-,-,0.10,0.01,0.01,0.43,-,Upgrade
18,Earnings Yield,34.25%,37.29%,28.60%,9.66%,9.43%,39.83%,48.89%,57.07%,58.22%,49.60%,32.14%,Upgrade
19,FCF Yield,10.05%,10.94%,-9.07%,-21.94%,-4.24%,12.16%,16.43%,23.18%,37.17%,24.64%,2.40%,Upgrade
20,Dividend Yield,4.65%,2.59%,-,-,4.63%,14.21%,11.64%,8.65%,10.19%,4.23%,-,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
22,Total Shareholder Return,4.65%,2.59%,-,-,4.63%,14.21%,11.64%,8.65%,10.19%,4.23%,0.00%,Upgrade
