,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,792.01,786.58,988.05,2803,2664,418.12,684.05,853.67,426.62,361.75,474.26,2064,669.14,873.88,706.98,2758,356.09,848.79,420.47,1678,Upgrade
1,Other Revenue,-23.3,23.3,-,38.24,-12.49,12.49,-,9.14,-5.74,5.74,-,7.06,-3.09,3.09,-,11.38,-5.37,5.37,-,11.31,Upgrade
2,Revenue,768.7,809.88,988.05,2841,2652,430.61,684.05,862.81,420.88,367.49,474.26,2071,666.05,876.97,706.98,2769,350.71,854.16,420.47,1690,Upgrade
3,Revenue Growth (YoY),-71.01%,88.08%,44.44%,229.29%,530.11%,17.18%,44.24%,-58.35%,-36.81%,-58.10%,-32.92%,-25.19%,89.91%,2.67%,68.14%,63.88%,-14.56%,88.84%,32.63%,57.72%,Upgrade
4,Cost of Revenue,444.33,521.47,571.32,2065,1785,244.9,356.27,779.21,227.29,218.07,335.78,1321,471.18,449.02,409.74,1460,218.2,499.51,172.76,652.39,Upgrade
5,Gross Profit,324.37,288.42,416.72,776.07,867.29,185.71,327.79,83.6,193.59,149.42,138.48,750.24,194.87,427.95,297.23,1310,132.51,354.65,247.71,1037,Upgrade
6,"Selling, General & Admin",46.2,107.03,56.47,191.66,172.82,60.64,32.13,80.05,46.8,33.53,28.07,93.47,62.35,63.5,41.85,75.39,31.43,51.57,29.82,81.07,Upgrade
7,Other Operating Expenses,10.95,33.3,8.21,99.77,10.05,-29.03,4.85,137.57,-29.89,-30.84,-34.65,86.19,27.36,94.12,50.02,311.09,11.97,32.16,42.3,148.28,Upgrade
8,Operating Expenses,59.28,145.05,64.29,272.67,190.4,27.21,23.04,229.07,20.62,1.85,-7.56,193.37,115.34,180.51,93.84,472.45,66.34,123.22,70.45,260.96,Upgrade
9,Operating Income,265.09,143.37,352.43,503.41,676.89,158.49,304.74,-145.47,172.97,147.57,146.04,556.88,79.53,247.44,203.4,837.06,66.17,231.43,177.25,776.36,Upgrade
10,Interest Expense,-80.8,-65.35,-105.62,-268.72,-50.51,-38.95,-51.96,-86.47,-34.37,-39.91,-50.93,-251.81,-7.56,-31.53,-22.04,-53,-19.69,-15.24,-17.92,-29.2,Upgrade
11,Interest & Investment Income,0.45,1.74,1.44,18.58,2.96,3.83,3.27,-,1.17,13.15,13.31,13.67,13.98,27.86,18.81,10.83,27.49,27.47,25.55,23.46,Upgrade
12,Earnings From Equity Investments,-,-0.3,0.3,-,-,-0.13,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),-23.15,-33.32,-31.79,65.75,-44.05,-54.59,-33.75,-46.24,-19.34,-25.26,-30.54,-96.08,9.39,-12.97,0.94,11.22,3.69,-18.7,-10.36,2.32,Upgrade
14,EBT Excluding Unusual Items,161.59,46.14,216.75,319.01,585.28,68.66,222.42,-278.18,120.42,95.56,77.87,222.65,95.34,230.81,201.12,806.12,77.66,224.96,174.51,772.94,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-4.12,-,-,-,-4,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-8.2,-0.12,-0.1,-48.32,-7.76,0.02,-0.03,-14.39,-0.02,0.09,0.03,-3.68,0.02,-4.28,4.03,-123.61,-,-16.28,-,-69.3,Upgrade
17,Gain (Loss) on Sale of Assets,-0.07,0.08,0.05,-1.05,-,2.91,-,0.02,0.32,-0.01,-,0.65,-,0,-,-0.34,-,-,0,-0,Upgrade
18,Asset Writedown,-,-,-,-,-,-,-,-,-,-15.19,15.19,-0.2,-,-,-,-,-,-,-,-,Upgrade
19,Legal Settlements,0.78,-0.78,-,-0.54,0.13,-0.13,-,-0.28,0.21,-0.21,-,-5.97,1.19,-1.19,-,-0.23,0.18,-0.18,-,-0.07,Upgrade
20,Other Unusual Items,41.09,40.55,41.36,40.11,1.3,-1.3,-,169.14,0.54,-0.54,-,71.64,-0.86,0.86,-,-9.04,-0.62,0.62,-,3.5,Upgrade
21,Pretax Income,195.19,85.87,258.06,309.21,578.94,70.17,222.4,-123.68,121.47,79.71,93.08,280.98,95.69,226.2,205.14,668.9,77.23,209.11,174.51,707.08,Upgrade
22,Income Tax Expense,32.86,25.23,42.79,118.72,122.69,21.39,54.07,-26.88,18.3,18.32,20.15,60.46,22.76,43.94,48.31,184.65,16.99,46.87,35.77,174.22,Upgrade
23,Earnings From Continuing Operations,162.34,60.64,215.28,190.49,456.25,48.78,168.33,-96.8,103.17,61.38,72.93,220.52,72.93,182.27,156.84,484.25,60.24,162.24,138.74,532.86,Upgrade
24,Minority Interest in Earnings,-3.88,-2.91,-9.43,-46.19,-48.28,2.11,2.28,12.58,0.49,1.13,0.09,-8.77,-2.28,0.03,-3.34,4.3,-0.96,-25.09,0.14,2.39,Upgrade
25,Net Income,158.46,57.73,205.84,144.3,407.98,50.88,170.61,-84.22,103.65,62.51,73.03,211.75,70.65,182.3,153.5,488.55,59.28,137.15,138.89,535.25,Upgrade
26,Net Income to Common,158.46,57.73,205.84,144.3,407.98,50.88,170.61,-84.22,103.65,62.51,73.03,211.75,70.65,182.3,153.5,488.55,59.28,137.15,138.89,535.25,Upgrade
27,Net Income Growth,-61.16%,13.45%,20.65%,-,293.59%,-18.60%,133.63%,-,46.72%,-65.71%,-52.43%,-56.66%,19.17%,32.92%,10.52%,-8.72%,-28.06%,58.50%,21.38%,88.53%,Upgrade
28,Shares Outstanding (Basic),1221,1185,1211,1202,1232,1113,1219,1180,1124,1247,1217,1169,1188,1218,1181,1183,1192,1243,1157,1265,Upgrade
29,Shares Outstanding (Diluted),1221,1185,1211,1202,1232,1113,1219,1180,1124,1247,1217,1169,1188,1218,1181,1183,1192,1243,1157,1265,Upgrade
30,Shares Change (YoY),-0.83%,6.51%,-0.64%,1.85%,9.61%,-10.77%,0.13%,0.97%,-5.40%,2.42%,3.08%,-1.21%,-0.39%,-2.02%,2.02%,-6.48%,1.29%,0.19%,-8.97%,3.85%,Upgrade
31,EPS (Basic),0.13,0.05,0.17,0.12,0.33,0.05,0.14,-0.07,0.09,0.05,0.06,0.18,0.06,0.15,0.13,0.41,0.05,0.11,0.12,0.42,Upgrade
32,EPS (Diluted),0.13,0.05,0.17,0.12,0.33,0.05,0.14,-0.07,0.09,0.05,0.06,0.18,0.06,0.15,0.13,0.41,0.05,0.11,0.12,0.42,Upgrade
33,EPS Growth,-60.83%,6.52%,21.43%,-,259.09%,-8.77%,133.33%,-,55.10%,-66.52%,-53.85%,-56.13%,19.64%,35.66%,8.33%,-2.41%,-28.98%,58.20%,33.33%,81.55%,Upgrade
34,Free Cash Flow,352.31,272.25,-88.57,214.38,-222.83,-372.77,452.85,245.7,24.28,307.04,171.11,906.75,203.45,1050,-403.99,587.93,-114.28,1335,-329.79,468.29,Upgrade
35,Free Cash Flow Per Share,0.29,0.23,-0.07,0.18,-0.18,-0.33,0.37,0.21,0.02,0.25,0.14,0.78,0.17,0.86,-0.34,0.50,-0.10,1.07,-0.28,0.37,Upgrade
36,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.300,-,-,-,0.500,Upgrade
37,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-40.00%,-,-,-,66.67%,Upgrade
38,Gross Margin,42.20%,35.61%,42.18%,27.32%,32.70%,43.13%,47.92%,9.69%,46.00%,40.66%,29.20%,36.22%,29.26%,48.80%,42.04%,47.29%,37.78%,41.52%,58.91%,61.39%,Upgrade
39,Operating Margin,34.49%,17.70%,35.67%,17.72%,25.52%,36.81%,44.55%,-16.86%,41.10%,40.16%,30.79%,26.88%,11.94%,28.22%,28.77%,30.23%,18.87%,27.09%,42.16%,45.95%,Upgrade
40,Profit Margin,20.61%,7.13%,20.83%,5.08%,15.38%,11.82%,24.94%,-9.76%,24.63%,17.01%,15.40%,10.22%,10.61%,20.79%,21.71%,17.64%,16.90%,16.06%,33.03%,31.68%,Upgrade
41,Free Cash Flow Margin,45.83%,33.62%,-8.96%,7.55%,-8.40%,-86.57%,66.20%,28.48%,5.77%,83.55%,36.08%,43.77%,30.55%,119.76%,-57.14%,21.23%,-32.59%,156.32%,-78.43%,27.71%,Upgrade
42,EBITDA,321.59,199.91,408.92,559.9,727.8,217.73,355.65,-94.56,229.25,200.98,202.32,613.16,81.93,249.85,205.8,839.46,68.55,233.64,179.64,778.75,Upgrade
43,EBITDA Margin,41.84%,24.68%,41.39%,19.71%,27.44%,50.56%,51.99%,-10.96%,54.47%,54.69%,42.66%,29.60%,12.30%,28.49%,29.11%,30.32%,19.55%,27.35%,42.72%,46.09%,Upgrade
44,D&A For EBITDA,56.49,56.54,56.49,56.49,50.91,59.24,50.91,50.91,56.28,53.41,56.28,56.28,2.4,2.41,2.4,2.4,2.38,2.21,2.38,2.38,Upgrade
45,EBIT,265.09,143.37,352.43,503.41,676.89,158.49,304.74,-145.47,172.97,147.57,146.04,556.88,79.53,247.44,203.4,837.06,66.17,231.43,177.25,776.36,Upgrade
46,EBIT Margin,34.49%,17.70%,35.67%,17.72%,25.52%,36.81%,44.55%,-16.86%,41.10%,40.16%,30.79%,26.88%,11.94%,28.22%,28.77%,30.23%,18.87%,27.09%,42.16%,45.95%,Upgrade
47,Effective Tax Rate,16.83%,29.38%,16.58%,38.39%,21.19%,30.49%,24.31%,-,15.07%,22.99%,21.65%,21.52%,23.79%,19.42%,23.55%,27.61%,22.00%,22.42%,20.50%,24.64%,Upgrade
48,Revenue as Reported,768.7,809.88,988.05,2841,2652,430.61,684.05,862.81,420.88,367.49,474.26,2071,666.05,876.97,706.98,2769,350.71,854.16,420.47,1690,Upgrade
