,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,28.28,31.55,41.01,66.67,66.43,89.13,71.99,106.48,79.88,112.18,Upgrade
1,Revenue Growth (YoY),-31.04%,-52.68%,-38.26%,-25.20%,-7.72%,-16.29%,-9.88%,-5.08%,-34.19%,-7.34%,Upgrade
2,Cost of Revenue,21.37,21.65,40.26,55.31,57.38,79.11,62.8,98.74,77.21,102.26,Upgrade
3,Gross Profit,6.91,9.89,0.75,11.36,9.06,10.02,9.19,7.74,2.68,9.91,Upgrade
4,"Selling, General & Admin",30.33,45.64,47.71,55.55,89.7,46.07,39,35.45,36.21,35.86,Upgrade
5,Other Operating Expenses,-1.97,-4.19,-2.16,22.01,0.45,9.24,1.47,-0.81,6.6,-2.62,Upgrade
6,Operating Expenses,28.36,48.87,45.55,78.72,90.15,58,40.47,37.86,42.8,38.96,Upgrade
7,Operating Income,-21.45,-38.97,-44.8,-67.36,-81.1,-47.98,-31.28,-30.12,-40.13,-29.05,Upgrade
8,Interest Expense,-1.96,-14.8,-1.99,-11.81,-1.28,-8.82,-1.85,-6.8,-1.14,-2.22,Upgrade
9,Interest & Investment Income,0.01,0.01,0.02,-,0.94,-,0.2,0.25,0.12,0.14,Upgrade
10,Currency Exchange Gain (Loss),-,-0.39,1.64,-1.31,-,-3.99,0.98,-3.27,3.27,1.44,Upgrade
11,Other Non Operating Income (Expenses),-6.8,5.72,-5.23,4.14,-4.14,2.11,-2.11,2.37,-2.37,0.45,Upgrade
12,EBT Excluding Unusual Items,-30.21,-48.43,-50.36,-76.35,-85.57,-58.68,-34.06,-37.58,-40.25,-29.24,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-0.34,-,-,Upgrade
14,Impairment of Goodwill,-,-1.99,-0.99,-,-,-,-,-8,-,-5.5,Upgrade
15,Gain (Loss) on Sale of Assets,2.87,0.17,21.11,3.95,-,-0.69,-,5.13,-,-0.45,Upgrade
16,Asset Writedown,1.91,-32,-9.03,-3.36,-20.06,-7,-,-1.57,-,-6.07,Upgrade
17,Other Unusual Items,-,-1.33,-,0.62,0.17,0.25,-,1.62,-,-,Upgrade
18,Pretax Income,-25.43,-83.58,-39.28,-75.14,-105.46,-66.12,-34.06,-40.74,-40.25,-41.27,Upgrade
19,Income Tax Expense,-,0.59,-,-0.21,-0.04,0.16,0.04,0.73,0.15,2.29,Upgrade
20,Earnings From Continuing Operations,-25.43,-84.17,-39.28,-74.93,-105.42,-66.29,-34.1,-41.47,-40.4,-43.56,Upgrade
21,Minority Interest in Earnings,-0.61,-4.61,0.33,2.39,-2.92,1.39,-0.03,0.26,1.39,3.02,Upgrade
22,Net Income,-26.04,-88.78,-38.96,-72.54,-108.35,-64.9,-34.13,-41.21,-39.01,-40.54,Upgrade
23,Net Income to Common,-26.04,-88.78,-38.96,-72.54,-108.35,-64.9,-34.13,-41.21,-39.01,-40.54,Upgrade
24,Shares Outstanding (Basic),311,311,311,311,311,296,310,287,287,287,Upgrade
25,Shares Outstanding (Diluted),311,311,311,311,311,296,310,287,287,287,Upgrade
26,Shares Change (YoY),-,-,-,5.13%,0.24%,3.01%,8.03%,-,-,-,Upgrade
27,EPS (Basic),-0.08,-0.29,-0.13,-0.23,-0.35,-0.22,-0.11,-0.14,-0.14,-0.14,Upgrade
28,EPS (Diluted),-0.08,-0.29,-0.13,-0.23,-0.35,-0.22,-0.11,-0.14,-0.14,-0.14,Upgrade
29,Free Cash Flow,-4.11,-34.35,-17.26,-28.84,1.62,-52.76,-36.7,-7.99,0.7,-31.03,Upgrade
30,Free Cash Flow Per Share,-0.01,-0.11,-0.06,-0.09,0.01,-0.18,-0.12,-0.03,0.00,-0.11,Upgrade
31,Operating Margin,-75.85%,-123.55%,-109.24%,-101.04%,-122.07%,-53.83%,-43.45%,-28.29%,-50.23%,-25.89%,Upgrade
32,Profit Margin,-92.07%,-281.42%,-94.99%,-108.80%,-163.10%,-72.81%,-47.41%,-38.70%,-48.83%,-36.14%,Upgrade
33,Free Cash Flow Margin,-14.54%,-108.90%,-42.09%,-43.26%,2.43%,-59.19%,-50.98%,-7.50%,0.88%,-27.66%,Upgrade
34,EBITDA,-12.85,-21.74,-29.41,-52.47,-59.73,-33.3,-25.52,-16.24,-38.26,-18.69,Upgrade
35,D&A For EBITDA,8.6,17.24,15.4,14.89,21.36,14.68,5.76,13.88,1.86,10.36,Upgrade
36,EBIT,-21.45,-38.97,-44.8,-67.36,-81.1,-47.98,-31.28,-30.12,-40.13,-29.05,Upgrade
