,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9.49,10.19,22.14,42.76,55.41,43.03,115.87,55.15,33.17,56.96,Upgrade
1,Short-Term Investments,8.62,5.55,11.7,18.78,40,18.9,37.67,10.87,10.67,3.43,Upgrade
2,Cash & Short-Term Investments,18.11,15.74,33.83,61.54,95.41,61.92,153.54,66.02,43.85,60.39,Upgrade
3,Cash Growth,-46.47%,-74.43%,-64.54%,-0.62%,-37.86%,-6.21%,250.17%,9.33%,-40.50%,5.32%,Upgrade
4,Accounts Receivable,13.36,18.17,13.02,34,24.15,26.98,34.38,13.31,23.89,25.87,Upgrade
5,Other Receivables,0.02,0.02,0.19,0.28,0.31,0.65,0.5,12.89,4.83,8.13,Upgrade
6,Receivables,13.38,18.19,14.49,37.63,28.35,34.06,42.95,36.05,39.7,47.65,Upgrade
7,Inventory,0.22,0.2,1.69,1.51,1.44,1.18,3.66,16.7,13.99,26.4,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,8.83,-,3.69,Upgrade
9,Other Current Assets,4.94,16.6,9.61,8.38,12.78,29.19,1.69,0.36,0.85,0.62,Upgrade
10,Total Current Assets,36.65,50.73,59.63,109.05,137.99,126.35,201.83,127.96,98.38,138.75,Upgrade
11,"Property, Plant & Equipment",27.76,35.29,43.87,56.5,67.85,102.94,72.54,43.77,45.77,48.58,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,2.06,Upgrade
13,Goodwill,-,-,1.99,2.98,2.98,2.98,2.98,2.98,8.98,10.98,Upgrade
14,Other Intangible Assets,4.56,7.11,51.31,65.19,56.74,46.42,44.49,49.05,18.34,6.86,Upgrade
15,Other Long-Term Assets,7.79,7.8,11.86,12.7,-,9.8,-,-,13.94,18.43,Upgrade
16,Total Assets,76.77,100.93,168.66,246.42,265.56,288.49,321.85,223.77,185.42,225.66,Upgrade
17,Accounts Payable,4.66,4.86,4.96,10.18,11.09,5.36,17.24,5.13,26.57,17.98,Upgrade
18,Accrued Expenses,-,-,0.06,-,0.06,37.31,0.06,32.33,0.06,30.72,Upgrade
19,Short-Term Debt,-,-,-,5.39,-,5.39,-,10.85,-,4.39,Upgrade
20,Current Portion of Long-Term Debt,229.86,208.56,108.53,78.27,218.42,194.53,143.09,106,34.37,41.42,Upgrade
21,Current Portion of Leases,2.76,3.45,3.7,6.26,8.92,8.15,3.92,3.76,3.84,5.03,Upgrade
22,Current Income Taxes Payable,0.05,0.04,0.04,0.03,-,0.01,1.22,0.23,-,0.21,Upgrade
23,Current Unearned Revenue,0.11,0.44,0.83,1.9,8.43,7.48,1.48,3.81,4.2,3.53,Upgrade
24,Other Current Liabilities,38.38,41.4,55.76,78.32,86.31,34.36,66.23,35.72,38.21,5.38,Upgrade
25,Total Current Liabilities,275.81,258.76,173.88,180.35,333.22,292.59,233.25,197.83,107.24,108.66,Upgrade
26,Long-Term Debt,78.78,92.2,172.25,188.35,18.94,-,45.23,63.33,93.33,93.33,Upgrade
27,Long-Term Leases,0.41,1.69,2.44,3.86,2.1,5.39,2.77,4.68,3,4.15,Upgrade
28,Long-Term Deferred Tax Liabilities,0.74,0.76,0.17,1.89,2.63,2.63,2.63,2.63,2.63,2.63,Upgrade
29,Other Long-Term Liabilities,0.23,0.34,-,0.28,-,-,-,-,-,-,Upgrade
30,Total Liabilities,355.97,353.74,349.08,374.73,357.18,300.93,284.28,268.96,206.75,209.31,Upgrade
31,Common Stock,3.11,3.11,3.11,3.11,3.11,3.11,3.11,2.87,2.87,2.87,Upgrade
32,Additional Paid-In Capital,-,294.88,-,294.88,-,294.88,-,178.95,-,178.95,Upgrade
33,Retained Earnings,-,-647.32,-,-544.01,-,-362.46,-,-263.43,-,-190.36,Upgrade
34,Comprehensive Income & Other,-282.69,96.75,-178.9,122,-99.86,49.82,30.87,32.86,-27.27,27.13,Upgrade
35,Total Common Equity,-279.58,-252.58,-175.79,-124.01,-96.75,-14.65,33.98,-48.75,-24.4,18.59,Upgrade
36,Minority Interest,0.37,-0.24,-4.62,-4.3,5.13,2.21,3.59,3.56,3.06,-2.24,Upgrade
37,Shareholders' Equity,-279.21,-252.82,-180.41,-128.31,-91.62,-12.44,37.57,-45.19,-21.34,16.35,Upgrade
38,Total Liabilities & Equity,76.77,100.93,168.66,246.42,265.56,288.49,321.85,223.77,185.42,225.66,Upgrade
39,Total Debt,311.81,305.9,286.92,282.14,248.38,213.45,195.02,188.61,134.53,148.31,Upgrade
40,Net Cash (Debt),-293.7,-290.16,-253.09,-220.6,-152.97,-151.53,-41.48,-122.59,-90.68,-87.92,Upgrade
41,Net Cash Per Share,-0.94,-0.93,-0.81,-0.71,-0.49,-0.51,-0.13,-0.43,-0.32,-0.31,Upgrade
42,Filing Date Shares Outstanding,311.04,311.04,311.04,311.04,311.04,311.04,311.04,287.21,287.21,287.21,Upgrade
43,Total Common Shares Outstanding,311.04,311.04,311.04,311.04,311.04,311.04,311.04,287.21,287.21,287.21,Upgrade
44,Working Capital,-239.15,-208.02,-114.26,-71.3,-195.24,-166.24,-31.41,-69.86,-8.86,30.09,Upgrade
45,Book Value Per Share,-0.90,-0.81,-0.57,-0.40,-0.31,-0.05,0.11,-0.17,-0.08,0.06,Upgrade
46,Tangible Book Value,-284.14,-259.69,-229.09,-192.18,-156.48,-64.05,-13.5,-100.78,-51.72,0.75,Upgrade
47,Tangible Book Value Per Share,-0.91,-0.83,-0.74,-0.62,-0.50,-0.21,-0.04,-0.35,-0.18,0.00,Upgrade
48,Machinery,-,-,-,-,-,49.9,-,26.92,-,39.27,Upgrade
49,Leasehold Improvements,-,-,-,-,-,10.71,-,10.37,-,6.73,Upgrade
