,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,36.18,48.84,117.64,47.55,89.91,99.66,74.47,48.91,73.58,78.76
1,Short-Term Investments,1.04,1.04,1.96,3.2,9.55,1.38,10.16,1,0.63,0.5
2,Cash & Short-Term Investments,37.23,49.88,119.61,50.75,99.46,101.04,84.64,49.91,74.2,79.26
3,Cash Growth,-68.88%,-1.71%,20.26%,-49.77%,17.51%,102.44%,14.06%,-37.03%,5.05%,4.57%
4,Accounts Receivable,79.14,37.17,75.83,58.4,116.85,43.61,65.27,65.11,64.28,36.18
5,Other Receivables,19.6,8.05,15.58,10.09,10.2,4.58,4.78,4.18,7.32,6.44
6,Receivables,98.74,45.22,91.41,68.49,127.04,48.19,70.05,69.29,71.6,42.63
7,Inventory,20.73,23.34,7.66,26.77,23.27,14.81,19.55,14.12,24.86,24.27
8,Other Current Assets,13.27,14.87,11.01,6.72,8.31,6.03,11.3,2.4,3.49,5
9,Total Current Assets,169.96,133.31,229.68,152.73,258.08,170.08,185.53,135.72,174.15,151.16
10,"Property, Plant & Equipment",223.41,212.44,207.95,212.92,172.5,192.2,212.69,226.97,317.61,373.86
11,Long-Term Investments,1.54,2.46,5.34,7.6,1.78,1.81,0.65,5.56,2.01,1.97
12,Goodwill,8.37,8.37,8.37,8.37,-,-,-,-,-,-
13,Other Intangible Assets,3.89,4.52,5.15,8.43,5.84,9.03,-,-,0.02,0.06
14,Long-Term Accounts Receivable,-,-,-,-,9.26,9.02,6.93,6.78,-,-
15,Long-Term Deferred Tax Assets,20.19,21.78,24.23,24.23,26.99,26.89,25.72,26.17,13.39,13.39
16,Other Long-Term Assets,70.73,69.61,75.76,83.75,79.15,78.13,62.07,58.92,20.13,20.75
17,Total Assets,498.09,452.48,556.48,498.03,553.61,487.15,493.6,460.11,527.31,561.2
18,Accounts Payable,29.79,9.11,22.42,4.76,37.6,9.14,14.44,9.14,22.55,19.16
19,Accrued Expenses,9.97,9.76,9.45,7.48,10.36,6.36,6.68,3.4,6.45,5
20,Short-Term Debt,18,8.18,77.13,71.93,118.08,89.33,81.49,81.43,113.7,94.7
21,Current Portion of Leases,-,-,6.33,6.16,5.9,5.74,2.62,2.19,2.79,2.71
22,Current Income Taxes Payable,0.91,2.55,0.84,-,-,1.4,0.52,0.72,-,-
23,Current Unearned Revenue,0.87,0.05,0.25,0.3,0.79,0.95,3.96,0.17,0.71,-
24,Other Current Liabilities,5.23,11.2,9.54,2.17,2.25,3.54,3.95,6.03,5.32,19.95
25,Total Current Liabilities,64.78,40.84,125.96,92.79,174.96,116.45,113.67,103.08,151.51,141.52
26,Long-Term Leases,-,-,-,-,6.33,6.16,5.64,5.51,-,-
27,Long-Term Deferred Tax Liabilities,0.41,0.57,0.72,0.88,-,-,-,-,-,-
28,Other Long-Term Liabilities,-,-,5.32,5.36,-,-,-,-,-,-
29,Total Liabilities,65.19,41.4,132,99.03,181.29,122.61,119.31,108.58,151.51,141.52
30,Common Stock,15.07,12.33,12.33,10.45,8.85,8.85,8.85,7.35,7.35,7.35
31,Additional Paid-In Capital,292.54,273.89,273.89,246.98,221.16,221.16,221.16,196.84,196.84,196.84
32,Retained Earnings,1.51,0.74,21.53,23.99,38.45,38.97,51.54,56.7,81.81,125.13
33,Comprehensive Income & Other,97.1,96.14,94.09,94.95,100.3,92.2,92.75,90.64,89.79,90.36
34,Total Common Equity,406.22,383.1,401.85,376.38,368.76,361.18,374.3,351.53,375.8,419.68
35,Minority Interest,26.68,27.98,22.63,22.62,3.56,3.37,-,-,-,-
36,Shareholders' Equity,432.9,411.08,424.48,399,372.32,364.54,374.3,351.53,375.8,419.68
37,Total Liabilities & Equity,498.09,452.48,556.48,498.03,553.61,487.15,493.6,460.11,527.31,561.2
38,Total Debt,18,8.18,83.46,78.09,130.31,101.23,89.75,89.13,116.49,97.4
39,Net Cash (Debt),19.23,41.7,36.15,-27.34,-30.85,-0.19,-5.11,-39.21,-42.29,-18.15
40,Net Cash Growth,-46.81%,-,-,-,-,-,-,-,-,-
41,Net Cash Per Share,0.01,0.03,0.03,-0.02,-0.03,-0.00,-0.01,-0.04,-0.05,-0.02
42,Filing Date Shares Outstanding,1773,1478,1478,1262,1077,1077,1077,897.72,897.72,897.72
43,Total Common Shares Outstanding,1773,1478,1478,1262,1077,1077,1077,897.72,897.72,897.72
44,Working Capital,105.18,92.47,103.72,59.94,83.12,53.63,71.87,32.65,22.64,9.64
45,Book Value Per Share,0.23,0.26,0.27,0.30,0.34,0.34,0.35,0.39,0.42,0.47
46,Tangible Book Value,393.97,370.22,388.33,359.58,362.91,352.15,374.3,351.53,375.78,419.62
47,Tangible Book Value Per Share,0.22,0.25,0.26,0.28,0.34,0.33,0.35,0.39,0.42,0.47
48,Buildings,192.69,197.31,209.71,202.05,208.06,208.06,226.52,221.41,281.17,210.21
49,Machinery,40.39,39.86,45.28,45.04,31.82,37.97,45.19,44.3,44.75,44.75
50,Construction In Progress,44.96,17.71,-,-,-,-,-,-,-,79.67
51,Leasehold Improvements,193.25,193.25,195.25,194.97,160.6,160.6,158.14,157.58,154.47,145.75
