,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,4557000,4683000,4970000,5019000,4767000,4004000,3815000,3710000,3465000,3675000,3815000,4200000,3605000,3125500,2870000,2936500,2947000,2971500,2457000,2247000,2499000,Upgrade
1,Market Cap Growth,16.96%,16.96%,30.28%,35.28%,37.58%,8.95%,0%,-11.67%,-3.88%,17.58%,32.93%,43.03%,22.33%,5.18%,16.81%,30.69%,17.93%,19.24%,-5.14%,-13.01%,10.19%,Upgrade
2,Enterprise Value,4344398,4722351,5069065,5103603,4539036,3787497,3555022,3385214,3320811,3614594,3754913,4177436,3716120,3249114,2694942,2577883,2392581,2265892,1792893,1572542,1891908,Upgrade
3,PE Ratio,13.01,13.42,14.88,12.86,10.48,8.19,6.95,6.68,6.04,6.95,8.70,10.87,10.80,10.60,12.34,13.75,16.51,11.16,7.20,6.22,6.66,Upgrade
4,PS Ratio,5.97,6.24,6.88,6.52,5.58,4.43,3.78,3.60,3.24,3.54,4.21,5.04,4.82,4.91,5.24,5.81,6.65,5.42,3.93,3.45,3.71,Upgrade
5,PB Ratio,3.03,3.01,3.49,3.72,3.00,2.16,2.19,2.07,2.05,2.29,2.68,2.76,2.57,2.43,2.39,1.92,1.89,1.98,1.66,1.46,1.66,Upgrade
6,P/FCF Ratio,6.97,-,13.89,16.23,238.67,18.24,11.47,-,6.71,8.78,11.02,14.78,18.82,-24.58,-7.65,-,-,-,8.17,-,9.69,Upgrade
7,P/OCF Ratio,14.29,14.29,12.66,14.65,89.19,15.70,10.82,-,6.47,8.23,10.20,11.37,10.25,8.18,11.73,10.84,12.20,-,7.68,-,8.97,Upgrade
8,EV/Sales Ratio,5.69,6.30,7.02,6.63,5.31,4.19,3.52,3.28,3.10,3.48,4.14,5.01,4.97,5.10,4.92,5.10,5.40,4.13,2.87,2.41,2.81,Upgrade
9,EV/EBITDA Ratio,8.52,9.87,11.26,10.25,7.85,6.00,4.99,4.58,4.38,4.98,5.99,7.34,7.32,7.40,8.04,8.86,10.13,7.25,4.37,3.54,4.09,Upgrade
10,EV/EBIT Ratio,10.55,12.32,14.24,12.63,9.35,7.03,5.72,5.22,4.97,5.70,7.02,8.73,8.87,8.97,9.82,10.63,12.13,8.30,4.88,3.94,4.52,Upgrade
11,EV/FCF Ratio,6.64,-,14.17,16.51,227.26,17.25,10.69,-,6.43,8.64,10.85,14.70,19.40,-25.55,-7.19,-,-,-,5.96,-,7.34,Upgrade
12,Debt / Equity Ratio,0.21,0.21,0.24,0.26,0.23,0.21,0.22,0.22,0.25,0.27,0.31,0.30,0.33,0.36,0.38,0.27,0.21,0.01,0.05,0.09,0.09,Upgrade
13,Debt / EBITDA Ratio,0.68,0.45,0.88,1.25,0.72,0.62,0.67,0.67,0.57,0.46,0.65,0.67,0.77,0.84,1.01,0.93,1.06,0.12,0.29,0.63,0.23,Upgrade
14,Debt / FCF Ratio,1.11,-,0.95,1.15,18.51,1.74,1.17,-,0.80,1.03,1.28,1.61,2.39,-3.61,-1.22,-,-,-,0.26,-,0.55,Upgrade
15,Quick Ratio,5.42,5.42,5.85,5.14,4.48,6.51,4.79,8.00,4.93,4.53,3.18,5.38,4.82,3.75,2.84,6.82,6.91,6.46,10.22,15.68,7.61,Upgrade
16,Current Ratio,5.45,5.45,5.91,5.17,4.50,6.54,4.81,8.04,4.95,4.55,3.20,5.40,4.84,3.78,2.88,6.91,7.03,7.60,10.43,15.81,7.66,Upgrade
17,Asset Turnover,0.53,0.35,0.23,0.39,0.39,0.36,0.34,0.48,0.62,0.44,0.46,0.49,0.43,0.32,0.30,0.27,0.27,0.28,0.20,0.53,Upgrade,
18,Return on Equity (ROE),35.34%,21.60%,10.70%,25.19%,25.78%,29.83%,23.99%,34.55%,46.81%,37.55%,33.50%,35.09%,27.89%,25.42%,17.86%,15.55%,5.97%,17.77%,9.04%,39.48%,Upgrade,
19,Return on Assets (ROA),20.33%,9.89%,5.98%,11.57%,13.80%,13.05%,13.98%,17.60%,24.58%,17.61%,17.98%,16.16%,15.15%,11.77%,10.76%,9.37%,3.90%,8.89%,6.08%,20.69%,Upgrade,
20,Return on Capital (ROIC),21.66%,10.50%,6.47%,12.53%,14.96%,14.02%,14.95%,19.21%,27.32%,19.32%,19.19%,17.42%,16.69%,12.83%,11.47%,10.06%,4.17%,9.29%,6.43%,22.26%,Upgrade,
21,Return on Capital Employed (ROCE),20.72%,20.72%,20.56%,24.04%,25.28%,24.48%,29.70%,30.06%,32.29%,31.84%,29.22%,24.63%,22.84%,21.07%,16.67%,12.52%,10.37%,17.92%,23.76%,24.00%,25.70%,Upgrade
22,Earnings Yield,7.69%,7.45%,6.72%,7.78%,9.54%,12.21%,14.38%,14.97%,16.55%,14.92%,12.00%,9.67%,9.80%,9.44%,8.10%,7.27%,6.06%,8.96%,13.89%,16.08%,15.01%,Upgrade
23,Earnings Yield,7.69%,7.45%,6.72%,7.78%,9.54%,12.21%,14.38%,14.97%,16.55%,14.92%,12.00%,9.67%,9.80%,9.44%,8.10%,7.27%,6.06%,8.96%,13.89%,16.08%,15.01%,Upgrade
24,FCF Yield,14.35%,6.27%,7.20%,6.16%,0.42%,5.48%,8.72%,11.23%,14.91%,11.39%,9.07%,6.76%,5.31%,-4.07%,-13.06%,-9.94%,-8.43%,3.73%,12.24%,13.75%,10.32%,Upgrade
25,Dividend Yield,13.63%,-,-,-,-,20.61%,16.09%,-,7.44%,11.89%,8.70%,-,7.67%,-,-,-,26.53%,27.29%,13.20%,-,13.55%,Upgrade
26,Payout Ratio,115.22%,0.94%,26.91%,670.97%,334.06%,64.83%,66.00%,0.38%,39.74%,57.54%,84.78%,0.10%,-,108.80%,364.90%,155.31%,-,1.80%,167.05%,0.92%,67.63%,Upgrade
27,Total Shareholder Return,13.63%,-,-,-,-,20.61%,16.09%,-,7.44%,11.89%,8.70%,-,7.67%,-,-,-,26.53%,27.29%,13.20%,-,13.55%,Upgrade
