,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Cash & Equivalents,0.22,-,0.17,0.17,17,-,0.25,-,0.23,-,0.11,-,0.11,-,0.44,-,21.2,-,21.05,-,Upgrade
1,Cash & Short-Term Investments,0.22,0.17,0.17,0.17,17,0.25,0.25,0.23,0.23,0.11,0.11,-,0.11,0.44,0.44,-,21.2,21.05,21.05,-,Upgrade
2,Cash Growth,-98.70%,-31.45%,-31.45%,-27.04%,7194.42%,131.78%,131.78%,-,121.90%,-75.57%,-75.57%,-,-99.50%,-97.92%,-97.92%,-,-12.15%,-10.21%,-10.21%,-,Upgrade
3,Accounts Receivable,80.69,-,75.65,75.65,78.83,-,74.34,-,76.91,-,72.05,-,93.73,-,95.86,-,111.59,-,111.36,-,Upgrade
4,Other Receivables,17.83,-,17.72,17.72,1.63,-,1.07,-,0.6,-,0.33,-,2.98,-,0.44,-,0.37,-,5.12,-,Upgrade
5,Receivables,98.52,-,93.37,93.37,80.45,-,75.4,-,77.51,-,72.38,-,96.71,-,96.3,-,111.96,-,116.48,-,Upgrade
6,Other Current Assets,5.77,-,5.77,5.77,0.39,-,0.39,-,0.39,-,0.39,-,4.42,-,17.82,-,17.96,-,13.91,-,Upgrade
7,Total Current Assets,104.51,-,99.31,99.31,97.84,-,76.04,-,78.13,-,72.88,-,101.23,-,114.56,-,151.12,-,151.44,-,Upgrade
8,"Property, Plant & Equipment",2.09,-,2.42,2.42,1.03,-,0.09,-,0.28,-,0.47,-,0.66,-,0.4,-,0.37,-,1.02,-,Upgrade
9,Long-Term Investments,2.7,-,2.7,2.7,-,-,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Goodwill,2.74,-,2.74,2.74,3.87,-,3.87,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Other Long-Term Assets,-,-,-,-,4.14,-,4.14,-,-,-,-,-,2.64,-,2.64,-,2.64,-,2.64,-,Upgrade
12,Total Assets,112.04,-,107.17,107.17,106.87,-,84.14,-,81,-,73.34,-,104.53,-,117.6,-,154.13,-,155.11,-,Upgrade
13,Accounts Payable,20.12,-,20.9,20.9,16.5,-,16.02,-,6.84,-,13.68,-,12.45,-,12.89,-,14.24,-,14.91,-,Upgrade
14,Accrued Expenses,8.12,-,5.91,5.91,7.07,-,5.82,-,5.96,-,4.86,-,3.03,-,3.36,-,-,-,2.78,-,Upgrade
15,Short-Term Debt,21.77,-,21.77,21.77,21.77,-,22.09,-,1.65,-,6.19,-,5.56,-,21.22,-,11.1,-,20.22,-,Upgrade
16,Current Portion of Long-Term Debt,5.75,-,6.19,6.19,0.78,-,6.66,-,8.51,-,9.18,-,10.72,-,26.27,-,43,-,33.97,-,Upgrade
17,Current Portion of Leases,1.22,-,1.71,1.71,0.97,-,0.04,-,0.17,-,0.29,-,0.45,-,0.13,-,0.02,-,0.59,-,Upgrade
18,Current Income Taxes Payable,0.82,-,0.82,0.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-,Upgrade
19,Current Unearned Revenue,15.05,-,15.05,15.05,20.62,-,20.62,-,1.29,-,1.29,-,3.14,-,3.14,-,0.29,-,3.17,-,Upgrade
20,Other Current Liabilities,28.09,-,22.71,22.71,13.94,-,12,-,35.37,-,20.79,-,23.13,-,1.11,-,17.06,-,0.94,-,Upgrade
21,Total Current Liabilities,100.94,-,95.07,95.07,81.65,-,83.25,-,59.79,-,56.27,-,58.47,-,68.11,-,85.72,-,76.68,-,Upgrade
22,Long-Term Debt,-,-,-,-,5.12,-,-,-,-,-,-,-,1.99,-,1.99,-,1.99,-,1.99,-,Upgrade
23,Long-Term Leases,0.71,-,0.71,0.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Total Liabilities,101.65,-,95.78,95.78,86.77,-,83.25,-,59.79,-,56.27,-,60.46,-,70.1,-,87.71,-,78.67,-,Upgrade
25,Common Stock,35.16,-,30.95,30.95,29.3,-,19.53,-,16.17,-,13,-,13,-,13,-,13,-,13,-,Upgrade
26,Additional Paid-In Capital,99.09,-,99.09,99.09,89.47,-,89.47,-,81.1,-,81.1,-,81.1,-,81.1,-,81.1,-,81.1,-,Upgrade
27,Retained Earnings,-109.38,-,-104.17,-104.17,-104.2,-,-93.45,-,-60.35,-,-60.24,-,-33.24,-,-29.81,-,-10.89,-,-0.87,-,Upgrade
28,Comprehensive Income & Other,-14.77,-,-14.77,-14.77,5.31,-,-14.77,-,-15.71,-,-16.79,-,-16.79,-,-16.79,-,-16.79,-,-16.79,-,Upgrade
29,Total Common Equity,10.09,11.09,11.09,11.09,19.89,0.79,0.79,21.21,21.21,17.07,17.07,-,44.07,47.5,47.5,-,66.42,76.43,76.43,-,Upgrade
30,Minority Interest,0.3,-,0.3,0.3,0.22,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Shareholders' Equity,10.39,11.39,11.39,11.39,20.1,0.89,0.89,21.21,21.21,17.07,17.07,-,44.07,47.5,47.5,-,66.42,76.43,76.43,-,Upgrade
32,Total Liabilities & Equity,112.04,-,107.17,107.17,106.87,-,84.14,-,81,-,73.34,-,104.53,-,117.6,-,154.13,-,155.11,-,Upgrade
33,Total Debt,29.45,30.38,30.38,30.38,28.64,28.8,28.8,10.33,10.33,15.66,15.66,-,18.72,49.61,49.61,-,56.11,56.77,56.77,-,Upgrade
34,Net Cash (Debt),-29.23,-30.21,-30.21,-30.21,-11.65,-28.55,-28.55,-10.1,-10.1,-15.55,-15.55,-,-18.61,-49.17,-49.17,-,-34.91,-35.72,-35.72,-,Upgrade
35,Net Cash Per Share,-0.09,-0.09,-0.14,-0.14,-0.05,-0.15,-0.16,-0.06,-0.06,-0.10,-0.12,-,-0.14,-0.38,-0.38,-,-0.27,-0.27,-0.27,-,Upgrade
36,Filing Date Shares Outstanding,351.61,318.47,309.51,309.51,293.01,195.34,195.34,163,161.7,156,130,130,130,130,130,130,130,130,130,130,Upgrade
37,Total Common Shares Outstanding,351.61,318.47,309.51,309.51,293.01,195.34,195.34,163,161.7,156,130,130,130,130,130,130,130,130,130,130,Upgrade
38,Working Capital,3.57,-,4.25,4.25,16.19,-,-7.21,-,18.33,-,16.6,-,42.77,-,46.45,-,65.4,-,74.76,-,Upgrade
39,Book Value Per Share,0.03,0.04,0.04,0.04,0.07,0.00,0.00,0.13,0.13,0.13,0.13,-,0.34,0.37,0.37,-,0.51,0.59,0.59,-,Upgrade
40,Tangible Book Value,7.35,8.35,8.35,8.35,16.02,-3.08,-3.08,21.21,21.21,17.07,17.07,-,44.07,47.5,47.5,-,66.42,76.43,76.43,-,Upgrade
41,Tangible Book Value Per Share,0.02,0.03,0.03,0.03,0.05,-0.02,-0.02,0.13,0.13,0.13,0.13,-,0.34,0.37,0.37,-,0.51,0.59,0.59,-,Upgrade
42,Machinery,-,-,0.09,0.09,-,-,0.08,-,-,-,1.77,-,-,-,3.8,-,-,-,3.8,-,Upgrade
43,Leasehold Improvements,-,-,0.06,0.06,-,-,0.06,-,-,-,0.24,-,-,-,0.24,-,-,-,0.24,-,Upgrade
