,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Market Capitalization,10,15,55,55,52,64,43,48,57,27,34,36,36,36,48,57,52,52,65,82,286,Upgrade
1,Market Cap Growth,-76.77%,-76.77%,29.51%,14.47%,-8.58%,131.30%,24.65%,31.48%,56.73%,-24.48%,-28.65%,-36.36%,-30.00%,-30.00%,-26.00%,-30.16%,-81.82%,-63.64%,-46.24%,-39.42%,109.52%,Upgrade
2,Enterprise Value,40,45,64,67,64,92,53,58,67,43,47,55,86,86,97,92,87,88,101,109,313,Upgrade
3,Last Close Price,0.02,0.04,0.18,0.18,0.18,0.22,0.22,0.24,0.34,0.17,0.21,0.27,0.27,0.27,0.36,0.43,0.39,0.39,0.49,0.61,2.14,Upgrade
4,PE Ratio,-,-,-,-5.11,-1.35,-,-1.38,-,-,-1.01,-,-,-,-1.63,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.46,0.90,2.99,2.50,4.30,4.43,2.86,3.07,2.63,1.79,2.78,5.64,3.60,2.46,2.41,2.15,1.80,1.66,1.43,0.94,2.45,Upgrade
6,PB Ratio,0.84,1.42,4.86,4.81,4.58,3.16,48.28,54.02,2.69,1.30,2.01,2.13,-,0.83,1.01,1.20,-,0.78,0.85,1.07,-,Upgrade
7,P/TBV Ratio,2.01,2.01,6.63,6.56,6.24,3.97,-,-,2.69,1.30,2.01,2.13,-,0.83,1.01,1.20,-,0.78,0.85,1.07,-,Upgrade
8,EV/Sales Ratio,2.47,2.77,3.46,3.05,5.28,6.42,3.54,-,3.09,2.81,3.80,8.52,8.47,5.79,4.87,3.46,3.01,2.81,2.21,1.25,2.68,Upgrade
9,EV/EBITDA Ratio,20.73,-,-,-10.16,-1.75,-,-,-,-,-1.62,-,-,-,-3.28,-,-,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,65.98,-,-,-10.09,-1.74,-,-,-,-,-1.61,-,-,-,-3.26,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,2.83,2.83,2.67,2.67,2.67,1.42,32.50,32.50,0.49,0.49,0.92,0.92,-,0.42,1.04,1.04,-,0.84,0.74,0.74,-,Upgrade
12,Debt / EBITDA Ratio,15.40,-,-,2.26,2.26,-,-,-,-,3.26,-,-,-,10.54,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,-,-,0.17,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,0.98,0.98,-,0.98,0.98,1.19,-,0.91,-,1.30,-,1.29,-,1.66,-,1.42,-,1.55,-,1.79,-,Upgrade
15,Current Ratio,1.04,1.04,-,1.04,1.04,1.20,-,0.91,-,1.31,-,1.30,-,1.73,-,1.68,-,1.76,-,1.97,-,Upgrade
16,Return on Equity (ROE),-13.77%,-91.48%,-0.74%,-0.53%,-458.34%,695.26%,-1003.84%,-100.52%,14.21%,-19.19%,-,-,3.11%,-31.87%,-,-,-13.36%,-39.91%,-,-,Upgrade,
17,Return on Assets (ROA),-,-,6.70%,6.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-2.11%,-15.39%,17.19%,15.86%,-76.18%,-3.36%,-222.27%,-44.52%,5.94%,-5.60%,-,-,1.28%,-9.22%,-,-,-4.68%,-4.42%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),5.41%,-,-,-54.57%,-303.20%,-,-,-,-,-125.86%,-,-,-,-56.97%,-,-,-,-,-,-,-,Upgrade
20,Earnings Yield,-51.16%,-19.98%,-26.71%,-19.58%,-73.84%,-68.97%,-72.35%,-69.45%,-51.01%,-98.73%,-80.03%,-83.60%,-61.16%,-61.40%,-52.17%,-50.59%,-51.83%,-54.46%,-47.30%,-26.75%,-2.95%,Upgrade
21,FCF Yield,-200.06%,-200.06%,-30.32%,-7.39%,-3.88%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-64.06%,-51.78%,-63.04%,-19.82%,-30.45%,-33.42%,-25.22%,-36.51%,-25.38%,-24.38%,-20.00%,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Total Shareholder Return,-64.06%,-51.78%,-63.04%,-19.82%,-30.45%,-33.42%,-25.22%,-36.51%,-25.38%,-24.38%,-20.00%,-,-,-,-,-,-,-,-,-,-,Upgrade
