,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,14368,13724,11985,11847,11862,11372,14378,14339,17642,12138,14099,Upgrade
1,Market Cap Growth,15.84%,15.84%,1.03%,4.18%,-17.50%,-20.69%,-18.50%,18.14%,25.13%,-29.31%,-30.12%,Upgrade
2,Enterprise Value,14408,12445,12435,11701,13190,11382,15840,13268,17820,11539,14375,Upgrade
3,Last Close Price,56.80,52.94,43.10,41.38,38.76,36.21,42.82,41.86,47.92,32.27,35.36,Upgrade
4,PE Ratio,11.52,11.01,9.19,9.41,10.13,8.15,10.63,10.00,9.83,7.98,9.54,Upgrade
5,Forward PE,10.30,9.83,8.83,9.02,9.01,7.37,9.47,9.68,11.33,11.00,9.50,Upgrade
6,PS Ratio,0.88,0.84,0.71,0.68,0.67,0.60,0.77,0.78,0.96,0.72,0.84,Upgrade
7,PB Ratio,2.95,2.82,2.37,2.48,2.38,2.48,2.70,2.93,3.10,2.41,3.02,Upgrade
8,P/TBV Ratio,3.06,3.06,2.58,2.71,2.59,2.72,2.93,3.20,3.35,2.63,3.32,Upgrade
9,P/FCF Ratio,7.91,-,4.74,5.84,7.17,-,17.70,-,9.77,-,8.99,Upgrade
10,P/OCF Ratio,6.67,-,4.31,5.23,6.33,5.87,13.15,-,8.10,7.38,7.67,Upgrade
11,PEG Ratio,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,Upgrade
12,EV/Sales Ratio,0.89,0.76,0.74,0.67,0.75,0.60,0.85,0.72,0.97,0.69,0.86,Upgrade
13,EV/EBITDA Ratio,7.54,7.16,6.89,6.61,7.84,5.77,8.20,6.74,7.65,5.62,7.34,Upgrade
14,EV/EBIT Ratio,9.73,8.41,8.07,7.79,9.40,6.85,9.90,8.01,8.75,6.56,8.67,Upgrade
15,EV/FCF Ratio,7.93,-,4.92,5.77,7.97,-,19.50,-,9.87,-,9.16,Upgrade
16,Debt / Equity Ratio,0.25,0.25,0.25,0.27,0.28,0.47,0.29,0.38,0.28,0.25,0.27,Upgrade
17,Debt / FCF Ratio,0.66,-,0.49,0.64,0.85,-,1.90,-,0.89,-,0.82,Upgrade
18,Return on Capital Employed (ROCE),24.84%,24.84%,24.95%,25.14%,22.32%,28.13%,23.79%,25.86%,28.40%,28.50%,28.37%,Upgrade
19,Earnings Yield,8.67%,9.08%,10.88%,10.63%,9.87%,12.27%,9.41%,10.00%,10.18%,12.53%,10.48%,Upgrade
20,FCF Yield,12.65%,13.24%,21.08%,17.13%,13.96%,14.70%,5.65%,7.14%,10.24%,10.85%,11.13%,Upgrade
21,Dividend Yield,8.92%,9.54%,11.80%,11.17%,11.95%,14.74%,12.44%,16.93%,14.77%,12.73%,11.62%,Upgrade
22,Buyback Yield / Dilution,-0.12%,-0.12%,-0.12%,-0.04%,-0.12%,-0.12%,-0.12%,0.04%,0.12%,-0.28%,-0.24%,Upgrade
23,Total Shareholder Return,8.80%,9.42%,11.68%,11.13%,11.83%,14.62%,12.32%,16.97%,14.88%,12.45%,11.38%,Upgrade
