,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,789.94,843.21,819.91,819.21,938.62,819.64,789.62,806.34,736.09,918.13,Upgrade
1,Revenue Growth (YoY),-3.66%,2.93%,-12.65%,-0.05%,18.87%,1.65%,7.27%,-12.18%,-24.96%,-11.49%,Upgrade
2,Cost of Revenue,645.91,687.81,657.87,672.1,785.93,820.2,655.18,694.55,624.15,757.72,Upgrade
3,Gross Profit,144.03,155.4,162.05,147.11,152.69,-0.56,134.44,111.79,111.94,160.41,Upgrade
4,"Selling, General & Admin",281.2,279.66,246.86,241.87,231.2,231.73,247.4,215.98,231.38,239.93,Upgrade
5,Other Operating Expenses,-11.99,-10.65,-9.89,-30.4,2.32,-0.23,-17.72,-11.55,-9.95,-5.81,Upgrade
6,Operating Expenses,269.21,323.01,236.97,232.8,233.51,245.98,229.68,275.73,221.43,234.12,Upgrade
7,Operating Income,-125.18,-167.61,-74.93,-85.69,-80.83,-246.54,-95.24,-163.94,-109.49,-73.71,Upgrade
8,Interest Expense,-10.09,-10.88,-4.18,-8.12,-2.65,-1.46,-1.14,-2.13,-7.47,-1.33,Upgrade
9,Interest & Investment Income,0.98,2.39,2.95,8.41,4.43,3.32,6.66,2.57,4.78,5.13,Upgrade
10,Earnings From Equity Investments,-0.09,-0.21,-0.17,1.34,-3.74,-3.08,-0.95,0.39,-0.23,-0.02,Upgrade
11,Currency Exchange Gain (Loss),2.16,0.81,5.02,1.43,13.04,3.5,-2.2,-21.96,5.53,7.72,Upgrade
12,Other Non Operating Income (Expenses),-,-19.18,-,-2.51,-,-1.12,-,-29.66,-,-,Upgrade
13,EBT Excluding Unusual Items,-132.23,-194.68,-71.31,-85.15,-69.74,-245.37,-92.87,-214.73,-106.87,-62.22,Upgrade
14,Gain (Loss) on Sale of Investments,1.34,0.95,-0.78,-1.82,2.48,13.37,-4.08,59.66,134.22,19.79,Upgrade
15,Gain (Loss) on Sale of Assets,-2.33,-2.88,-3.59,-1.46,-7.67,0.41,25.36,429.72,-0.2,17.4,Upgrade
16,Asset Writedown,-56.32,-0.44,-16.04,-1.82,22.54,3.31,-13.94,6.7,-6.51,1.83,Upgrade
17,Legal Settlements,-,-,-,-,-,-,-,-,-,14.11,Upgrade
18,Other Unusual Items,0,0.66,1.93,1.26,4.53,1.61,-,-8.72,-,-2.88,Upgrade
19,Pretax Income,-189.54,-196.39,-89.79,-89,-47.86,-226.67,-85.53,272.63,20.64,-11.97,Upgrade
20,Income Tax Expense,-47.06,73.56,2.68,-5.82,20.58,12.92,7.08,133.51,6.76,11.06,Upgrade
21,Earnings From Continuing Operations,-142.48,-269.95,-92.47,-83.17,-68.44,-239.59,-92.61,139.11,13.88,-23.03,Upgrade
22,Minority Interest in Earnings,1.29,0.15,0.75,-0.11,0.04,0.21,-1.31,-6.1,-0.85,-0.83,Upgrade
23,Net Income,-141.19,-269.8,-91.72,-83.28,-68.4,-239.38,-93.92,133.01,13.03,-23.86,Upgrade
24,Net Income to Common,-141.19,-269.8,-91.72,-83.28,-68.4,-239.38,-93.92,133.01,13.03,-23.86,Upgrade
25,Shares Outstanding (Basic),2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,Upgrade
26,Shares Outstanding (Diluted),2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,Upgrade
27,EPS (Basic),-0.07,-0.13,-0.04,-0.04,-0.03,-0.11,-0.04,0.06,0.01,-0.01,Upgrade
28,EPS (Diluted),-0.07,-0.13,-0.04,-0.04,-0.03,-0.11,-0.04,0.06,0.01,-0.01,Upgrade
29,Free Cash Flow,-229.52,-120.77,-155.8,-222.69,-38.76,-194.06,-100.25,-172.52,-100.56,-230.54,Upgrade
30,Free Cash Flow Per Share,-0.11,-0.06,-0.07,-0.11,-0.02,-0.09,-0.05,-0.08,-0.05,-0.11,Upgrade
31,Operating Margin,-15.85%,-19.88%,-9.14%,-10.46%,-8.61%,-30.08%,-12.06%,-20.33%,-14.87%,-8.03%,Upgrade
32,Profit Margin,-17.87%,-32.00%,-11.19%,-10.17%,-7.29%,-29.20%,-11.89%,16.50%,1.77%,-2.60%,Upgrade
33,Free Cash Flow Margin,-29.06%,-14.32%,-19.00%,-27.18%,-4.13%,-23.68%,-12.70%,-21.40%,-13.66%,-25.11%,Upgrade
34,EBITDA,-89.7,-186.65,-30.67,-51.22,-38.88,-199.6,-49.97,-116.22,-65.01,-26.95,Upgrade
35,D&A For EBITDA,35.48,-19.04,44.26,34.47,41.95,46.94,45.27,47.72,44.48,46.77,Upgrade
36,EBIT,-125.18,-167.61,-74.93,-85.69,-80.83,-246.54,-95.24,-163.94,-109.49,-73.71,Upgrade
