,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+17 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+17 Quarters
0,Revenue,118828,87951,119186,86065,58308,15403,288836,153441,46567,58834,46967,109022,13560,10203,80463,109556,17478,40722,80545,53772,Upgrade
1,Revenue Growth (YoY),103.79%,471.00%,-58.74%,-43.91%,25.21%,-73.82%,514.97%,40.74%,243.43%,476.64%,-41.63%,-0.49%,-22.42%,-74.95%,-0.10%,103.74%,-0.02%,2812.82%,6.58%,4.51%,Upgrade
2,Cost of Revenue,97597,72111,88967,64383,48205,13491,259841,126712,41218,51888,39302,91414,11118,8842,65471,104709,15812,34323,69453,49847,Upgrade
3,Gross Profit,21232,15841,30219,21681,10103,1912,28995,26729,5349,6945,7665,17609,2442,1360,14992,4847,1666,6399,11092,3925,Upgrade
4,"Selling, General & Admin",1635,1264,5102,4009,2065,689.44,1189,5879,1657,557.92,795,4545,917.36,752.6,3073,2145,853.38,489.1,2125,2173,Upgrade
5,Operating Expenses,1635,1264,5102,4009,2065,689.44,1189,5879,1657,557.92,795,4545,917.36,752.6,3073,2145,853.38,489.1,2125,2173,Upgrade
6,Operating Income,19597,14577,25117,17672,8039,1223,27807,20850,3692,6387,6870,13063,1525,607.77,11919,2703,812.63,5910,8967,1751,Upgrade
7,Interest Expense,-4899,-4842,-4867,-6409,-9325,-621.69,-3374,-9274,-3089,-6750,-4906,-10216,-3109,-2218,-9440,-,-1681,-6144,-8172,-932.75,Upgrade
8,Interest & Investment Income,1152,578.06,312.41,1193,1119,7.35,12.91,1447,-,1594,1706,2295,2741,2741,2049,2037,1979,2077,753.05,194.51,Upgrade
9,Other Non Operating Income (Expenses),-779.76,-504.63,-275.85,-1132,-473.88,-154.24,-449.38,-230.29,1404,-421.58,610.81,-649.79,-233.77,-248.74,-522.63,-3685,-386.62,-349.84,-415.42,-452.32,Upgrade
10,Pretax Income,15070,9809,20286,11325,-641.44,454.32,23997,12792,2007,809.66,4281,4493,923.09,882.01,4005,1054,724.5,1493,1133,560.87,Upgrade
11,Income Tax Expense,246.08,163.45,-16.26,276.73,236.26,14.67,262.28,349.55,409.2,387.3,987.48,592.83,526.82,473.6,656.62,396.28,360.63,410.22,170.27,31.75,Upgrade
12,Net Income,14824,9645,20302,11049,-877.7,439.65,23734,12442,1598,422.36,3293,3900,396.26,408.41,3348,658.01,363.87,1083,962.63,529.12,Upgrade
13,Net Income to Common,14824,9645,20302,11049,-877.7,439.65,23734,12442,1598,422.36,3293,3900,396.26,408.41,3348,658.01,363.87,1083,962.63,529.12,Upgrade
14,Net Income Growth,-,2093.82%,-14.46%,-11.20%,-,4.10%,620.65%,219.06%,303.18%,3.41%,-1.64%,492.65%,8.90%,-62.30%,247.85%,24.36%,-83.12%,-,-,-91.07%,Upgrade
15,Shares Outstanding (Basic),5,5,5,5,-,5,5,5,-,5,5,6,6,6,5,6,6,5,5,5,Upgrade
16,Shares Outstanding (Diluted),5,5,5,5,-,5,5,5,-,5,5,6,6,6,5,6,6,5,5,5,Upgrade
17,Shares Change (YoY),-,0.32%,0.00%,0.00%,-,-0.69%,0.07%,-10.03%,-,-9.67%,-0.13%,0.20%,1.12%,11.29%,0.14%,10.54%,10.38%,-0.28%,-0.14%,0.31%,Upgrade
18,EPS (Basic),2924.00,1902.50,4004.00,2179.00,-,87.00,4681.00,2454.00,-,83.00,650.00,692.00,70.00,72.50,660.00,117.00,65.00,214.00,190.00,104.00,Upgrade
19,EPS (Diluted),2924.00,1902.50,4004.00,2179.00,-,87.00,4681.00,2454.00,-,83.00,650.00,692.00,70.00,72.50,660.00,117.00,65.00,214.00,190.00,104.00,Upgrade
20,EPS Growth,-,2086.78%,-14.46%,-11.21%,-,4.82%,620.15%,254.62%,-,14.48%,-1.52%,491.45%,7.69%,-66.12%,247.37%,12.50%,-84.71%,-,-,-91.10%,Upgrade
21,Free Cash Flow,24360,24360,-9091,-,54003,14246,-24642,-,-,11362,-,-21278,19360,19360,3769,-19759,22514,9773,1958,-83326,Upgrade
22,Free Cash Flow Per Share,4804.99,4804.93,-1792.90,-,-,2818.99,-4860.12,-,-,2232.92,-,-3775.72,3419.93,3436.70,742.81,-3513.26,4021.75,1930.78,386.39,-16377.98,Upgrade
23,Dividend Per Share,-,-,-,-,-,-,800.000,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Gross Margin,17.87%,18.01%,25.35%,25.19%,17.33%,12.42%,10.04%,17.42%,11.49%,11.80%,16.32%,16.15%,18.01%,13.33%,18.63%,4.42%,9.53%,15.71%,13.77%,7.30%,Upgrade
25,Operating Margin,16.49%,16.57%,21.07%,20.53%,13.79%,7.94%,9.63%,13.59%,7.93%,10.86%,14.63%,11.98%,11.24%,5.96%,14.81%,2.47%,4.65%,14.51%,11.13%,3.26%,Upgrade
26,Profit Margin,12.47%,10.97%,17.03%,12.84%,-1.51%,2.85%,8.22%,8.11%,3.43%,0.72%,7.01%,3.58%,2.92%,4.00%,4.16%,0.60%,2.08%,2.66%,1.20%,0.98%,Upgrade
27,Free Cash Flow Margin,20.50%,27.70%,-7.63%,-,92.62%,92.49%,-8.53%,-,-,19.31%,-,-19.52%,142.78%,189.75%,4.68%,-18.04%,128.81%,24.00%,2.43%,-154.96%,Upgrade
28,EBIT,19597,14577,25117,17672,8039,1223,27807,20850,3692,6387,6870,13063,1525,607.77,11919,2703,812.63,5910,8967,1751,Upgrade
29,EBIT Margin,16.49%,16.57%,21.07%,20.53%,13.79%,7.94%,9.63%,13.59%,7.93%,10.86%,14.63%,11.98%,11.24%,5.96%,14.81%,2.47%,4.65%,14.51%,11.13%,3.26%,Upgrade
30,Effective Tax Rate,1.63%,1.67%,-,2.44%,-,3.23%,1.09%,2.73%,20.39%,47.84%,23.07%,13.20%,57.07%,53.70%,16.39%,37.59%,49.78%,27.47%,15.03%,5.66%,Upgrade
31,Revenue as Reported,118828,87951,-,86065,58308,15403,288836,153441,46567,58834,46967,109022,13560,10203,80463,109556,17478,40722,80545,53772,Upgrade
