,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+17 Quarters
0,Market Capitalization,236262,212940,213447,238290,243360,235755,174408,125736,73515,74529,87711,85683,105963,113568,104949,76050,95316,70980,55770,51207,44109,Upgrade
1,Market Cap Growth,22.09%,-9.68%,22.38%,89.52%,231.03%,216.33%,98.84%,46.75%,-30.62%,-34.38%,-16.43%,12.67%,11.17%,60.00%,88.18%,48.51%,116.09%,57.30%,11.11%,-49.25%,-63.45%,Upgrade
2,Enterprise Value,400029,426201,426708,454170,463806,456201,397918,350827,250052,289750,302932,295653,315933,350714,342095,313102,309746,294886,279989,262942,162343,Upgrade
3,Last Close Price,46600.00,41104.48,41202.35,45997.87,46976.55,45508.53,32957.76,23760.24,13892.08,14083.69,16574.69,16191.46,20023.75,21460.86,19832.14,14371.11,18011.80,13413.04,10538.82,9676.55,8335.25,Upgrade
4,PE Ratio,4.67,3.81,5.32,7.71,7.09,-,4.56,3.29,4.14,8.09,10.95,10.71,13.16,23.61,21.96,13.94,31.07,24.15,11.79,25.83,-21.15,Upgrade
5,PS Ratio,0.62,0.52,0.61,0.85,0.54,0.46,0.35,0.23,0.24,0.29,0.38,0.48,0.50,0.53,0.48,0.31,0.38,0.37,0.29,0.33,0.30,Upgrade
6,PB Ratio,0.96,0.87,0.94,1.05,1.16,1.16,0.86,0.62,0.41,0.44,-,0.51,0.65,0.70,0.64,0.47,0.59,0.44,0.35,0.32,0.28,Upgrade
7,P/TBV Ratio,0.87,0.87,0.94,1.05,1.17,1.16,0.86,0.62,0.41,0.44,-,0.51,0.65,0.70,0.65,0.47,0.60,0.45,0.35,0.33,0.28,Upgrade
8,P/FCF Ratio,-,5.37,3.08,-,-,5.41,-16.78,-,-,-,9.29,-,-,5.00,4.05,4.67,-,-1.45,-1.12,-2.79,-,Upgrade
9,P/OCF Ratio,5.47,2.47,2.10,3.07,-,5.32,-17.70,-,-,-,9.24,-,-,5.00,4.05,4.67,-,-1.45,-1.21,-3.58,-,Upgrade
10,EV/Sales Ratio,1.05,1.03,1.21,1.63,1.03,0.88,0.79,0.64,0.82,1.11,1.33,1.64,1.48,1.64,1.57,1.26,1.25,1.53,1.45,1.72,1.10,Upgrade
11,EV/EBIT Ratio,5.56,5.54,6.52,8.73,8.47,7.88,7.43,5.97,6.62,9.65,10.88,13.40,11.65,20.93,21.33,14.67,16.84,16.91,14.13,19.31,48.36,Upgrade
12,EV/FCF Ratio,-51.53,10.75,6.16,-,-,10.46,-38.27,-,-,-,32.07,-,-,15.43,13.22,19.21,-,-6.01,-5.64,-14.32,-,Upgrade
13,Debt / Equity Ratio,1.02,1.02,1.02,1.02,1.09,1.11,1.11,1.12,1.27,1.25,-,1.28,1.37,1.37,1.47,1.47,1.49,1.41,1.41,1.42,1.36,Upgrade
14,Debt / FCF Ratio,-,6.31,3.36,-,-,5.16,-21.66,-,-,-,-,-,-,9.81,9.27,14.72,-,-4.60,-4.54,-12.30,-,Upgrade
15,Asset Turnover,-,-,0.97,-,-,0.13,2.46,-,-,-,-,-,-,-,0.73,1.02,0.17,0.41,0.80,0.60,Upgrade,
16,Inventory Turnover,-,-,-,2.16,-,-,1.90,14.31,-,-,-,-,-,-,-,6.80,8.84,2.56,4.01,3.55,2.76,Upgrade
17,Quick Ratio,0.81,0.81,-,0.45,0.38,-,0.91,0.94,0.52,0.66,-,0.48,-,0.67,-,0.80,0.56,0.58,0.64,0.50,0.19,Upgrade
18,Current Ratio,1.22,1.22,-,1.23,1.16,-,1.19,1.18,1.10,1.04,-,1.05,-,1.00,-,1.00,1.00,0.95,0.91,0.90,0.80,Upgrade
19,Return on Equity (ROE),25.02%,16.94%,37.18%,-,-1.72%,0.86%,49.29%,-,-,-,-,9.57%,0.97%,1.00%,8.28%,1.64%,0.91%,2.72%,2.43%,1.34%,Upgrade,
20,Return on Assets (ROA),-,-,12.83%,-,-,0.64%,14.78%,-,-,-,-,-,-,-,6.72%,1.57%,0.50%,3.68%,5.59%,1.21%,Upgrade,
21,Return on Capital (ROIC),10.24%,7.92%,14.00%,-,4.68%,0.71%,16.49%,-,-,-,-,8.46%,0.97%,0.38%,7.43%,1.72%,0.53%,3.84%,5.92%,1.34%,Upgrade,
22,Return on Capital Employed (ROCE),26.75%,28.62%,-,20.36%,22.87%,-,22.41%,24.30%,17.05%,14.07%,-,10.15%,-,7.58%,-,9.53%,8.24%,7.81%,8.89%,6.12%,1.68%,Upgrade
23,Earnings Yield,21.43%,26.21%,18.80%,12.97%,14.11%,15.16%,21.91%,30.38%,24.15%,12.36%,9.13%,9.33%,7.60%,4.24%,4.55%,7.17%,3.22%,4.14%,8.48%,3.87%,-4.73%,Upgrade
24,FCF Yield,-3.29%,18.61%,32.45%,24.83%,-,18.50%,-5.96%,-10.56%,-,-,10.77%,-,20.02%,20.01%,24.66%,21.43%,15.20%,-69.15%,-88.97%,-35.85%,38.83%,Upgrade
25,Dividend Yield,1.72%,-,-,-,-,-,-,3.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
