,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,192.95,1875,1427,2910,539.32,1000,1927,1635,1590,602.77,Upgrade
1,Revenue,192.95,1875,1427,2910,539.32,1000,1927,1635,1590,602.77,Upgrade
2,Revenue Growth (YoY),-86.48%,-35.55%,164.67%,190.82%,-72.01%,-38.81%,21.20%,171.27%,18.76%,101.52%,Upgrade
3,Cost of Revenue,113.36,1985,1107,2153,339.43,731.42,1382,927.91,1073,55.25,Upgrade
4,Gross Profit,79.59,-109.26,320.68,757.1,199.89,269.07,545.4,707.23,516.56,547.52,Upgrade
5,"Selling, General & Admin",42.94,61.28,65.76,156.5,141.18,206.46,225.94,238.08,171.31,117.68,Upgrade
6,Other Operating Expenses,-,26.65,-,30.2,-,-,-,-,-,-,Upgrade
7,Operating Expenses,42.94,87.93,65.76,186.7,141.18,198.32,225.94,238.08,171.31,117.68,Upgrade
8,Operating Income,36.65,-197.19,254.93,570.4,58.72,70.76,319.46,469.15,345.25,429.85,Upgrade
9,Interest Expense,-49.36,-89.1,-41.5,-77.51,-40.27,-126.61,-51.56,-11.56,-91.51,-84.5,Upgrade
10,Interest & Investment Income,0.33,0.56,1.65,1.45,1.61,1.69,1.81,0.14,1.62,1.53,Upgrade
11,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-5.59,Upgrade
12,Currency Exchange Gain (Loss),-1.22,0.53,-2.33,-41.31,2.94,18.06,14.4,77.51,-22,2.03,Upgrade
13,Other Non Operating Income (Expenses),10.28,0.47,6.93,9.84,95.95,73.53,50.39,57.58,-8.22,-46.44,Upgrade
14,EBT Excluding Unusual Items,-3.32,-284.73,219.67,462.87,118.95,37.42,334.5,592.81,225.14,296.88,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,2.59,-,0.08,-4.16,128.58,Upgrade
16,Gain (Loss) on Sale of Assets,-,-35.85,-,-370.83,-31.47,-0.4,-,2.98,19.64,-0.19,Upgrade
17,Asset Writedown,-367.69,-350.01,-44.67,-47.81,40.7,-15.5,25,-71.86,90.02,6.84,Upgrade
18,Other Unusual Items,-,-,-,-,-,0.09,-,0.48,-,-,Upgrade
19,Pretax Income,-371.01,-670.59,175.01,44.24,128.18,24.2,359.5,524.49,330.64,432.1,Upgrade
20,Income Tax Expense,-79.98,-102.51,29.34,137.2,20.94,70.87,107.41,167.77,146.45,147.2,Upgrade
21,Earnings From Continuing Operations,-291.04,-568.08,145.67,-92.97,107.24,-46.67,252.08,356.72,184.19,284.9,Upgrade
22,Net Income to Company,-291.04,-568.08,145.67,-92.97,107.24,-46.67,252.08,356.72,184.19,284.9,Upgrade
23,Minority Interest in Earnings,1.54,21.32,-63.47,15.24,12.59,7.49,-43.2,-33.45,-86.95,9.24,Upgrade
24,Net Income,-289.5,-546.76,82.2,-77.72,119.83,-39.17,208.88,323.27,97.24,294.14,Upgrade
25,Net Income to Common,-289.5,-546.76,82.2,-77.72,119.83,-39.17,208.88,323.27,97.24,294.14,Upgrade
26,Net Income Growth,-,-,-31.40%,-,-42.63%,-,114.82%,9.90%,-48.29%,-,Upgrade
27,Shares Outstanding (Basic),5088,5088,5088,5088,5088,5088,5087,5087,5087,5071,Upgrade
28,Shares Outstanding (Diluted),5088,5088,5088,6296,6308,6320,6327,7542,5116,6316,Upgrade
29,Shares Change (YoY),-,-19.18%,-19.33%,-0.39%,-0.30%,-16.20%,23.67%,19.41%,-13.35%,41.65%,Upgrade
30,EPS (Basic),-0.06,-0.11,0.02,-0.02,0.02,-0.01,0.04,0.06,0.02,0.06,Upgrade
31,EPS (Diluted),-0.06,-0.11,0.02,-0.02,0.01,-0.02,0.03,0.04,0.02,0.06,Upgrade
32,EPS Growth,-,-,59.25%,-,-63.66%,-,46.92%,-38.16%,-36.60%,-,Upgrade
33,Free Cash Flow,178.13,-208.23,197.97,574.72,545.73,1300,148.6,-1029,-2370,-79.75,Upgrade
34,Free Cash Flow Per Share,0.04,-0.04,0.04,0.09,0.09,0.21,0.02,-0.14,-0.46,-0.01,Upgrade
35,Operating Margin,19.00%,-10.51%,17.86%,19.60%,10.89%,7.07%,16.58%,28.69%,21.71%,71.31%,Upgrade
36,Profit Margin,-150.04%,-29.16%,5.76%,-2.67%,22.22%,-3.92%,10.84%,19.77%,6.12%,48.80%,Upgrade
37,Free Cash Flow Margin,92.32%,-11.10%,13.87%,19.75%,101.19%,129.98%,7.71%,-62.91%,-149.03%,-13.23%,Upgrade
38,EBITDA,40.43,-192.56,259.57,570.57,64.45,75.49,323.15,473.14,351.15,437.68,Upgrade
39,D&A For EBITDA,3.77,4.63,4.64,0.17,5.74,4.74,3.69,3.99,5.9,7.84,Upgrade
40,EBIT,36.65,-197.19,254.93,570.4,58.72,70.76,319.46,469.15,345.25,429.85,Upgrade
41,Revenue as Reported,192.95,1875,1427,2910,539.32,1000,1927,1635,1590,602.77,Upgrade
