,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest and Dividend Income,1714,183863,174831,43036,-294884,276537,135376,571173,157228,193417,171937,204299,237168,205716,285992,15445,152389,128032,187877,108448,Upgrade
1,Total Interest Expense,23633,14620,13457,11478,14465,8618,13626,22033,32158,28622,53722,48786,46578,38386,32489,31612,53615,48664,42408,49875,Upgrade
2,Net Interest Income,-21919,169243,161374,31558,-309350,267919,121750,549140,125070,164795,118215,155513,190590,167330,253504,-16167,98774,79368,145469,58573,Upgrade
3,Brokerage Commission,53591,49224,67272,67874,56229,74002,58582,33549,50492,61486,84733,136143,185357,126761,145705,96103,62984,43080,40229,26164,Upgrade
4,Trading & Principal Transactions,-,-5464,-2914,-4143,-7168,-2675,-2168,-3657,-3736,-2657,-3789,-2565,-9556,-2314,-2151,-2998,-3871,-1507,-1057,-2457,Upgrade
5,Asset Management Fee,16217,3004,6086,6036,20748,3604,4698,4292,90129,4801,15586,30720,16576,5992,6109,7288,60098,12674,9525,4426,Upgrade
6,Underwriting & Investment Banking Fee,120,5905,2727,-,9386,-,10545,17780,235,10852,3532,12207,12285,28486,23666,48913,31279,28417,20298,4238,Upgrade
7,Gain on Sale of Investments (Rev),273357,170967,346448,326273,81168,103588,99495,-61955,-42612,32061,92985,258780,687614,111457,242406,308942,376115,119343,125164,256072,Upgrade
8,Other Revenue,207932,-136239,2729,121939,119963,26757,514.02,113639,356808,-4051,-431640,57316,5350,86981,-107858,116747,2760,2959,2776,2960,Upgrade
9,Revenue Before Loan Losses,529298,256639,583722,549539,-29023,473196,293415,652787,576386,267286,-120379,648114,1088216,524693,561380,558828,628140,284332,342405,349976,Upgrade
10,Revenue,529298,256639,583722,549539,-29023,473196,293415,652787,576386,267286,-120379,648114,1088216,524693,561380,558828,628140,284332,342405,349976,Upgrade
11,Revenue Growth (YoY),-,-45.76%,98.94%,-15.82%,-,77.04%,-,0.72%,-47.03%,-49.06%,-,15.98%,73.24%,84.54%,63.95%,59.68%,265.93%,9.84%,85.86%,60.40%,Upgrade
12,Cost of Services Provided,140011,74227,107003,131263,146136,76277,63863,75004,111167,82433,124122,109837,269423,87733,121064,64167,128928,43033,40062,66699,Upgrade
13,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,2645,-,-,-,Upgrade
14,Total Operating Expenses,140011,74227,107003,131263,146136,76277,63863,75004,111167,82433,124122,109837,269443,87733,121064,64167,131573,43033,40062,66699,Upgrade
15,Operating Income,389286,182412,476719,418275,-175159,396919,229552,577784,465219,184854,-244501,538277,818772,436961,440316,494661,496566,241299,302343,283277,Upgrade
16,Other Non-Operating Income (Expenses),887.62,-1408,3124,138.42,1.64,0.14,36.47,60.44,-2.45,29.93,154.47,11.15,153.05,164.35,291.8,23.34,49.06,24.76,60.47,92.51,Upgrade
17,EBT Excluding Unusual Items,390174,181004,479843,418414,-175157,396919,229588,577844,465217,184884,-244347,538288,818925,437125,440608,494685,496615,241323,302404,283370,Upgrade
18,Gain (Loss) on Sale of Investments,-108271,-106956,-44988,25462,388052,-150189,-56195,-526689,-288359,-77912,-127545,-252938,-94207,-131110,-56442,-156666,-63399,-67586,-38813,-215020,Upgrade
19,Pretax Income,281903,74048,434855,443876,212894,246730,173393,51155,176858,106971,-371891,285350,724719,306015,384166,338019,433217,173737,263590,68350,Upgrade
20,Income Tax Expense,49432,5056,80695,87572,34393,47882,32373,10231,34663,18717,-74774,56466,155657,59601,74168,67207,84627,34052,44121,21783,Upgrade
21,Net Income,232471,68992,354161,356304,178501,198848,141020,40924,142195,88255,-297117,228884,569062,246414,309998,270812,348590,139686,219470,46567,Upgrade
22,Net Income to Common,232471,68992,354161,356304,178501,198848,141020,40924,142195,88255,-297117,228884,569062,246414,309998,270812,348590,139686,219470,46567,Upgrade
23,Net Income Growth,30.23%,-65.30%,151.14%,770.64%,25.53%,125.31%,-,-82.12%,-75.01%,-64.18%,-,-15.48%,63.25%,76.41%,41.25%,481.55%,876.03%,33.91%,301.04%,-22.24%,Upgrade
24,Shares Outstanding (Basic),813,812,812,813,811,812,815,818,734,641,407,546,406,259,272,272,272,272,272,272,Upgrade
25,Shares Outstanding (Diluted),813,812,812,813,811,812,815,818,734,641,407,546,406,259,272,272,272,272,272,272,Upgrade
26,Shares Change (YoY),0.18%,0.01%,-0.35%,-0.61%,10.47%,26.54%,100.39%,49.85%,80.70%,147.59%,49.57%,100.84%,49.43%,-4.76%,-0.01%,0.11%,-0.19%,-0.06%,-9.32%,96.30%,Upgrade
27,EPS (Basic),286.00,85.00,436.00,438.00,220.00,245.00,173.00,50.00,193.60,137.60,-730.40,419.05,1400.00,951.20,1139.81,995.81,1281.52,513.52,806.86,171.43,Upgrade
28,EPS (Diluted),286.00,85.00,436.00,438.00,220.00,245.00,173.00,50.00,193.60,137.60,-730.40,419.05,1400.00,951.20,1139.81,995.81,1281.52,513.52,806.86,171.43,Upgrade
29,EPS Growth,30.00%,-65.31%,152.02%,776.00%,13.64%,78.05%,-,-88.07%,-86.17%,-85.53%,-,-57.92%,9.24%,85.23%,41.27%,480.89%,877.91%,34.00%,342.26%,-60.39%,Upgrade
30,Free Cash Flow,-317429,-1886483,1164019,-383820,-1257369,1557999,933100,-1251218,997785,-1911947,448246,-273611,-1289804,-451863,-2021503,606041,1455566,-798654,-45565,-711747,Upgrade
31,Free Cash Flow Per Share,-390.52,-2324.19,1433.00,-471.83,-1549.69,1919.61,1144.70,-1528.70,1358.49,-2980.97,1101.92,-500.94,-3173.16,-1744.27,-7432.72,2228.49,5351.11,-2936.08,-167.51,-2620.18,Upgrade
32,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,914.286,-,-,-,Upgrade
33,Operating Margin,73.55%,71.08%,81.67%,76.11%,-,83.88%,78.23%,88.51%,80.71%,69.16%,-,83.05%,75.24%,83.28%,78.43%,88.52%,79.05%,84.87%,88.30%,80.94%,Upgrade
34,Profit Margin,43.92%,26.88%,60.67%,64.84%,-,42.02%,48.06%,6.27%,24.67%,33.02%,-,35.32%,52.29%,46.96%,55.22%,48.46%,55.50%,49.13%,64.10%,13.31%,Upgrade
35,Free Cash Flow Margin,-59.97%,-735.07%,199.41%,-69.84%,-,329.25%,318.01%,-191.67%,173.11%,-715.32%,-,-42.22%,-118.52%,-86.12%,-360.10%,108.45%,231.73%,-280.89%,-13.31%,-203.37%,Upgrade
36,Effective Tax Rate,17.54%,6.83%,18.56%,19.73%,16.16%,19.41%,18.67%,20.00%,19.60%,17.50%,-,19.79%,21.48%,19.48%,19.31%,19.88%,19.53%,19.60%,16.74%,31.87%,Upgrade
37,Revenue as Reported,551216,-,-,-,1460069,-,-,-,1542468,-,-,-,2895318,-,594916,592708,1805024,-,-,401770,Upgrade
