,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,4639,4939,4366,10708,13365,12374,16379,23344,13819,590,387,Upgrade
1,Market Cap Growth,-53.88%,-53.88%,-67.33%,-13.46%,-18.40%,-46.99%,18.53%,3858.72%,3469.24%,-11.61%,-58.86%,Upgrade
2,Enterprise Value,6732,6528,5484,11756,14249,12907,16298,23952,14696,1620,1587,Upgrade
3,Last Close Price,3.40,3.58,3.10,7.47,9.27,8.54,11.26,16.00,9.93,0.41,0.27,Upgrade
4,PE Ratio,10.88,11.56,9.02,22.97,25.11,21.60,26.19,42.11,40.21,5.87,-,Upgrade
5,PS Ratio,0.82,0.87,0.75,1.85,2.27,2.27,3.05,4.61,3.44,0.19,0.14,Upgrade
6,PB Ratio,2.40,1.22,1.09,2.80,3.47,3.48,4.42,6.94,5.61,0.27,0.19,Upgrade
7,P/TBV Ratio,2.57,2.57,2.28,2.81,3.47,3.49,4.43,6.97,5.62,0.28,0.20,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,74.11,28.25,1.71,4.94,Upgrade
9,P/OCF Ratio,-,-,-,29.87,134.49,-,-,30.81,17.92,1.21,2.27,Upgrade
10,EV/Sales Ratio,1.19,1.15,0.94,2.03,2.42,2.37,3.04,4.73,3.65,0.54,0.58,Upgrade
11,EV/EBITDA Ratio,8.20,8.16,6.32,14.86,17.00,15.32,18.65,28.26,24.27,4.86,6.16,Upgrade
12,EV/EBIT Ratio,11.38,11.03,8.30,19.47,21.03,18.45,21.64,32.64,29.65,7.25,11.16,Upgrade
13,EV/FCF Ratio,-8.10,-,-,-,-,-,-,76.04,30.04,4.69,20.27,Upgrade
14,Debt / Equity Ratio,0.44,0.44,0.46,0.47,0.43,0.42,0.30,0.26,0.49,0.68,0.91,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,2.80,2.45,4.24,22.98,Upgrade
16,Return on Capital Employed (ROCE),8.64%,8.64%,9.79%,14.29%,15.87%,17.21%,17.96%,19.87%,18.56%,10.07%,6.90%,Upgrade
17,Earnings Yield,9.21%,8.65%,11.09%,4.35%,3.98%,4.63%,3.82%,2.37%,2.49%,17.05%,0.85%,Upgrade
18,FCF Yield,-17.92%,-16.83%,-9.43%,-1.50%,-3.14%,-6.10%,-2.42%,1.35%,3.54%,58.61%,20.23%,Upgrade
19,Dividend Yield,2.94%,2.23%,3.06%,1.20%,0.92%,0.94%,0.89%,0.55%,0.55%,6.62%,-,Upgrade
20,Buyback Yield / Dilution,0.67%,0.87%,0.46%,-,-0.00%,-0.87%,-5.03%,-4.13%,-0.00%,-0.00%,-,Upgrade
21,Total Shareholder Return,3.61%,3.10%,3.53%,1.20%,0.91%,0.06%,-4.15%,-3.58%,0.55%,6.62%,-,Upgrade
