,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,254,344,479,673,838,643,913,1347,1347,658,1092,Upgrade
1,Market Cap Growth,-48.89%,-48.89%,-42.86%,4.65%,-8.20%,-52.22%,-32.22%,104.55%,23.29%,-46.99%,-46.72%,Upgrade
2,Enterprise Value,2075,2198,2754,2896,3702,4569,7882,9224,11468,11875,14097,Upgrade
3,PS Ratio,0.50,0.68,0.92,1.24,1.33,0.77,0.75,0.88,0.77,0.35,0.47,Upgrade
4,PB Ratio,0.09,0.12,0.15,0.18,0.22,0.15,0.20,0.25,0.24,0.11,0.18,Upgrade
5,P/FCF Ratio,5.71,-,-2.56,-,1.18,0.67,0.68,1.37,1.63,0.82,1.73,Upgrade
6,P/OCF Ratio,7.55,-,-2.60,-,1.17,0.67,0.67,2.18,1.56,0.53,1.50,Upgrade
7,EV/Sales Ratio,4.10,4.34,5.27,5.32,5.89,5.46,6.47,6.05,6.53,6.38,6.06,Upgrade
8,EV/EBITDA Ratio,-,-,30.00,16.98,14.72,10.38,10.66,10.09,9.60,9.56,10.22,Upgrade
9,EV/EBIT Ratio,-,-,-,-,38.12,21.45,19.57,18.50,15.81,16.31,17.58,Upgrade
10,EV/FCF Ratio,46.61,-,-14.74,-,5.22,4.75,5.83,9.36,13.85,14.77,22.30,Upgrade
11,Debt / Equity Ratio,0.61,0.61,0.63,0.64,0.63,0.71,1.01,1.31,1.43,1.76,1.85,Upgrade
12,Debt / FCF Ratio,40.90,-,-10.90,-,3.48,3.13,3.47,7.29,9.67,12.78,18.00,Upgrade
13,Return on Capital Employed (ROCE),-,-,-,-,1.65%,3.63%,5.78%,4.76%,7.09%,4.88%,5.03%,Upgrade
14,Earnings Yield,-208.79%,-154.32%,-77.25%,-33.53%,-39.78%,-159.23%,-126.00%,-66.66%,-55.27%,-115.10%,-71.54%,Upgrade
15,Earnings Yield,-208.79%,-154.32%,-77.25%,-33.53%,-39.78%,-159.23%,-126.00%,-66.66%,-55.27%,-115.10%,-71.54%,Upgrade
16,FCF Yield,17.50%,12.93%,-39.03%,49.93%,84.60%,149.35%,148.00%,73.17%,61.48%,122.10%,57.88%,Upgrade
