,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Rental Revenue,141.05,147.37,136.3,139.11,134.6,136.72,131.55,379.22,-126.74,112.34,Upgrade
1,Other Revenue,-0.01,-0.1,-0.12,-0.01,-,-,-,-,-,-,Upgrade
2,Total Revenue,141.05,147.27,136.18,139.11,134.6,136.72,131.55,379.22,-126.74,112.34,Upgrade
3,Revenue Growth (YoY,3.57%,5.87%,1.17%,1.75%,2.32%,-63.95%,-,237.58%,-,-,Upgrade
4,Property Expenses,22.8,26.13,22.09,22.12,20.8,27.27,24.83,29.27,21.43,27.92,Upgrade
5,"Selling, General & Administrative",18.71,23,19.58,20.86,17.45,20.64,19.85,24.11,20.26,18.57,Upgrade
6,Total Operating Expenses,41.52,49.13,41.66,42.98,38.24,47.91,44.68,53.38,41.7,46.49,Upgrade
7,Operating Income,99.53,98.15,94.52,96.13,96.36,88.81,86.87,325.84,-168.44,65.85,Upgrade
8,Interest Expense,-34.93,-43.08,-36.9,-26.43,-10.92,-8.52,-8.44,-10.83,-20.17,-26.72,Upgrade
9,Interest & Investment Income,5.18,6.3,10.52,5.72,3.49,2.36,1.49,1.31,1.49,2.35,Upgrade
10,Currency Exchange Gain (Loss),0.08,1.5,-0.04,-48.89,0.06,12.96,0.04,6.04,-0.55,-1.7,Upgrade
11,Other Non-Operating Income,6.52,12.68,4.14,4.04,8.08,5.64,10.28,9.47,3.55,2.35,Upgrade
12,EBT Excluding Unusual Items,76.39,75.54,72.24,30.57,97.07,101.25,90.25,331.81,-184.11,42.13,Upgrade
13,Gain (Loss) on Sale of Investments,90.63,-31.88,74.91,-71.72,16.2,-102.59,49.13,-174.47,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-0.47,-0.01,-,-,Upgrade
15,Asset Writedown,-,141.4,-,391.64,-,473.66,-,53.67,-,386.2,Upgrade
16,Other Unusual Items,-,-,-,0.4,-,-,-,1.44,-,-,Upgrade
17,Pretax Income,167.01,185.06,147.15,350.88,113.26,472.33,138.91,212.45,-184.11,428.33,Upgrade
18,Income Tax Expense,7.94,76.39,6.91,86.23,6.65,115.87,5.72,15.23,6.08,-41.42,Upgrade
19,Earnings From Continuing Operations,159.08,108.67,140.24,264.65,106.61,356.46,133.19,197.22,-190.19,469.76,Upgrade
20,Minority Interest in Earnings,-30.53,-43.8,-25.88,-88.78,-18.36,-44.73,-23.62,-44.44,74.77,-31.04,Upgrade
21,Net Income,128.54,64.87,114.36,175.87,88.25,311.73,109.57,152.77,-115.42,438.71,Upgrade
22,Net Income to Common,128.54,64.87,114.36,175.87,88.25,311.73,109.57,152.77,-115.42,438.71,Upgrade
23,Net Income Growth,12.40%,-63.12%,29.59%,-43.58%,-19.46%,104.04%,-,-65.18%,-,-39.92%,Upgrade
24,Basic Shares Outstanding,836,836,836,836,836,836,836,836,836,836,Upgrade
25,Diluted Shares Outstanding,836,836,836,836,836,836,836,836,836,836,Upgrade
26,EPS (Basic),0.15,0.08,0.14,0.21,0.11,0.37,0.13,0.18,-0.14,0.52,Upgrade
27,EPS (Diluted),0.15,0.08,0.14,0.21,0.11,0.37,0.13,0.18,-0.14,0.52,Upgrade
28,EPS Growth,12.40%,-63.12%,29.59%,-43.58%,-19.46%,104.05%,-,-65.18%,-,-39.92%,Upgrade
29,Dividend Per Share,0.020,0.020,0.020,0.020,0.020,0.025,0.020,0.025,0.025,0.037,Upgrade
30,Dividend Growth,0%,0%,0%,-20.00%,0%,0%,-20.00%,-33.33%,-16.67%,0%,Upgrade
31,Operating Margin,70.57%,66.64%,69.41%,69.11%,71.59%,64.96%,66.04%,85.92%,-,58.62%,Upgrade
32,Profit Margin,91.13%,44.05%,83.98%,126.43%,65.56%,228.01%,83.29%,40.29%,-,390.54%,Upgrade
33,Free Cash Flow Margin,64.40%,64.28%,58.22%,36.25%,73.86%,71.62%,71.18%,29.68%,-,294.46%,Upgrade
34,EBITDA,100.81,99.7,95.86,97.59,97.83,90.29,88.78,328.15,-166.4,68.62,Upgrade
35,D&A For Ebitda,1.28,1.56,1.34,1.46,1.47,1.48,1.92,2.32,2.05,2.77,Upgrade
36,EBIT,99.53,98.15,94.52,96.13,96.36,88.81,86.87,325.84,-168.44,65.85,Upgrade
