,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,727,635,677,694,878,803,886,1062,1233,1212,1484,Upgrade
1,Market Cap Growth,-8.43%,-8.43%,-22.86%,-13.54%,-0.94%,-24.41%,-28.14%,-12.41%,-16.90%,-23.68%,-8.97%,Upgrade
2,Enterprise Value,2713,2744,2793,2898,3072,3033,3010,4149,3423,4275,3405,Upgrade
3,Last Close Price,0.87,0.74,0.77,0.77,0.95,0.85,0.91,1.07,1.12,1.08,1.29,Upgrade
4,PE Ratio,3.76,3.29,3.78,2.39,3.32,2.01,2.10,4.05,33.01,-,2.79,Upgrade
5,PS Ratio,2.52,2.20,2.39,2.52,3.21,2.96,3.30,2.08,4.88,-84.14,4.74,Upgrade
6,PB Ratio,0.09,0.06,0.07,0.07,0.09,0.08,0.09,0.11,0.13,0.14,0.16,Upgrade
7,P/FCF Ratio,3.43,3.43,3.89,5.35,5.86,4.07,4.63,5.15,7.17,3.11,3.56,Upgrade
8,P/OCF Ratio,3.43,3.43,3.89,5.35,5.86,4.07,4.63,5.15,7.17,3.11,3.56,Upgrade
9,EV/Sales Ratio,9.41,9.52,9.85,10.53,11.22,11.18,11.22,8.12,13.56,-,10.88,Upgrade
10,EV/EBITDA Ratio,13.53,13.69,14.28,14.98,15.72,16.12,16.81,9.95,21.16,-,15.17,Upgrade
11,EV/EBIT Ratio,13.73,13.88,14.50,15.20,15.96,16.38,17.13,10.05,21.75,-,15.53,Upgrade
12,EV/FCF Ratio,14.79,14.79,16.06,22.34,20.50,15.37,15.71,20.12,19.89,10.95,8.18,Upgrade
13,Debt / Equity Ratio,0.14,0.14,0.16,0.15,0.15,0.20,0.18,0.17,0.18,0.21,0.21,Upgrade
14,Debt / FCF Ratio,7.79,7.79,8.84,11.60,10.00,10.31,9.10,7.71,10.05,4.78,4.54,Upgrade
15,Earnings Yield,26.59%,30.44%,26.47%,41.82%,30.09%,49.83%,47.54%,24.71%,3.03%,26.67%,35.78%,Upgrade
16,FCF Yield,29.20%,29.20%,25.69%,18.69%,17.07%,24.59%,21.61%,19.42%,13.95%,32.19%,28.05%,Upgrade
17,Dividend Yield,4.60%,5.42%,5.22%,5.22%,4.23%,5.32%,4.94%,4.19%,4.46%,5.79%,5.23%,Upgrade
18,Total Shareholder Return,4.60%,5.42%,5.22%,5.22%,4.23%,5.32%,4.94%,4.19%,4.46%,5.79%,5.23%,Upgrade
