,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1032470,978602,966033,939099,897700,802544,772022,633776,691229,700206,791771,859997,944380,687715,646416,542271,538680,598518,545506,427513,413724,Upgrade
1,Market Cap Growth,21.94%,21.94%,25.13%,48.18%,29.87%,14.62%,-2.49%,-26.30%,-26.81%,1.82%,22.49%,58.59%,75.31%,14.90%,18.50%,26.84%,30.20%,13.53%,-6.14%,-32.14%,-23.38%,Upgrade
2,Enterprise Value,914985,846561,642234,593026,647997,574776,631231,566796,667241,732428,886156,973529,1106584,772602,695075,551446,535592,579794,506653,447446,410055,Upgrade
3,Last Close Price,57500.00,54500.00,53800.00,52300.00,47577.52,42534.30,40916.67,33589.73,34775.06,35226.69,39833.25,43265.60,45714.61,33286.49,31287.57,26246.79,24351.98,28410.65,25894.28,18720.19,17222.58,Upgrade
4,PE Ratio,9.06,8.58,8.76,8.95,9.12,8.51,9.36,7.80,8.57,8.82,9.65,12.18,14.23,10.16,11.15,7.42,8.16,9.40,7.88,6.55,5.27,Upgrade
5,PS Ratio,0.58,0.55,0.57,0.58,0.57,0.52,0.49,0.39,0.41,0.41,0.46,0.51,0.59,0.45,0.46,0.40,0.43,0.49,0.45,0.35,0.33,Upgrade
6,PB Ratio,1.43,1.36,1.41,1.43,1.32,1.22,1.24,1.06,1.12,1.18,1.39,1.57,1.66,1.25,1.23,1.05,1.00,1.15,1.09,0.89,0.81,Upgrade
7,P/TBV Ratio,1.36,1.36,1.41,1.43,1.32,1.22,1.24,1.06,1.12,1.18,1.39,1.57,1.66,1.25,1.23,1.05,1.00,1.15,1.09,0.89,0.81,Upgrade
8,P/FCF Ratio,-,-,-,4.35,2.91,3.17,2.65,2.37,3.24,3.19,9.15,-74.34,-13.41,-,-,-,-,-,-18.73,-233.86,-,Upgrade
9,P/OCF Ratio,-,-,-,3.45,2.42,2.70,2.45,2.11,2.81,2.56,4.60,16.68,65.20,-,-,6.87,-,3.78,4.81,3.28,2.74,Upgrade
10,EV/Sales Ratio,0.52,0.48,0.38,0.37,0.41,0.38,0.40,0.35,0.40,0.43,0.51,0.58,0.69,0.50,0.50,0.41,0.42,0.48,0.42,0.37,0.32,Upgrade
11,EV/EBITDA Ratio,3.92,3.63,2.79,2.70,3.15,2.85,3.28,3.11,3.86,3.72,4.36,4.88,5.40,4.42,4.16,2.97,2.96,3.13,2.69,2.46,2.17,Upgrade
12,EV/EBIT Ratio,7.15,6.61,5.31,5.10,6.01,5.53,5.99,5.33,6.19,6.72,7.90,9.95,11.96,9.16,9.58,6.27,6.81,6.94,5.58,5.13,4.01,Upgrade
13,EV/FCF Ratio,-9.36,-,-,2.75,2.10,2.27,2.17,2.12,3.13,3.34,10.25,-84.16,-15.72,-,-,-,-,-,-17.40,-244.77,-,Upgrade
14,Debt / Equity Ratio,0.17,0.17,0.07,0.05,0.03,0.17,0.13,0.08,0.11,0.20,0.14,0.27,0.35,0.48,0.24,0.21,0.14,0.17,0.11,0.09,0.18,Upgrade
15,Debt / EBITDA Ratio,0.52,0.51,0.22,0.15,0.10,0.48,0.40,0.29,0.32,0.63,0.50,1.06,0.67,1.21,0.90,0.68,0.42,0.48,0.25,0.30,0.48,Upgrade
16,Debt / FCF Ratio,-,-,-,0.17,0.07,0.43,0.27,0.19,0.31,0.55,0.89,-12.89,-2.85,-,-,-,-,-,-1.87,-23.19,-,Upgrade
17,Asset Turnover,1.95,1.65,1.44,1.41,1.86,1.62,1.42,1.43,2.19,1.87,1.59,1.45,2.18,1.78,1.56,1.55,2.08,1.79,1.29,1.33,Upgrade,
18,Inventory Turnover,8.57,8.47,7.43,8.58,9.96,11.39,7.67,6.36,6.93,9.55,6.23,5.12,5.37,8.09,6.58,6.70,8.85,13.60,8.65,6.26,7.70,Upgrade
19,Quick Ratio,1.15,1.15,0.99,1.36,1.72,1.46,1.26,1.31,1.21,1.11,0.79,0.73,0.80,0.84,0.71,0.84,1.08,1.22,1.04,0.92,1.13,Upgrade
20,Current Ratio,1.64,1.64,1.59,1.86,2.09,1.78,1.74,1.92,1.88,1.50,1.46,1.42,1.46,1.44,1.45,1.57,1.79,1.57,1.57,1.60,1.90,Upgrade
21,Return on Equity (ROE),20.26%,16.52%,15.82%,14.45%,23.06%,14.75%,13.15%,13.21%,16.03%,15.21%,13.87%,13.39%,19.31%,7.56%,11.48%,15.17%,12.87%,20.35%,6.47%,14.06%,Upgrade,
22,Return on Assets (ROA),7.65%,7.22%,7.54%,7.00%,6.72%,7.14%,6.43%,6.70%,7.72%,7.60%,6.51%,6.42%,8.23%,4.07%,6.01%,5.85%,6.80%,10.02%,3.45%,7.75%,Upgrade,
23,Return on Capital (ROIC),11.25%,11.04%,11.26%,10.03%,9.68%,10.05%,8.63%,9.14%,10.96%,10.45%,8.32%,8.47%,11.29%,5.37%,7.70%,7.61%,9.10%,13.47%,4.35%,9.81%,Upgrade,
24,Return on Capital Employed (ROCE),17.72%,17.72%,17.60%,17.65%,15.82%,15.79%,16.95%,17.75%,17.39%,18.37%,19.68%,17.71%,16.24%,13.45%,13.76%,16.99%,14.53%,16.11%,18.08%,18.20%,19.98%,Upgrade
