,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5454,3768,5589,8929,11745,11608,7376,4406,2095,1809,1853,Upgrade
1,Market Cap Growth,-57.80%,-57.80%,-52.42%,-23.08%,59.22%,163.45%,252.05%,143.64%,13.10%,7.42%,10.53%,Upgrade
2,Enterprise Value,2247,890,4084,6717,9836,9621,5856,2800,598,242,568,Upgrade
3,Last Close Price,6.89,4.57,6.77,10.62,13.97,14.68,9.33,5.53,2.63,2.04,2.09,Upgrade
4,PE Ratio,12.24,8.47,11.76,16.72,20.16,24.01,22.50,30.27,30.53,69.69,74.05,Upgrade
5,Forward PE,11.00,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,Upgrade
6,PS Ratio,0.46,0.32,0.52,0.80,1.10,1.24,0.95,0.76,0.46,0.47,0.52,Upgrade
7,PB Ratio,1.25,0.85,1.27,2.18,2.85,3.46,2.20,1.56,0.76,0.71,0.67,Upgrade
8,P/TBV Ratio,0.87,0.87,1.29,2.23,2.91,3.86,2.47,1.61,0.77,0.71,0.67,Upgrade
9,P/FCF Ratio,3.04,2.10,8.17,-,-,27.74,17.65,17.52,10.65,-,9.42,Upgrade
10,P/OCF Ratio,1.60,1.60,4.71,-,15.17,12.59,11.10,13.77,8.28,-,6.98,Upgrade
11,EV/Sales Ratio,0.19,0.08,0.38,0.61,0.92,1.03,0.76,0.48,0.13,0.06,0.16,Upgrade
12,EV/EBITDA Ratio,3.89,1.62,6.76,9.92,13.38,15.67,12.85,9.68,3.02,2.21,4.97,Upgrade
13,EV/EBIT Ratio,5.99,2.37,9.47,12.69,16.66,20.63,18.64,18.36,8.62,-18.88,-,Upgrade
14,EV/FCF Ratio,1.25,0.50,5.97,-,-,22.99,14.01,11.13,3.04,-,2.89,Upgrade
15,Debt / Equity Ratio,0.14,0.14,0.15,0.20,0.16,0.02,0.01,0.01,0.01,0.00,0.00,Upgrade
16,Debt / FCF Ratio,0.35,0.35,0.94,-,-,0.15,0.05,0.07,0.10,-,0.05,Upgrade
17,Return on Capital Employed (ROCE),7.43%,7.43%,8.61%,12.29%,14.12%,13.80%,9.31%,5.35%,2.48%,-0.50%,-,Upgrade
18,Earnings Yield,8.16%,11.81%,8.50%,5.98%,4.96%,4.17%,4.44%,3.30%,3.28%,1.43%,1.35%,Upgrade
19,FCF Yield,32.93%,47.67%,12.24%,-13.08%,-3.43%,3.61%,5.67%,5.71%,9.39%,11.55%,10.62%,Upgrade
20,Dividend Yield,2.76%,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-1.57%,-0.01%,-3.19%,-7.67%,-5.03%,0.57%,1.14%,-0.22%,-0.11%,-0.03%,-0.04%,Upgrade
22,Total Shareholder Return,1.18%,-0.01%,-3.19%,-7.67%,-5.03%,0.57%,1.14%,-0.22%,-0.11%,-0.03%,-0.04%,Upgrade
