,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,538.32,1081,1528,1650,1789,1435,1508,1230,1200,995.04,897.06,990.73,669.14,776.33,883.89,1112,-,273.43,-
1,Trading Asset Securities,313.28,112.27,110.93,110.28,54.2,289.03,348.91,532.1,481.3,181.5,282.6,201.08,292.09,70.85,50,-,-,80.58,-
2,Cash & Short-Term Investments,851.6,1193,1638,1761,1843,1724,1857,1762,1682,1177,1180,1192,961.23,847.18,933.89,1112,-,354,314.06
3,Cash Growth,-53.80%,-30.82%,-11.78%,-0.08%,9.62%,46.57%,57.43%,47.83%,74.96%,38.88%,26.32%,7.18%,-,139.32%,197.36%,-,-,-,-
4,Accounts Receivable,143.79,109.94,129.16,181.13,136.64,176.97,128.56,182.78,135.08,147.43,86.64,75.28,98.96,76.31,55.47,71.76,-,35.88,-
5,Other Receivables,12.23,14.24,9.83,12.2,23.51,24.82,24.11,19.43,18.69,23.99,17.12,8.48,23.38,5.81,5.37,4.09,-,8.22,-
6,Receivables,156.02,124.18,138.99,193.33,160.16,201.79,152.67,202.21,153.77,171.42,103.76,83.77,122.33,82.12,60.84,75.85,-,44.1,-
7,Inventory,173.43,217.83,206.35,232.69,241.69,236.83,246.47,272.59,262.05,294.21,247.75,238.75,239.29,268.71,199.01,210.43,-,131.91,-
8,Prepaid Expenses,-,1.25,-,1.26,-,28.99,-,4.32,-,29.24,-,10.78,-,19.23,-,-,-,8.81,-
9,Other Current Assets,21.65,13.78,14.45,6.5,31.14,10.98,41.68,7.61,34.35,16.72,58.3,12.17,34.65,18.64,25.25,28.23,-,17.19,-
10,Total Current Assets,1203,1550,1998,2194,2276,2203,2298,2249,2132,1688,1589,1537,1358,1236,1219,1426,-,556.01,-
11,"Property, Plant & Equipment",879.88,879.34,888.26,857.2,861.4,831.77,805.66,779.3,760.41,730.6,716.38,722.42,673.18,661.98,658.82,657.58,-,597.39,-
12,Long-Term Investments,126.3,142.29,103.86,118.81,67,44.57,44.5,29.91,29.83,29.74,29.92,29.92,-,-,-,-,-,-,-
13,Other Intangible Assets,103.88,104.69,103.68,104.8,104.93,104.34,105.2,102.03,102.7,103.42,104.14,58.25,55.16,54.48,54.67,54.13,-,53.9,-
14,Long-Term Accounts Receivable,-,0.41,-,0.33,-,0.16,-,0.09,1.9,2.61,1.9,2.17,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,52.16,43.52,43.21,42.85,46.31,43.74,35.57,33.16,37.86,35.64,31.27,27.98,24.71,22.37,19.39,18.53,-,15.65,-
16,Long-Term Deferred Charges,5.51,6.61,7.76,9,10.5,11.52,3.56,4.47,3.23,3.27,3.09,3.03,3.17,2.23,0.66,0.84,-,1.11,-
17,Other Long-Term Assets,49.22,8.7,48.61,7.27,6.56,6.51,5.47,2.79,6.41,6.86,23.41,17.79,14.61,11.22,22.98,8.24,-,5.46,-
18,Total Assets,2420,2735,3194,3335,3373,3246,3298,3200,3074,2600,2500,2399,2128,1988,1976,2166,-,1230,-
19,Accounts Payable,181.96,235.84,259.6,352.24,340,383.59,334.3,421.56,361.74,429.49,372.47,460.16,348.13,379.13,257.01,337.41,-,234.56,-
20,Accrued Expenses,32.85,87.89,28.41,154.86,43.88,192.41,34.91,173.35,51.61,203.69,30.94,199.24,47.82,181.15,23.21,187.83,-,139.47,-
21,Short-Term Debt,1,94.72,231.85,238.19,266.9,258.44,278.88,187.67,300.24,250.17,190.14,-,-,-,-,60.11,-,49.92,-
22,Current Portion of Long-Term Debt,1.15,160.13,163.11,160.15,-,100.08,-,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,-,1.51,-,3.62,107.07,7.04,108.19,8,7.49,7.29,7.9,5.63,-,-,-,-,-,-,-
24,Current Income Taxes Payable,7.83,-,10.06,12.75,28.62,17.74,9.65,15.28,38.64,13.17,21.14,29.69,55.26,17.07,42.63,32.42,-,23.21,-
25,Current Unearned Revenue,76.82,64.84,82.38,114.97,94.6,99.43,95.49,113.73,81.11,91.98,104.95,132.77,66.16,53.2,55.08,67.4,-,58.52,-
26,Other Current Liabilities,129.69,81.11,176.18,100.93,242.71,100.27,238,42.93,195.26,45.22,186.14,45.28,196.18,78.09,171.51,100.86,-,70.37,-
27,Total Current Liabilities,431.31,726.05,951.58,1138,1124,1159,1099,962.51,1036,1041,913.67,872.77,713.55,708.63,549.45,786.02,-,576.04,-
28,Long-Term Debt,486.1,479.84,471.18,462.67,514.25,447.47,439.38,531.6,423.63,-,-,-,-,-,-,-,-,-,-
29,Long-Term Leases,0.15,0.24,1.46,2.36,5.4,5.42,5.64,6.95,7.07,9.44,6.66,7.26,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,60.13,60.81,61.49,62.17,60.95,61.95,36.42,36.83,34.83,35.26,21.16,21.62,21.75,22.19,22.64,21.08,-,10.74,-
31,Long-Term Deferred Tax Liabilities,1.28,1.41,2.27,2.34,1.61,1.67,1.71,1.45,-,-,-,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,19.41,19.94,19.22,19.22,15.86,15.67,15.66,15.67,21.47,21.45,21.8,20.33,17.92,15.92,14.09,13.55,-,10.85,-
33,Total Liabilities,998.39,1288,1507,1686,1722,1691,1598,1555,1523,1107,963.29,921.98,753.21,746.74,586.18,820.65,-,597.63,-
34,Common Stock,407.69,407.71,408.87,408.54,408.64,408.73,408.77,405,405,405,405,405,405,405,405,405,-,364.5,-
35,Additional Paid-In Capital,477.4,477.62,490.07,486.38,514.43,505.16,494.73,444.03,448.13,448.13,448.13,448.13,448.13,448.13,448.13,448.13,-,0.53,-
36,Retained Earnings,467.78,493.73,735.2,698.23,673.68,587.02,745.11,696.25,600.64,641.7,684.83,624.74,522.43,388.3,536.22,492.01,-,266.87,-
37,Treasury Stock,-31.56,-31.8,-47.66,-43.6,-44.84,-45.99,-48.73,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.95,99.95,-,-,-,-,-,-,-,-,-,-
39,Total Common Equity,1421,1447,1686,1649,1652,1555,1700,1645,1554,1495,1538,1478,1376,1241,1389,1345,-,631.9,581.88
