,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,129577238,132503175,146505877,136892082,141280988,141280988,155074694,148386837,155492685,159045609,151103779,150894783,169077396,180572150,187260008,188931972,205614999,227346666,227564147,196254051,158466004,Upgrade
1,Market Cap Growth,-6.21%,-6.21%,-5.53%,-7.75%,-9.14%,-11.17%,2.63%,-1.66%,-8.03%,-11.92%,-19.31%,-20.13%,-17.77%,-20.57%,-17.71%,-3.73%,29.75%,12.06%,0.76%,-8.37%,-32.49%,Upgrade
2,Enterprise Value,117182352,116164866,134201009,125676909,130016048,125897239,144005395,139532432,143675476,148767133,140024391,143117525,157818965,170561044,177882607,180115700,196019299,216078122,217607800,189000188,151058616,Upgrade
3,Last Close Price,62000.00,63400.00,69555.75,62807.25,64820.91,63993.41,69724.81,64569.87,67661.94,69207.98,64597.14,62345.77,69858.34,73381.73,76099.57,75474.74,81144.21,88899.56,88981.27,75542.28,60207.44,Upgrade
4,PE Ratio,15.42,15.76,17.04,15.76,17.24,17.81,20.64,20.28,21.52,20.95,19.14,17.71,18.33,19.13,19.87,19.73,21.00,22.81,22.76,20.42,16.73,Upgrade
5,Forward PE,14.01,14.06,15.75,15.41,15.93,15.84,17.52,17.47,17.40,16.90,16.02,15.66,16.80,16.87,17.88,17.86,19.63,20.23,21.57,19.59,16.00,Upgrade
6,PS Ratio,2.10,2.14,2.37,2.21,2.33,2.34,2.59,2.46,2.59,2.65,2.49,2.48,2.74,2.96,3.15,3.21,3.50,3.81,3.83,3.37,2.77,Upgrade
7,PB Ratio,4.01,3.66,4.16,3.57,3.94,4.03,4.56,4.05,4.51,4.85,4.46,4.10,4.83,5.04,5.53,5.50,6.05,6.76,7.18,6.07,4.91,Upgrade
8,P/TBV Ratio,4.39,4.39,5.02,4.27,4.78,4.81,5.49,4.79,5.37,5.84,5.31,4.81,5.76,5.98,6.66,6.61,7.29,8.09,8.71,7.33,5.96,Upgrade
9,P/FCF Ratio,16.31,16.68,20.94,19.63,20.00,-,20.86,19.41,-,21.58,21.25,22.97,-,22.85,22.40,22.41,24.37,25.50,21.76,19.83,15.81,Upgrade
10,P/OCF Ratio,13.68,13.68,16.51,15.82,16.30,17.91,17.16,15.90,17.65,18.02,17.78,18.13,20.16,19.14,19.22,20.02,21.67,22.33,19.28,17.07,13.33,Upgrade
11,PEG Ratio,2.19,2.07,2.06,2.06,1.55,1.60,1.78,2.24,2.72,2.90,3.82,3.73,2.80,2.74,3.82,2.89,2.13,2.45,2.58,2.75,2.39,Upgrade
12,EV/Sales Ratio,1.90,1.88,2.17,2.03,2.15,2.09,2.41,2.32,2.39,2.48,2.31,2.35,2.56,2.80,2.99,3.06,3.34,3.62,3.66,3.25,2.64,Upgrade
13,EV/EBITDA Ratio,9.19,9.13,10.42,9.73,10.49,10.43,12.32,11.96,12.46,12.30,11.21,10.96,11.29,12.07,12.58,12.43,13.42,14.33,14.45,13.05,10.54,Upgrade
14,EV/EBIT Ratio,11.23,11.16,12.73,11.81,12.84,12.88,15.34,14.94,15.62,15.25,13.82,13.40,13.63,14.50,15.51,15.33,16.54,17.62,17.25,15.49,12.39,Upgrade
15,EV/FCF Ratio,14.75,14.62,19.18,18.02,18.40,-,19.37,18.25,-,20.18,19.69,21.79,-,21.59,21.28,21.36,23.23,24.24,20.81,19.10,15.07,Upgrade
16,Debt / Equity Ratio,0.26,0.26,0.24,0.21,0.19,0.24,0.21,0.17,0.20,0.15,0.28,0.27,0.31,0.26,0.27,0.28,0.28,0.22,0.21,0.20,0.19,Upgrade
17,Debt / EBITDA Ratio,0.73,0.81,0.65,0.55,0.57,0.70,0.54,0.52,0.65,0.47,0.72,0.82,0.86,0.78,0.59,0.62,0.70,0.62,0.39,0.40,0.41,Upgrade
18,Debt / FCF Ratio,1.17,1.17,1.21,1.14,0.97,-,0.96,0.84,-,0.67,1.33,1.49,-,1.20,1.09,1.14,1.12,0.84,0.63,0.64,0.63,Upgrade
19,Asset Turnover,1.10,1.11,1.26,1.08,1.16,1.18,1.21,1.14,1.21,1.22,1.12,1.04,1.20,1.23,1.21,1.06,1.17,1.25,1.30,1.25,Upgrade,
20,Inventory Turnover,6.13,6.29,5.79,5.77,5.08,6.21,6.05,5.56,5.57,6.51,6.04,4.79,4.57,5.53,5.59,5.32,5.23,6.11,6.06,5.85,5.63,Upgrade
21,Quick Ratio,1.69,1.69,1.54,1.96,1.80,1.69,1.53,1.89,1.71,1.65,1.63,1.74,1.52,1.67,1.52,1.49,1.54,1.69,1.41,1.42,1.50,Upgrade
22,Current Ratio,2.03,2.03,1.84,2.42,2.29,2.10,1.85,2.43,2.25,2.06,2.02,2.22,2.01,2.12,1.94,1.93,1.99,2.09,1.74,1.80,1.99,Upgrade
23,Return on Equity (ROE),24.05%,26.13%,29.06%,24.90%,27.24%,28.68%,25.06%,22.65%,22.43%,26.30%,23.42%,25.79%,25.39%,34.70%,33.51%,30.73%,27.38%,39.20%,38.20%,35.84%,Upgrade,
24,Return on Assets (ROA),10.22%,11.81%,14.35%,11.60%,11.35%,12.93%,12.57%,10.57%,10.34%,12.80%,11.15%,12.32%,11.56%,15.42%,15.75%,14.08%,10.86%,17.62%,17.67%,17.69%,Upgrade,
