,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,49.68,145.3,140.92,98.77,118.38,58.8,52.71,95.53,231.55,277.25
1,Short-Term Investments,23.71,21.08,19.59,21.38,21.78,20.61,20.67,22.38,17.3,16.14
2,Cash & Short-Term Investments,73.39,166.39,160.51,120.15,140.16,79.4,73.37,117.91,248.85,293.39
3,Cash Growth,-54.27%,38.48%,14.52%,51.32%,91.02%,-32.66%,-70.52%,-59.81%,10.97%,-19.12%
4,Accounts Receivable,544.62,547.44,517.43,595.11,563.9,637.93,574.42,544.18,496.07,547.21
5,Other Receivables,2.93,1.91,2.59,6.55,2.27,15.97,18.67,20.48,14.18,18.81
6,Receivables,547.55,549.34,520.02,601.66,566.17,653.91,593.08,564.66,510.25,566.02
7,Inventory,130.66,130.37,108.85,111.48,148.16,164.78,173.53,161.15,115.28,156.93
8,Other Current Assets,34.8,28.61,34.51,33.45,34.56,22.43,21.73,20.8,18.11,17.59
9,Total Current Assets,786.4,874.72,823.89,866.74,889.05,920.52,861.71,864.52,892.5,1034
10,"Property, Plant & Equipment",794.24,753.93,754.99,794.58,710.37,695.73,629.35,610.15,596.32,620.93
11,Long-Term Deferred Tax Assets,24.41,18.54,18.8,15.97,15.1,12.75,10.28,9.24,9.83,9.96
12,Other Long-Term Assets,29.55,14.64,2.23,5.41,37.79,13.34,54.21,3.46,36.35,5.24
13,Total Assets,1635,1662,1600,1683,1652,1642,1556,1487,1535,1670
14,Accounts Payable,249.35,258.48,237.59,243.8,255.09,269.05,266.65,287.46,283.27,349.21
15,Accrued Expenses,59.9,63.89,62.56,87.35,79.47,73.14,61.73,69.8,58.39,62.56
16,Short-Term Debt,63.28,82.38,37.87,69.77,399.45,61.49,300,265,280.2,320
17,Current Portion of Long-Term Debt,267.21,262,346.83,311.95,-,330,-,-,-,-
18,Current Portion of Leases,41.54,82,33.04,66.36,33.36,38.18,49.21,45.12,51.83,47.88
19,Current Income Taxes Payable,2.65,3.65,5.25,12.9,9.53,7.03,7.14,10.16,9.92,11.49
20,Current Unearned Revenue,3.35,3.11,2.62,2.83,5.99,3.74,2.51,3.25,3.29,2.73
21,Other Current Liabilities,21.96,-,22.18,-,20.56,-,40.05,-,20.34,40.09
22,Total Current Liabilities,709.23,755.52,747.94,794.96,803.45,782.63,727.3,680.8,707.24,833.96
23,Long-Term Debt,56.3,27.97,-,-,-,-,-,-,-,-
24,Long-Term Leases,320.61,292.96,268.79,285.2,234.01,229.32,198.08,158.71,186.83,204.42
25,Total Liabilities,1086,1076,1017,1080,1037,1012,925.38,839.5,894.07,1038
26,Common Stock,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
27,Additional Paid-In Capital,398.31,398.31,398.31,398.31,398.31,398.31,398.31,398.31,398.31,398.31
28,Retained Earnings,143.59,180.69,184.02,201.36,208.5,219.18,218.91,236.23,227.51,218.55
29,Comprehensive Income & Other,4.13,3.94,-1.6,0.43,5.6,10.46,10.52,10.89,12.66,12.36
30,Shareholders' Equity,548.46,585.38,583.18,602.55,614.85,630.4,630.18,647.87,640.93,631.66
31,Total Liabilities & Equity,1635,1662,1600,1683,1652,1642,1556,1487,1535,1670
32,Total Debt,748.93,747.31,686.53,733.28,666.82,658.99,547.3,468.83,518.86,572.31
33,Net Cash (Debt),-675.54,-580.93,-526.03,-613.13,-526.66,-579.58,-473.92,-350.92,-270.01,-278.92
34,Net Cash Per Share,-2.25,-1.93,-1.75,-2.04,-1.75,-1.93,-1.58,-1.17,-0.90,-0.93
35,Filing Date Shares Outstanding,300.63,300.63,300.63,300.63,300.63,300.63,300.63,300.63,300.63,300.63
36,Total Common Shares Outstanding,300.63,300.63,300.63,300.63,300.63,300.63,300.63,300.63,300.63,300.63
37,Working Capital,77.17,119.2,75.95,71.79,85.6,137.89,134.42,183.73,185.26,199.96
38,Book Value Per Share,1.82,1.95,1.94,2.00,2.05,2.10,2.10,2.16,2.13,2.10
39,Tangible Book Value,548.46,585.38,583.18,602.55,614.85,630.4,630.18,647.87,640.93,631.66
40,Tangible Book Value Per Share,1.82,1.95,1.94,2.00,2.05,2.10,2.10,2.16,2.13,2.10
41,Buildings,-,127.42,-,127.42,-,127.42,-,127.42,-,127.42
42,Machinery,-,780.42,-,762.6,-,699.32,-,633.06,-,584.07
43,Construction In Progress,-,1.09,-,3.49,-,4.03,-,3.1,-,3.32
44,Leasehold Improvements,-,105.27,-,104.49,-,83.44,-,69.46,-,64.07
