,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,7.04,7.53,8.54,11.8,11.5,9.79,6.29,6.01,4.34,4.64
1,Revenue Growth (YoY),-17.52%,-36.17%,-25.75%,20.54%,82.95%,63.00%,44.97%,29.47%,-12.76%,-45.86%
2,Cost of Revenue,4.23,5.42,4.71,6.21,6.39,5.81,5.29,5.11,3.8,3.42
3,Gross Profit,2.82,2.11,3.83,5.6,5.12,3.98,1,0.9,0.54,1.22
4,"Selling, General & Admin",2.8,4.12,2.15,3.22,2.2,3.62,2.56,1.99,1.68,0.81
5,Research & Development,1.43,1.47,1.34,1.25,0.85,0.96,0.73,0.59,-,-
6,Other Operating Expenses,-0.01,-0.01,-0.01,0.08,-0.12,0.03,-0.08,0.34,-0.34,0
7,Operating Expenses,4.22,5.58,3.49,4.54,2.92,4.61,3.21,2.92,1.34,0.81
8,Operating Income,-1.41,-3.47,0.34,1.05,2.2,-0.63,-2.21,-2.02,-0.8,0.41
9,Interest Expense,-0.03,-0.03,-0.03,-0.02,-0.03,-0.04,-0.04,-0.04,-0.05,-0.06
10,Interest & Investment Income,0.54,0.36,0.3,0.15,0.01,0.01,0.02,0.04,0.12,0.08
11,Currency Exchange Gain (Loss),1.18,-1.08,0.14,-0.7,0.48,0.05,0.31,-0.98,1.03,-0
12,Other Non Operating Income (Expenses),-0.4,-0.39,-0.26,-0,-0,-0,-,-0.01,-,-
13,EBT Excluding Unusual Items,-0.12,-4.61,0.49,0.48,2.66,-0.62,-1.93,-3.01,0.3,0.43
14,Gain (Loss) on Sale of Assets,-,0,-,0.07,-,0,-,-0,-,-
15,Other Unusual Items,-,-,-,-,-,0.01,-,-,-,-
16,Pretax Income,-0.12,-4.61,0.49,0.56,2.66,-0.61,-1.93,-3.01,0.3,0.43
17,Income Tax Expense,0.3,0.25,0.5,0.29,0.86,0.21,0.39,-0.17,0.06,0.37
18,Net Income,-0.41,-4.86,-0.02,0.26,1.8,-0.82,-2.32,-2.84,0.24,0.05
19,Net Income to Common,-0.41,-4.86,-0.02,0.26,1.8,-0.82,-2.32,-2.84,0.24,0.05
20,Net Income Growth,-,-,-,-,-,-,-,-,3866.67%,-97.60%
21,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
22,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
23,Shares Change (YoY),-,-,-,-,-,-,-,-,-,1.88%
24,EPS (Basic),-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00
25,EPS (Diluted),-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00
26,EPS Growth,-,-,-,-,-,-,-,-,3866.67%,-97.64%
27,Free Cash Flow,-0.47,-2.33,0.82,1.5,1.55,-0.47,-1.1,-0.73,0.98,-0.71
28,Free Cash Flow Per Share,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00
29,Operating Margin,-19.99%,-46.02%,3.99%,8.91%,19.10%,-6.44%,-35.21%,-33.67%,-18.40%,8.82%
30,Profit Margin,-5.86%,-64.54%,-0.18%,2.22%,15.64%,-8.40%,-36.88%,-47.24%,5.49%,1.14%
31,Free Cash Flow Margin,-6.66%,-30.93%,9.59%,12.73%,13.48%,-4.80%,-17.45%,-12.17%,22.60%,-15.20%
32,EBITDA,-0.8,-2.94,1.12,1.57,3.2,0.17,-1.12,-1,0.2,1.49
33,D&A For EBITDA,0.61,0.52,0.78,0.52,1,0.8,1.09,1.03,1,1.08
34,EBIT,-1.41,-3.47,0.34,1.05,2.2,-0.63,-2.21,-2.02,-0.8,0.41
