,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,4.77,13.74,20.08,24.04,17.49,13.96,17.33,16.6,15.57,15.89
1,Short-Term Investments,0.02,0.07,0.15,0.15,-,0.34,0.07,0.1,0.11,0.12
2,Cash & Short-Term Investments,4.79,13.81,20.23,24.19,17.49,14.3,17.4,16.7,15.68,16.01
3,Cash Growth,-76.34%,-42.90%,15.61%,69.14%,0.57%,-14.35%,10.92%,4.29%,-18.55%,-12.96%
4,Accounts Receivable,3.19,4.47,4.44,4.34,3.58,3.93,1.75,2.82,4.95,6.09
5,Other Receivables,0.03,0.1,-,0.06,-,0.12,-,0.29,-,0.01
6,Receivables,3.22,4.58,4.44,4.41,3.58,4.05,1.75,3.1,4.95,6.1
7,Inventory,0.1,0.03,0.04,0.05,0.08,0.12,0.19,-,-,-
8,Prepaid Expenses,0.29,0.28,0.38,0.3,0.32,0.11,0.15,0.08,0.11,0.1
9,Other Current Assets,1.78,1.72,1.72,1.71,2.52,9.26,0.21,0.21,0.21,0.21
10,Total Current Assets,10.17,20.41,26.8,30.66,24,27.83,19.69,20.09,20.96,22.42
11,"Property, Plant & Equipment",34.17,34.91,24.89,25.37,14.91,14.45,25.12,25.31,25.54,25.88
12,Long-Term Investments,19.82,14.71,14.56,13.34,17.67,13.97,10.19,10.19,0.95,0.15
13,Goodwill,-,-,-,-,-,-,-,-,9.08,-
14,Other Intangible Assets,0.07,0.07,0.06,0.06,0.06,0.25,0.2,0.2,0.2,0.2
15,Other Long-Term Assets,-,-,-,-,-,-,4.18,4.18,4.23,4.23
16,Total Assets,64.23,70.1,66.31,69.42,56.64,56.5,59.38,59.97,60.95,52.87
17,Accounts Payable,1.04,4.17,2.05,1.78,1.12,1.2,1.03,1.29,0.76,1.77
18,Accrued Expenses,1.19,2.11,1.21,1.69,1.32,1.64,1.04,1.71,0.89,2.09
19,Current Portion of Long-Term Debt,0.12,0.12,0.13,0.14,-,-,-,-,-,-
20,Current Portion of Leases,0.08,0.14,0.27,0.33,-,-,-,-,-,-
21,Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,0.03
22,Current Unearned Revenue,0.62,0.81,0.52,1.8,3.01,1.69,3.18,2.56,4.1,-
23,Other Current Liabilities,6.56,7.81,9.3,9.49,2.46,2.89,2.32,2.33,2.31,1.61
24,Total Current Liabilities,9.61,15.16,13.47,15.23,7.91,7.42,7.56,7.89,8.05,5.5
25,Long-Term Debt,5.3,5.36,5.42,5.48,-,-,-,-,-,-
26,Long-Term Leases,0.02,0.05,0.09,0.19,0.47,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,0.36,0.36,0.23,0.23,0.23,0.23,-,-,-,-
28,Total Liabilities,15.29,20.93,19.2,21.12,8.61,7.65,7.56,7.89,8.05,5.5
29,Common Stock,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.45
30,Additional Paid-In Capital,34.44,34.44,34.44,34.44,34.44,34.44,34.44,34.44,34.44,26.7
31,Retained Earnings,0.22,0.68,-0.32,0.73,1.14,1.63,5.34,5.61,6.42,8.74
32,Comprehensive Income & Other,12.7,12.47,11.4,11.55,10.87,11.2,10.45,10.45,10.45,10.48
33,Total Common Equity,48.94,49.17,47.11,48.3,48.03,48.86,51.82,52.08,52.9,47.37
34,Minority Interest,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
35,Shareholders' Equity,48.94,49.17,47.11,48.3,48.03,48.85,51.82,52.08,52.89,47.37
36,Total Liabilities & Equity,64.23,70.1,66.31,69.42,56.64,56.5,59.38,59.97,60.95,52.87
37,Total Debt,5.52,5.68,5.9,6.14,0.47,-,-,-,-,-
38,Net Cash (Debt),-0.73,8.13,14.32,18.05,17.02,14.3,17.4,16.7,15.68,16.01
39,Net Cash Growth,-,-54.95%,-15.87%,26.22%,-2.13%,-14.35%,10.92%,4.29%,-18.36%,-5.62%
40,Net Cash Per Share,-0.00,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
41,Filing Date Shares Outstanding,915.6,915.6,915.6,915.6,915.6,915.6,915.6,915.6,915.6,840
42,Total Common Shares Outstanding,915.6,915.6,915.6,915.6,915.6,915.6,915.6,915.6,915.6,840
43,Working Capital,0.56,5.25,13.33,15.43,16.09,20.42,12.13,12.2,12.9,16.91
44,Book Value Per Share,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06
45,Tangible Book Value,48.87,49.1,47.05,48.24,47.97,48.61,51.62,51.88,43.62,47.17
46,Tangible Book Value Per Share,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06
47,Land,-,30.14,-,20.25,-,10.8,-,19.29,-,19.4
48,Buildings,-,3.4,-,2.7,-,2.7,-,5.43,-,5.58
49,Machinery,-,2.75,-,2.75,-,2.18,-,1.84,-,2.6
