,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,5.55,13.19,5.62,6.89,6.81,8.1,6.54,4.66,2.51,6.27
1,Revenue Growth (YoY),-1.17%,91.58%,-17.46%,-15.00%,4.13%,73.67%,161.00%,-25.65%,-81.62%,-38.15%
2,Cost of Revenue,4.83,10.37,5.39,5.8,5.81,6.33,5.28,4.29,2.91,10.11
3,Gross Profit,0.72,2.82,0.23,1.09,1,1.77,1.26,0.37,-0.41,-3.84
4,"Selling, General & Admin",3.44,3.96,2.93,2.98,2.25,2.27,2.04,2.58,2.42,2.73
5,Operating Expenses,3.44,3.96,2.93,2.98,2.25,2.27,2.04,2.58,2.42,3.4
6,Operating Income,-2.72,-1.13,-2.7,-1.89,-1.25,-0.51,-0.78,-2.2,-2.82,-7.24
7,Interest Expense,-0.14,-0.14,-0.12,-0.2,-0,-,-,-,-,-0
8,Interest & Investment Income,0.29,0.05,0.34,-,0.21,0.18,-,0.01,0.06,0.09
9,Earnings From Equity Investments,-0.01,-0.25,-0.2,-0.47,-,-,-,-,-,-
10,Other Non Operating Income (Expenses),1.93,2.5,1.59,2.32,0.24,0.1,0.09,0.16,0.12,0.1
11,EBT Excluding Unusual Items,-0.64,1.03,-1.08,-0.23,-0.81,-0.22,-0.69,-2.03,-2.64,-7.06
12,Gain (Loss) on Sale of Investments,0.16,-0.08,0.03,-0.31,0.04,-5.74,-,-,-,-
13,Gain (Loss) on Sale of Assets,0.02,-,-,0.06,0.27,1.6,0.01,0.06,0.02,-0
14,Asset Writedown,-,0.08,-,-0.08,-,0.48,-,-0.07,-,0.27
15,Other Unusual Items,-,-,-,0.15,-,0.15,0.42,1.07,0.46,-
16,Pretax Income,-0.46,1.03,-1.05,-0.41,-0.5,-3.74,-0.26,-0.97,-2.16,-6.79
17,Income Tax Expense,-,-0.02,-,-,-,-,-,-,-,-0.05
18,Earnings From Continuing Operations,-0.46,1.04,-1.05,-0.41,-0.5,-3.74,-0.26,-0.97,-2.16,-6.74
19,Minority Interest in Earnings,-,0,-,-,-,0,-,-,-,0
20,Net Income,-0.46,1.04,-1.05,-0.41,-0.5,-3.74,-0.26,-0.97,-2.16,-6.74
21,Net Income to Common,-0.46,1.04,-1.05,-0.41,-0.5,-3.74,-0.26,-0.97,-2.16,-6.74
22,Shares Outstanding (Basic),916,916,916,916,916,916,916,907,916,840
23,Shares Outstanding (Diluted),916,916,916,916,916,916,916,907,916,840
24,Shares Change (YoY),-,-,-,-,-,0.91%,-,8.02%,9.00%,-19.07%
25,EPS (Basic),-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01
26,EPS (Diluted),-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01
27,Free Cash Flow,-3,-4.51,-2.39,-9.28,-0.81,-2.89,0.64,0.99,-0.59,-3.21
28,Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-0.00,-0.00
29,Operating Margin,-49.02%,-8.60%,-48.00%,-27.41%,-18.39%,-6.23%,-11.95%,-47.23%,-112.65%,-115.34%
30,Profit Margin,-8.36%,7.89%,-18.63%,-5.98%,-7.33%,-46.15%,-4.04%,-20.84%,-86.11%,-107.36%
31,Free Cash Flow Margin,-53.93%,-34.17%,-42.48%,-134.74%,-11.91%,-35.68%,9.76%,21.27%,-23.55%,-51.24%
32,EBITDA,-2.07,-0.37,-2.43,-1.59,-1.06,-0.28,-0.59,-1.97,-2.56,-6.91
33,D&A For EBITDA,0.65,0.76,0.26,0.3,0.19,0.23,0.2,0.23,0.27,0.32
34,EBIT,-2.72,-1.13,-2.7,-1.89,-1.25,-0.51,-0.78,-2.2,-2.82,-7.24
