,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,82,78,128,147,136,122,126,118,113,153,183,Upgrade
1,Market Cap Growth,-46.60%,-46.60%,-6.15%,20.69%,8.33%,3.57%,11.11%,-23.29%,-37.93%,-29.81%,-41.22%,Upgrade
2,Enterprise Value,-103,-93,-61,-77,-18,-19,11,11,54,84,107,Upgrade
3,Last Close Price,0.20,0.19,0.30,0.35,0.30,0.26,0.25,0.23,0.20,0.27,0.32,Upgrade
4,PE Ratio,-,-3.45,-,8.04,3.24,2.84,3.41,3.21,7.20,40.98,-,Upgrade
5,PS Ratio,0.24,0.23,0.38,0.37,0.30,0.26,0.31,0.35,0.41,0.64,0.79,Upgrade
6,PB Ratio,0.29,0.28,0.47,0.48,0.44,0.41,0.45,0.44,0.45,0.63,0.77,Upgrade
7,P/TBV Ratio,0.28,0.28,0.47,0.48,0.44,0.41,0.45,0.44,0.45,0.63,0.77,Upgrade
8,P/FCF Ratio,-,-,-,-,1.40,2.01,3.37,2.69,3.44,-,98.08,Upgrade
9,P/OCF Ratio,-,-,-,-,1.36,1.71,2.46,2.18,3.01,-,60.89,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,0.03,0.03,0.19,0.35,0.46,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,0.34,0.37,5.78,-130.80,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,0.41,0.45,13.85,-14.23,-,Upgrade
13,EV/FCF Ratio,3.69,-,-,-,-,-,0.29,0.25,1.63,-,57.39,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.04,0.05,0.06,0.07,0.08,0.04,0.03,0.03,0.03,Upgrade
15,Debt / FCF Ratio,-,-,-,-,0.19,0.32,0.60,0.22,0.22,-,3.84,Upgrade
16,Return on Capital Employed (ROCE),-,-14.66%,-,-,11.42%,11.52%,9.04%,8.84%,1.52%,-2.43%,-,Upgrade
17,Earnings Yield,-27.76%,-28.95%,-17.76%,12.43%,30.88%,35.20%,29.32%,31.14%,13.89%,2.44%,1.61%,Upgrade
18,FCF Yield,-34.23%,-35.69%,-45.43%,24.61%,71.23%,49.71%,29.69%,37.23%,29.07%,1.09%,1.02%,Upgrade
19,Buyback Yield / Dilution,0.01%,0.02%,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,0.01%,0.02%,-,-,-,-,-,-,-,-,-,Upgrade
