,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,23.7,48.51,41,13.03,27.63,2.1,2.21,8.04,6.07,4.86
1,Revenue Growth (YoY),-42.19%,272.29%,48.37%,521.61%,1149.10%,-73.92%,-63.56%,65.27%,991.73%,-
2,Cost of Revenue,1.19,2.01,0.02,0.06,0.07,0.14,-,0.16,0.29,0.33
3,Gross Profit,22.52,46.5,40.97,12.97,27.56,1.96,2.21,7.88,5.78,4.53
4,"Selling, General & Admin",9.63,11.98,8.58,11.94,15.34,28.13,11.93,40.99,5.31,5.27
5,Research & Development,13.1,16.7,28.38,51.52,83.62,65.92,41.18,40.05,15.2,21.44
6,Other Operating Expenses,-,0.5,-,-,-,-,-,-,-,-
7,Operating Expenses,22.72,29.19,36.95,63.46,98.96,94.05,53.12,81.03,20.5,26.71
8,Operating Income,-0.21,17.31,4.02,-50.49,-71.4,-92.1,-50.9,-73.16,-14.72,-22.18
9,Interest Expense,-1.56,-1.53,-2.35,-1.41,-0.57,-0.14,-0.04,-,-0.24,-0.07
10,Interest & Investment Income,-,5.62,-,2.87,-,0.75,1.52,0.66,0.3,0.42
11,Currency Exchange Gain (Loss),-,-0.85,-,-5.38,-,0.33,0.36,1.95,-,0.04
12,Other Non Operating Income (Expenses),3.49,-0.27,1.23,1.74,-0.88,1.41,0.79,-177.66,-33.78,-8.21
13,EBT Excluding Unusual Items,1.72,20.29,2.9,-52.67,-72.85,-89.74,-48.27,-248.2,-48.44,-30.01
14,Gain (Loss) on Sale of Investments,-,-0.51,-,1.04,-,0.18,0.01,-,-,-
15,Gain (Loss) on Sale of Assets,-,-0,-,-12.54,-,-,-,-,-,-
16,Other Unusual Items,-,-,-,-,-,13.34,-13.34,-,-,-
17,Pretax Income,1.72,19.78,2.9,-64.17,-72.85,-76.23,-61.6,-248.2,-48.44,-30.01
18,Income Tax Expense,0.33,-0.07,-0.01,0.02,0.23,0.03,0.02,-0.05,-0.05,-0.05
19,Earnings From Continuing Operations,1.4,19.85,2.91,-64.19,-73.08,-76.26,-61.62,-248.16,-48.38,-29.96
20,Minority Interest in Earnings,0.03,0.03,0.01,0.02,0.03,0.05,0.06,0.07,0.08,0.01
21,Net Income,1.42,19.88,2.92,-64.17,-73.05,-76.22,-61.56,-248.09,-48.31,-29.94
22,Net Income to Common,1.42,19.88,2.92,-64.17,-73.05,-76.22,-61.56,-248.09,-48.31,-29.94
23,Net Income Growth,-51.27%,-,-,-,-,-,-,-,-,-
24,Shares Outstanding (Basic),735,736,732,726,733,735,730,228,123,120
25,Shares Outstanding (Diluted),739,736,740,726,733,735,730,228,123,120
26,Shares Change (YoY),-0.11%,1.31%,0.95%,-1.17%,0.37%,221.96%,491.45%,90.29%,6.41%,-
27,EPS (Basic),0.00,0.03,0.00,-0.09,-0.10,-0.10,-0.08,-1.09,-0.39,-0.25
28,EPS (Diluted),0.00,0.03,0.00,-0.09,-0.10,-0.10,-0.08,-1.09,-0.39,-0.25
29,EPS Growth,-51.23%,-,-,-,-,-,-,-,-,-
30,Free Cash Flow,41.99,-21.85,0.33,-64.32,-53.56,-67.96,-71.1,-16.72,-19.13,-25.96
31,Free Cash Flow Per Share,0.06,-0.03,0.00,-0.09,-0.07,-0.09,-0.10,-0.07,-0.15,-0.22
32,Operating Margin,-0.86%,35.68%,9.80%,-387.54%,-258.40%,-4393.85%,-2301.27%,-910.28%,-242.52%,-456.06%
33,Profit Margin,6.01%,40.97%,7.13%,-492.52%,-264.39%,-3636.31%,-2783.00%,-3086.87%,-795.80%,-615.73%
34,Free Cash Flow Margin,177.18%,-45.05%,0.81%,-493.65%,-193.85%,-3242.27%,-3214.38%,-208.09%,-315.19%,-533.77%
35,EBITDA,0.99,18.34,5.78,-49.23,-67.84,-89.73,-48.64,-71.25,-12.38,-20.13
36,D&A For EBITDA,1.2,1.04,1.76,1.27,3.55,2.37,2.26,1.91,2.34,2.05
37,EBIT,-0.21,17.31,4.02,-50.49,-71.4,-92.1,-50.9,-73.16,-14.72,-22.18
