,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,183.04,140.32,179.34,171.71,202.86,216.3,281.02,356.79,89.44,33.39
1,Short-Term Investments,-,0.4,-,0.8,-,0.67,-,0.46,0.39,0.38
2,Trading Asset Securities,-,-,-,-,-,-,-,0.15,1.13,0.4
3,Cash & Short-Term Investments,183.04,140.73,179.34,172.51,202.86,216.97,281.02,357.41,90.96,34.17
4,Cash Growth,2.06%,-18.42%,-11.59%,-20.50%,-27.82%,-39.29%,208.97%,946.04%,-,-
5,Accounts Receivable,1.47,52.32,7.19,7.12,0.1,0.03,2.21,1.06,0.43,1.67
6,Other Receivables,-,10.13,-,18.16,-,5.53,-,5.19,2.58,3.33
7,Receivables,1.47,65.27,7.19,28.15,0.1,5.55,2.21,6.25,3.01,5.01
8,Inventory,0.62,-,1,1.04,-,-,-,-,-,-
9,Restricted Cash,0.65,0.65,0.64,0.66,-,-,-,-,-,-
10,Other Current Assets,17.12,3.52,14.87,6.65,18.01,18.34,16.85,5.64,8.16,7.31
11,Total Current Assets,202.89,210.18,203.04,209.01,220.96,240.87,300.09,369.3,102.12,46.48
12,"Property, Plant & Equipment",3.47,4.88,6.43,7.96,14.86,19.08,13.62,11.61,12.6,14.83
13,Long-Term Investments,5.71,5.75,6.13,6.36,6.44,5.84,5.64,-,-,-
14,Other Intangible Assets,7.63,7.68,7.92,8.17,8.47,8.49,7.88,7.8,7.94,8.19
15,Other Long-Term Assets,-,-,-,0.63,17.58,8.08,0.01,0.03,-,-
16,Total Assets,219.71,228.48,223.51,232.12,268.31,282.36,327.24,388.74,122.66,69.5
17,Accounts Payable,5.38,15.36,16.4,22.03,39.65,25.99,8.29,7.96,4.37,9.32
18,Accrued Expenses,-,7.1,-,4.27,-,8.14,-,5.85,1.83,2.47
19,Current Portion of Long-Term Debt,43.53,36.56,39.33,41.11,6.06,0.8,-,-,-,-
20,Current Portion of Leases,0.7,0.87,1,1.3,2.58,2.59,1.84,1.45,1.45,1.13
21,Current Income Taxes Payable,-,0.61,-,0.47,-,0.49,-,0.13,0.1,0.15
22,Current Unearned Revenue,1.31,1.25,1.02,1.47,0.99,1.23,1.39,1.36,1.79,4.43
23,Other Current Liabilities,7.82,2.37,6.86,4.4,6.63,1.81,5.81,8.81,0.77,0.41
24,Total Current Liabilities,58.74,64.13,64.61,75.04,55.91,41.06,17.34,25.55,10.3,17.91
25,Long-Term Debt,21.42,27.85,41.62,47.09,50.29,11.26,-,-,311.42,202.26
26,Long-Term Leases,0.53,0.73,1.09,1.44,2.83,4.83,3.48,0.28,0.59,0.77
27,Long-Term Unearned Revenue,14.14,14.08,13.65,13.86,0.31,0.36,0.42,-,-,-
28,Long-Term Deferred Tax Liabilities,2.06,2.06,2.18,2.2,2.17,1.95,1.92,1.9,1.95,2
29,Total Liabilities,96.9,108.85,123.15,139.62,111.51,59.45,23.15,27.73,324.25,222.95
30,Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
31,Additional Paid-In Capital,826.96,826.96,826.96,826.96,822.7,821.74,819.92,817.87,9.22,9.22
32,Retained Earnings,-709.88,-711.3,-731.18,-734.1,-669.93,-596.88,-520.66,-459.1,-211.01,-162.71
33,Treasury Stock,-8.87,-9.22,-8.87,-8.87,-8.87,-8.12,-0,-0,-0,-0
34,Comprehensive Income & Other,14.96,13.54,13.76,8.82,13.19,6.43,5.05,2.4,0.3,0.07
35,Total Common Equity,123.19,119.99,100.69,92.83,157.11,223.19,304.33,361.19,-201.48,-153.41
36,Minority Interest,-0.39,-0.36,-0.33,-0.33,-0.31,-0.28,-0.23,-0.18,-0.11,-0.04
37,Shareholders' Equity,122.81,119.63,100.36,92.5,156.8,222.91,304.1,361.01,-201.59,-153.45
38,Total Liabilities & Equity,219.71,228.48,223.51,232.12,268.31,282.36,327.24,388.74,122.66,69.5
39,Total Debt,66.18,66.01,83.04,90.93,61.76,19.47,5.32,1.73,313.45,204.17
40,Net Cash (Debt),116.85,74.71,96.3,81.58,141.1,197.5,275.7,355.69,-222.5,-170
41,Net Cash Growth,21.34%,-8.41%,-31.75%,-58.70%,-48.82%,-44.47%,-,-,-,-
42,Net Cash Per Share,0.16,0.10,0.13,0.11,0.19,0.27,0.38,1.56,-1.80,-1.42
43,Filing Date Shares Outstanding,736.61,734.41,732.65,732.15,727.06,727.36,731.77,730.04,125.15,125.15
44,Total Common Shares Outstanding,736.61,734.41,732.65,732.15,727.06,727.36,731.77,730.04,125.15,121.56
45,Working Capital,144.16,146.05,138.43,133.97,165.05,199.81,282.75,343.74,91.82,28.57
46,Book Value Per Share,0.17,0.16,0.14,0.13,0.22,0.31,0.42,0.49,-1.61,-1.26
47,Tangible Book Value,115.56,112.31,92.78,84.66,148.64,214.7,296.45,353.39,-209.42,-161.6
48,Tangible Book Value Per Share,0.16,0.15,0.13,0.12,0.20,0.30,0.41,0.48,-1.67,-1.33
49,Machinery,-,15.93,-,15.52,-,17.57,-,13.66,12.54,12.56
50,Construction In Progress,-,-,-,-,-,0.84,-,-,-,-
