,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,12710,11472,14763,27700,82333,16949,179702,14051,176192,121010,93368,75792,7166,5585,390288,162193,1760219,1308651,285462,146337,Upgrade
1,Revenue Growth (YoY),-84.56%,-32.31%,-91.78%,97.14%,-53.27%,-85.99%,92.47%,-81.46%,2358.78%,2066.61%,-76.08%,-53.27%,-99.59%,-99.57%,36.72%,10.83%,2858.37%,799.60%,159.04%,849.38%,Upgrade
2,Cost of Revenue,8525,8988,9678,17107,86627,17403,74613,9814,102370,52496,45996,38752,-45408,7021,248035,100385,1392844,1102952,142799,81116,Upgrade
3,Gross Profit,4185,2485,5085,10593,-4293,-453.41,105089,4236,73821,68514,47373,37040,52573,-1436,142253,61808,367375,205700,142663,65221,Upgrade
4,"Selling, General & Admin",3834,3138,5297,4517,30286,3435,10920,5755,25460,4804,8385,6823,11530,22988,21390,13632,41409,98863,13894,14135,Upgrade
5,Operating Expenses,3834,3138,5297,4517,30286,3435,10920,5755,25460,4804,8385,6823,11530,22988,21390,13632,41409,98863,13894,14135,Upgrade
6,Operating Income,351.09,-653.5,-212.61,6076,-34579,-3888,94170,-1518,48361,63709,38988,30217,41043,-24425,120863,48176,325966,106836,128769,51087,Upgrade
7,Interest Expense,-65512,-63816,-60764,-62026,-107449,-53613,-66246,-35841,-48510,-41848,-47010,-33123,-32937,-34371,-29326,-2663,-,-1579,-,-3017,Upgrade
8,Interest & Investment Income,-,81827,75955,62871,60195,64827,36953,41076,43071,39097,41552,27691,21013,20719,3048,262.99,1638,277.18,2228,191.49,Upgrade
9,Other Non Operating Income (Expenses),74659,-2055,-12271,-1509,-49225,-1046,-36319,-2884,-23623,-44207,-14784,-21578,14884,-447.08,-44047,-7024,-79613,-22397,-57337,-16741,Upgrade
10,EBT Excluding Unusual Items,9497,15303,2708,5411,-131058,6280,28558,832.42,19300,16751,18746,3207,44002,-38523,50538,38752,247992,83137,73660,31520,Upgrade
11,Gain (Loss) on Sale of Assets,-,2889,2515,-,167933,-,-,-,184.37,-,-,-,-,250000,120000,-,-4172,4172,28374,-14000,Upgrade
12,Other Unusual Items,-,-16351,-1345,-4821,-7738,-4208,-24629,-,-6379,-13916,-14243,-,-46404,312.02,257.5,1941,-7061,8597,5388,-,Upgrade
13,Pretax Income,9497,1842,3878,590.35,29136,2072,3929,832.42,13106,2835,4503,3207,-2402,211789,170795,40692,236759,95906,107422,17520,Upgrade
14,Income Tax Expense,9096,1655,3692,541.22,28659,1914,3613,699.41,8019,2532,4260,1663,19451,39726,40299,8307,85327,19053,13545,12390,Upgrade
15,Earnings From Continuing Operations,401.51,186.37,185.52,49.13,477.75,158.62,316.39,133.01,5086,302.79,243.3,1544,-21852,172063,130496,32386,151432,76853,93877,5130,Upgrade
16,Minority Interest in Earnings,-28.19,253.78,66.96,50.35,298.71,228.21,175.73,119.32,-1220,6.71,11.57,28.55,964.46,789.26,-439.98,5.31,-86.03,8.63,65.6,62.02,Upgrade
17,Net Income,373.32,440.15,252.47,99.48,776.46,386.83,492.12,252.33,3867,309.5,254.87,1573,-20888,172852,130056,32391,151346,76861,93942,5192,Upgrade
18,Preferred Dividends & Other Adjustments,-,-,7.41,24.28,50.14,-,15.47,29.78,154.66,-,12.38,73.1,2708,-,5290,8122,18819,-,12643,4957,Upgrade
19,Net Income to Common,373.32,440.15,245.07,75.2,726.33,386.83,476.65,222.55,3712,309.5,242.49,1499,-23596,172852,124766,24269,132527,76861,81299,235.2,Upgrade
20,Net Income Growth,-51.92%,13.78%,-48.70%,-60.57%,-79.92%,24.99%,93.09%,-83.95%,-,-99.82%,-99.80%,-95.15%,-,124.89%,38.44%,523.87%,-,-35.36%,-58.71%,16.46%,Upgrade
21,Shares Outstanding (Basic),124,88,114,99,104,97,102,102,105,103,124,73,77,67,94,74,101,102,96,81,Upgrade
22,Shares Outstanding (Diluted),124,88,114,99,104,97,102,102,105,103,124,73,77,67,94,74,101,102,96,81,Upgrade
23,Shares Change (YoY),19.50%,-8.97%,11.53%,-3.01%,-0.37%,-6.26%,-18.13%,39.80%,35.42%,53.57%,32.87%,-1.41%,-23.51%,-34.27%,-2.89%,-9.10%,2.54%,3.14%,-0.27%,-10.09%,Upgrade
24,EPS (Basic),3.00,5.00,2.16,0.76,6.97,4.00,4.68,2.18,35.51,3.00,1.95,20.57,-305.71,2573.00,1332.32,328.29,1313.36,752.00,843.11,2.89,Upgrade
25,EPS (Diluted),3.00,5.00,2.16,0.76,6.97,4.00,4.68,2.18,35.51,3.00,1.95,20.57,-305.71,2573.00,1332.32,328.29,1313.36,752.00,842.80,2.89,Upgrade
26,EPS Growth,-56.99%,25.00%,-53.90%,-65.16%,-80.36%,33.33%,140.08%,-89.38%,-,-99.88%,-99.85%,-93.73%,-,242.15%,58.08%,11251.22%,-,-37.33%,-63.23%,-,Upgrade
27,Free Cash Flow,20509,-349339,-195574,-210917,-637079,218969,-566989,484752,-283517,43715,-1052163,143965,514643,-443922,-89465,-94302,150374,3724,300685,-155810,Upgrade
28,Free Cash Flow Per Share,164.81,-3968.44,-1721.19,-2134.28,-6117.77,2264.22,-5565.48,4757.36,-2712.57,423.74,-8455.94,1975.26,6667.68,-6608.02,-955.35,-1275.65,1490.23,36.43,3118.23,-1915.87,Upgrade
29,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900.000,1600.000,-,-,Upgrade
30,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-64.00%,-,-,-,Upgrade
31,Gross Margin,32.92%,21.66%,34.44%,38.24%,-5.21%,-2.67%,58.48%,30.15%,41.90%,56.62%,50.74%,48.87%,733.67%,-25.71%,36.45%,38.11%,20.87%,15.72%,49.98%,44.57%,Upgrade
32,Operating Margin,2.76%,-5.70%,-1.44%,21.94%,-42.00%,-22.94%,52.40%,-10.81%,27.45%,52.65%,41.76%,39.87%,572.77%,-437.31%,30.97%,29.70%,18.52%,8.16%,45.11%,34.91%,Upgrade
33,Profit Margin,2.94%,3.84%,1.66%,0.27%,0.88%,2.28%,0.27%,1.58%,2.11%,0.26%,0.26%,1.98%,-329.29%,3094.82%,31.97%,14.96%,7.53%,5.87%,28.48%,0.16%,Upgrade
34,Free Cash Flow Margin,161.36%,-3045.01%,-1324.79%,-761.43%,-773.78%,1291.90%,-315.52%,3450.02%,-160.91%,36.13%,-1126.89%,189.95%,7181.93%,-7948.16%,-22.92%,-58.14%,8.54%,0.28%,105.33%,-106.47%,Upgrade
35,EBITDA,2506,-622.88,3712,8055,-30383,-1976,96183,446.1,51042,66130,42061,32152,43384,-22383,123085,50444,327571,109325,130976,53424,Upgrade
36,EBITDA Margin,19.72%,-5.43%,25.15%,29.08%,-36.90%,-11.66%,53.52%,3.17%,28.97%,54.65%,45.05%,42.42%,605.43%,-,31.54%,31.10%,18.61%,8.35%,45.88%,36.51%,Upgrade
37,D&A For EBITDA,2155,30.62,3925,1979,4196,1912,2014,1964,2681,2420,3074,1935,2341,2041,2222,2268,1604,2489,2207,2337,Upgrade
38,EBIT,351.09,-653.5,-212.61,6076,-34579,-3888,94170,-1518,48361,63709,38988,30217,41043,-24425,120863,48176,325966,106836,128769,51087,Upgrade
39,EBIT Margin,2.76%,-5.70%,-1.44%,21.94%,-42.00%,-22.94%,52.40%,-10.81%,27.45%,52.65%,41.76%,39.87%,572.77%,-,30.97%,29.70%,18.52%,8.16%,45.11%,34.91%,Upgrade
40,Effective Tax Rate,95.77%,89.88%,95.22%,91.68%,98.36%,92.35%,91.95%,84.02%,61.19%,89.32%,94.60%,51.86%,-,18.76%,23.59%,20.41%,36.04%,19.87%,12.61%,70.72%,Upgrade
41,Revenue as Reported,12710,11472,14763,27700,82333,16949,179702,14051,176192,121010,93368,75792,7166,5585,390288,162193,1760219,1308651,285462,146337,Upgrade
