,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,112,298,261,283,395,369,402,454,372,492,395,Upgrade
1,Market Cap Growth,5.26%,5.26%,-33.96%,-23.23%,-1.85%,-18.85%,8.00%,-7.58%,-5.66%,-2.94%,-40.45%,Upgrade
2,Enterprise Value,1169,1049,961,849,894,819,689,708,529,577,457,Upgrade
3,Last Close Price,0.15,0.40,0.35,0.38,0.53,0.49,0.54,0.61,0.50,0.66,0.53,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,13.26,-,-,-,Upgrade
5,PS Ratio,0.21,0.56,0.48,0.69,0.97,1.62,-,1.20,-,1.35,0.79,Upgrade
6,PB Ratio,0.17,0.46,0.35,0.32,0.39,0.35,0.35,0.42,0.35,0.52,0.40,Upgrade
7,P/TBV Ratio,0.46,0.46,0.35,0.32,0.39,0.35,0.35,0.42,0.36,0.52,0.41,Upgrade
8,P/FCF Ratio,-,-1.06,-,-,-,-,-,7.50,-,-,-,Upgrade
9,P/OCF Ratio,4.08,4.08,-52.42,-,-,-,-,7.50,-,-,-8.43,Upgrade
10,EV/Sales Ratio,2.20,1.97,1.79,2.07,2.19,3.60,-,1.87,-,1.59,0.92,Upgrade
11,EV/EBITDA Ratio,-,-,55.95,-26.07,-,-,-,8.07,-,-16.47,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,14.71,-,-,-,Upgrade
13,EV/FCF Ratio,-4.15,-3.73,-,-,-,-,-,11.68,-,-,-,Upgrade
14,Debt / Equity Ratio,2.02,2.02,1.63,1.14,0.80,0.57,0.44,0.32,0.29,0.32,0.27,Upgrade
15,Debt / FCF Ratio,-,-4.70,-,-,-,-,-,5.75,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,4.01%,-,-,-,Upgrade
17,Earnings Yield,-202.15%,-76.31%,-93.89%,-32.86%,-18.29%,-15.10%,-,7.54%,-,-19.56%,-35.70%,Upgrade
18,FCF Yield,-250.30%,-94.49%,-141.31%,-153.96%,-99.74%,-5.23%,-,13.34%,-,-38.97%,-62.26%,Upgrade
