,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,40,76,176,232,138,66,97,118,90,152,248
1,Market Cap Growth,-67.30%,-67.30%,27.54%,251.67%,42.27%,-44.07%,7.78%,-22.37%,-63.71%,-60.52%,-43.64%
2,Enterprise Value,103,134,283,343,290,187,140,122,95,144,205
3,Last Close Price,0.04,0.07,0.16,0.21,0.14,0.07,0.10,0.12,0.09,0.15,0.25
4,PE Ratio,-,-,-,-,-12.21,-,-,7.19,7.19,10.52,17.94
5,PS Ratio,0.06,0.11,0.31,0.44,0.24,0.09,0.10,0.13,0.13,0.33,0.87
6,PB Ratio,0.24,0.47,1.02,1.16,0.71,0.34,0.47,0.50,0.39,0.67,1.12
7,P/TBV Ratio,0.47,0.47,1.02,1.16,0.71,0.34,0.47,0.50,0.39,0.67,1.12
8,P/FCF Ratio,1.46,-,5.36,-,4.22,-,-,-,15.52,-8.20,-
9,P/OCF Ratio,1.13,-,2.46,-,2.88,-,-,-,4.13,291.55,-
10,EV/Sales Ratio,0.15,0.19,0.50,0.66,0.50,0.26,0.15,0.13,0.14,0.32,0.72
11,EV/EBITDA Ratio,-,-16.76,-,19.98,32.50,-,-,4.08,4.05,6.38,9.52
12,EV/EBIT Ratio,-,-,-,-,-51.17,-,-,5.76,5.95,8.12,12.24
13,EV/FCF Ratio,3.79,-,8.64,-,8.88,-,-,-,16.31,-7.78,-
14,Debt / Equity Ratio,0.56,0.56,0.44,0.55,0.66,0.88,0.64,0.44,0.14,0.15,0.10
15,Debt / FCF Ratio,3.35,-,2.32,-,3.96,-,-,-,5.68,-1.79,-
16,Return on Capital Employed (ROCE),-,-,-,-,-2.85%,-,-,8.01%,6.30%,7.07%,6.98%
17,Earnings Yield,-94.63%,-49.37%,-18.83%,-2.44%,-8.19%,-59.72%,-20.80%,13.91%,13.90%,9.50%,5.58%
18,FCF Yield,68.70%,35.84%,18.65%,17.90%,23.71%,-140.83%,-110.99%,-28.69%,6.44%,-12.20%,-15.46%
19,Buyback Yield / Dilution,-5.69%,-1.59%,-10.12%,-8.28%,-,-,-,-,-,-,-
20,Total Shareholder Return,-5.69%,-1.59%,-10.12%,-8.28%,-,-,-,-,-,-,-
