,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,376,322,363,297,376,503,681,637,700,668,719,Upgrade
1,Market Cap Growth,8.58%,8.58%,-3.39%,-41.01%,-44.86%,-21.00%,-2.73%,-4.76%,-2.65%,-28.08%,-45.76%,Upgrade
2,Enterprise Value,1360,1031,1143,970,1001,949,999,932,921,908,958,Upgrade
3,Last Close Price,0.59,0.51,0.55,0.45,0.56,0.75,0.99,0.92,1.00,0.95,1.01,Upgrade
4,PE Ratio,3.99,3.43,4.16,4.35,6.00,9.45,10.77,7.62,11.24,29.52,18.32,Upgrade
5,PS Ratio,0.18,0.15,0.17,0.14,0.19,0.29,0.38,0.35,0.45,0.49,0.49,Upgrade
6,PB Ratio,0.38,0.32,0.37,0.33,0.40,0.54,0.71,0.70,0.80,0.87,0.92,Upgrade
7,P/TBV Ratio,0.33,0.33,0.38,0.34,0.42,0.56,0.74,0.73,0.83,0.90,0.96,Upgrade
8,P/FCF Ratio,-,-,7.22,-2.66,-,-,-,10.31,-,16.30,155.88,Upgrade
9,P/OCF Ratio,1.46,-,0.97,1.43,3.36,-,6.54,2.51,3.02,5.74,8.83,Upgrade
10,EV/Sales Ratio,0.64,0.48,0.53,0.46,0.50,0.55,0.56,0.52,0.59,0.66,0.66,Upgrade
11,EV/EBITDA Ratio,5.55,4.45,5.33,4.91,5.70,6.19,5.54,4.33,5.51,8.73,7.63,Upgrade
12,EV/EBIT Ratio,17.44,14.55,19.50,16.88,26.16,-,20.35,11.02,15.88,38.05,26.53,Upgrade
13,EV/FCF Ratio,-14.12,-,22.75,-8.71,-,-,-,15.08,-,22.14,207.55,Upgrade
14,Debt / Equity Ratio,1.04,1.04,0.77,0.94,0.78,0.74,0.51,0.41,0.40,0.36,0.41,Upgrade
15,Debt / FCF Ratio,-,-,15.17,-7.70,-,-,-,6.06,-,6.65,69.41,Upgrade
16,Return on Capital Employed (ROCE),5.56%,5.56%,4.80%,5.09%,3.47%,-,4.88%,9.27%,6.59%,3.08%,4.57%,Upgrade
17,Earnings Yield,25.04%,29.20%,24.02%,23.00%,16.66%,10.58%,9.28%,13.12%,8.90%,3.39%,5.46%,Upgrade
18,FCF Yield,-25.65%,-29.90%,13.85%,-37.54%,-59.18%,-55.48%,-18.82%,9.70%,6.00%,6.14%,0.64%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-3.93%,Upgrade,
20,Total Shareholder Return,2.42%,-,-,-,-,-,-,-,-,-,-3.93%,Upgrade
