,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,16062,14711,12733,13207,19359,22131,27423,13726,12987,6652,9122,Upgrade
1,Market Cap Growth,11.39%,11.39%,-34.23%,-40.33%,-29.41%,61.24%,111.16%,106.35%,42.36%,-34.38%,6.93%,Upgrade
2,Enterprise Value,18810,13663,10309,9816,16217,19587,27048,13141,12061,6602,8296,Upgrade
3,Last Close Price,9.27,8.49,5.59,5.80,7.82,8.94,10.74,5.74,5.30,2.72,3.48,Upgrade
4,PE Ratio,23.72,18.71,16.33,5.00,4.44,5.97,10.77,11.75,14.16,5.89,5.57,Upgrade
5,Forward PE,13.25,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,Upgrade
6,PS Ratio,1.19,0.94,0.80,0.71,0.86,0.97,1.41,0.96,1.09,0.53,0.63,Upgrade
7,PB Ratio,1.30,0.82,0.68,0.73,0.93,1.13,1.43,1.05,1.04,0.60,0.91,Upgrade
8,P/TBV Ratio,1.23,1.23,0.80,0.86,1.09,1.35,1.72,1.33,1.31,0.75,1.06,Upgrade
9,P/FCF Ratio,-,-,-,-,13.84,25.03,-,30.23,20.82,14.16,9.67,Upgrade
10,P/OCF Ratio,12.77,12.77,8.40,3.76,3.37,3.60,5.71,4.69,4.84,2.89,3.50,Upgrade
11,EV/Sales Ratio,1.20,0.87,0.65,0.53,0.72,0.86,1.39,0.92,1.01,0.52,0.57,Upgrade
12,EV/EBITDA Ratio,9.49,7.04,6.09,3.46,3.11,3.18,5.79,5.13,6.42,2.99,2.81,Upgrade
13,EV/EBIT Ratio,27.44,20.34,26.68,5.80,3.87,3.72,7.04,7.49,10.76,4.17,3.56,Upgrade
14,EV/FCF Ratio,-32.08,-,-,-,11.60,22.15,-,28.95,19.34,14.06,8.79,Upgrade
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.19,0.19,0.22,0.22,Upgrade
16,Debt / FCF Ratio,-,-,-,-,0.04,0.94,-,5.41,3.71,5.25,2.35,Upgrade
17,Return on Capital Employed (ROCE),3.63%,3.63%,2.02%,9.01%,19.46%,25.66%,19.13%,11.68%,8.28%,12.40%,19.38%,Upgrade
18,Earnings Yield,4.89%,5.34%,6.12%,20.02%,22.51%,16.75%,9.29%,8.51%,7.06%,16.99%,17.94%,Upgrade
19,FCF Yield,-3.65%,-3.99%,-4.63%,2.24%,7.22%,4.00%,-0.19%,3.31%,4.80%,7.06%,10.34%,Upgrade
20,Buyback Yield / Dilution,9.51%,16.86%,2.24%,1.07%,-2.30%,-8.59%,-6.15%,0.26%,0.81%,2.24%,1.85%,Upgrade
21,Total Shareholder Return,10.59%,16.86%,2.24%,1.07%,-2.30%,-8.59%,-6.15%,0.26%,0.81%,2.24%,1.85%,Upgrade
