,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,3.35,2.64,8.51,1.78,7.28,2.99,4.01,7.48,2.67,6.75,Upgrade
1,Cash & Short-Term Investments,3.35,2.64,8.51,1.78,7.28,2.99,4.01,7.48,2.67,6.75,Upgrade
2,Cash Growth,-60.65%,48.65%,16.78%,-40.62%,81.39%,-60.02%,50.21%,10.91%,-60.16%,1.50%,Upgrade
3,Accounts Receivable,12.85,20.03,22.15,8.1,18.64,28.42,59.3,14.31,12.07,22.38,Upgrade
4,Other Receivables,6.26,8.52,-,14.83,-,14,-,12.25,53.93,11.78,Upgrade
5,Receivables,19.11,28.56,22.15,22.93,18.64,42.42,59.3,26.57,66,34.15,Upgrade
6,Inventory,16.55,3.54,6.04,0.86,2.47,1.35,5.2,4.75,10.45,7.46,Upgrade
7,Prepaid Expenses,-,3.05,-,0.36,-,0.55,-,1.62,-,2.96,Upgrade
8,Other Current Assets,-,0.29,-,1.13,-,0.77,-,9.23,-,10.78,Upgrade
9,Total Current Assets,39,38.07,36.7,27.05,28.39,48.08,68.52,49.64,79.12,62.1,Upgrade
10,"Property, Plant & Equipment",3.14,3.88,0.92,1.16,3.65,4.65,14.39,26.64,34.7,31.13,Upgrade
11,Long-Term Investments,2.54,2.54,5.27,5.27,21.7,23.62,48.91,45.66,45.96,42.08,Upgrade
12,Goodwill,-,-,3.34,-,-,-,12.31,12.31,46.14,46.14,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,0.32,0.03,0.03,0.04,Upgrade
14,Other Long-Term Assets,-,-,-,-,0.54,0.54,-,1.63,-,6.69,Upgrade
