,Fiscal Quarter,Q4 2024,Q4 2023,Q2 2017,Q1 2017,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,+10 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012",+10 Quarters
0,Revenue,1336783,909863,364607,365044,310916,340059,444441,439317,409509,395571,467506,512468,517611,539442,597305,520009,555396,533912,594551,594723,Upgrade
1,Revenue Growth (YoY),329.95%,167.56%,-17.96%,-16.91%,-24.08%,-14.03%,-4.93%,-14.27%,-20.88%,-26.67%,-21.73%,-1.45%,-6.80%,1.04%,0.46%,-12.56%,-14.88%,-8.29%,-17.36%,-20.93%,Upgrade
2,Cost of Revenue,1314661,858308,402498,398834,336288,352018,393989,415000,407659,402238,445058,477798,492201,489019,570210,544375,584317,544405,429120,539625,Upgrade
3,Gross Profit,22122,51555,-37891,-33791,-25372,-11958,50453,24316,1850,-6667,22448,34670,25409,50422,27095,-24367,-28921,-10493,165431,55098,Upgrade
4,"Selling, General & Admin",51822,36659,22575,23690,25291,25414,30514,29844,27952,29217,30395,31977,33011,31421,35615,30519,33567,31255,34645,32016,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-,-,241.84,252.13,-,-,3360,-,-,-,-,-,-,-,Upgrade
6,Operating Expenses,51822,36659,22575,23690,25291,25414,30514,29844,28194,29469,30395,31977,36371,31421,35615,30519,33567,31255,34645,32016,Upgrade
7,Operating Income,-29700,14895,-60467,-57480,-50663,-37373,19938,-5527,-26344,-36136,-7947,2693,-10962,19001,-8520,-54885,-62488,-41748,130786,23082,Upgrade
8,Interest Expense,-,-5982,-33661,-33442,-33638,-33588,-34655,-,-,-,-30028,-,-,-43452,-44574,-44991,-40419,-34348,-36375,-37746,Upgrade
9,Interest & Investment Income,36405,14613,4793,2135,724.29,1570,3080,-,-,-,826.37,-,-,98.17,62.28,621.53,70.19,58.98,6438,311.7,Upgrade
10,Earnings From Equity Investments,-442.65,348.77,282.28,431.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,1739,-,1513,-,-,-,-,-,-,-,-5240,-8894,-,-34180,-21615,-6964,-,Upgrade
12,Other Non Operating Income (Expenses),-1464,114718,572.36,17.32,3106,4975,-9146,-82322,-56789,-56945,83083,61132,-45511,1697,-172028,128386,-853.59,1411,-3850,-10670,Upgrade
13,EBT Excluding Unusual Items,4798,138593,-88479,-86599,-80471,-62902,-20783,-87850,-83133,-93082,45935,63825,-56473,-27895,-233953,29131,-137870,-96241,90034,-25022,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,321.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,172.71,-,-,-,-,-,-,-,-,-,-,220439,-,38196,-,317.82,-,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7970,-,1146,-,3913,-,Upgrade
17,Pretax Income,4798,138593,-88479,-86105,-80471,-62902,-20783,-87850,-83133,-93082,45935,63825,-56473,-27895,-21484,29131,-98529,-96241,94265,-25022,Upgrade
18,Income Tax Expense,13801,34032,19.95,20,270,360,486.96,166.49,87.39,292.47,-50048,555.38,573.52,453.01,1626,488.88,471.51,616.72,-179.76,255.22,Upgrade
19,Earnings From Continuing Operations,-9002,104562,-88499,-86125,-80741,-63262,-21270,-88016,-83220,-93374,95983,63269,-57047,-28348,-23109,28642,-99000,-96858,94445,-25278,Upgrade
20,Minority Interest in Earnings,-,-,-,-,-846.78,-919.81,-539.23,-299.57,-191.56,-516.33,-344.72,-863.21,-1001,-957.99,-1157,-840.57,-359.43,-1068,537.78,-797.84,Upgrade
21,Net Income,-9002,104562,-88499,-86125,-81587,-64182,-21809,-88316,-83412,-93890,95638,62406,-58048,-29306,-24266,27801,-99360,-97926,94983,-26076,Upgrade
22,Net Income to Common,-9002,104562,-88499,-86125,-81587,-64182,-21809,-88316,-83412,-93890,95638,62406,-58048,-29306,-24266,27801,-99360,-97926,94983,-26076,Upgrade
23,Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,124.47%,-,-,-,-,-,-,90.35%,-,Upgrade
24,Shares Outstanding (Basic),141,140,140,140,140,140,140,140,201,140,140,140,140,140,138,138,138,138,138,138,Upgrade
25,Shares Outstanding (Diluted),141,140,140,140,140,140,140,140,201,140,140,140,140,140,138,138,138,138,138,138,Upgrade
26,Shares Change (YoY),0.51%,-0.01%,0.16%,0.06%,-30.37%,-0.03%,-0.16%,0.03%,43.69%,0.02%,1.19%,1.16%,1.28%,1.37%,0.24%,0.25%,-,-,-1.23%,-1.33%,Upgrade
27,EPS (Basic),-64.00,747.00,-632.00,-615.00,-583.00,-458.50,-156.00,-631.00,-415.00,-670.50,683.00,446.00,-415.00,-209.33,-175.35,201.00,-719.43,-709.04,688.00,-189.00,Upgrade
28,EPS (Diluted),-64.00,747.00,-632.00,-615.00,-583.00,-458.50,-156.00,-631.00,-415.00,-670.50,683.00,446.00,-415.00,-209.33,-175.35,201.00,-719.43,-709.04,688.00,-189.00,Upgrade
29,EPS Growth,-,-,-,-,-,-,-,-,-,-,-,121.89%,-,-,-,-,-,-,92.72%,-,Upgrade
30,Free Cash Flow,-,-,31749,31749,35718,35718,-,109186,12714,12714,61261,34022,12125,-5856,34366,38853,-123428,-65464,75427,50668,Upgrade
31,Free Cash Flow Per Share,-,-,226.73,226.72,255.23,255.16,-,780.11,63.26,90.80,437.50,243.15,86.68,-41.83,248.33,280.90,-893.70,-474.00,546.35,367.25,Upgrade
32,Gross Margin,1.65%,5.67%,-10.39%,-9.26%,-8.16%,-3.52%,11.35%,5.54%,0.45%,-1.69%,4.80%,6.77%,4.91%,9.35%,4.54%,-4.69%,-5.21%,-1.97%,27.82%,9.26%,Upgrade
33,Operating Margin,-2.22%,1.64%,-16.58%,-15.75%,-16.29%,-10.99%,4.49%,-1.26%,-6.43%,-9.14%,-1.70%,0.53%,-2.12%,3.52%,-1.43%,-10.55%,-11.25%,-7.82%,22.00%,3.88%,Upgrade
34,Profit Margin,-0.67%,11.49%,-24.27%,-23.59%,-26.24%,-18.87%,-4.91%,-20.10%,-20.37%,-23.74%,20.46%,12.18%,-11.21%,-5.43%,-4.06%,5.35%,-17.89%,-18.34%,15.98%,-4.38%,Upgrade
35,Free Cash Flow Margin,-,-,8.71%,8.70%,11.49%,10.50%,-,24.85%,3.10%,3.21%,13.10%,6.64%,2.34%,-1.09%,5.75%,7.47%,-22.22%,-12.26%,12.69%,8.52%,Upgrade
36,EBITDA,86076,-,40995,43981,45470,58761,116027,90616,69800,60007,88197,101702,85269,115232,92091,47629,35416,53259,157545,68683,Upgrade
37,EBITDA Margin,6.44%,-,11.24%,12.05%,14.62%,17.28%,26.11%,20.63%,17.04%,15.17%,18.87%,19.85%,16.47%,21.36%,15.42%,9.16%,6.38%,9.98%,26.50%,11.55%,Upgrade
38,D&A For EBITDA,115776,-,101461,101461,96134,96134,96089,96144,96144,96144,96144,99009,96231,96231,100611,102515,97904,95007,26759,45601,Upgrade
39,EBIT,-29700,14895,-60467,-57480,-50663,-37373,19938,-5527,-26344,-36136,-7947,2693,-10962,19001,-8520,-54885,-62488,-41748,130786,23082,Upgrade
40,EBIT Margin,-2.22%,1.64%,-16.58%,-15.75%,-16.29%,-10.99%,4.49%,-1.26%,-6.43%,-9.14%,-1.70%,0.53%,-2.12%,3.52%,-1.43%,-10.55%,-11.25%,-7.82%,22.00%,3.88%,Upgrade
41,Effective Tax Rate,287.61%,24.55%,-,-,-,-,-,-,-,-,-,0.87%,-,-,-,1.68%,-,-,-,-,Upgrade
42,Revenue as Reported,1336783,909863,364607,365044,310916,340059,444441,-,409509,395571,467506,-,517611,539442,597305,520009,555396,533912,594551,594723,Upgrade
