,Fiscal Quarter,Q4 2024,Q4 2023,Q2 2017,Q1 2017,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,+10 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012",+10 Quarters
0,Cash & Equivalents,494056,260407,122825,-,-,-,97290,70928,94445,-,200307,200307,37055,47869,81723,75910,22866,15790,20567,12473,Upgrade
1,Short-Term Investments,809725,565004,34000,-,-,-,63231,60000,30000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,1303782,825411,156825,-,-,160520,160520,130928,124445,200307,200307,200307,37055,47869,81723,75910,22866,15790,20567,12473,Upgrade
3,Cash Growth,-,414.21%,-2.30%,-,-,-19.86%,-19.86%,-34.64%,235.84%,318.45%,145.10%,163.88%,62.05%,203.15%,297.35%,508.57%,-29.87%,-36.34%,-65.49%,-72.37%,Upgrade
4,Accounts Receivable,131546,126131,78255,-,-,-,91899,104064,96231,-,107611,107611,108689,125017,114462,119400,112138,141090,123084,111552,Upgrade
5,Other Receivables,119280,101771,86512,-,-,-,93559,22983,21739,-,15532,-,35964,15980,13644,14275,4080,13326,12785,17669,Upgrade
6,Receivables,250826,227902,164767,-,-,-,185458,127047,117969,-,123143,-,144653,140997,128422,133676,119949,154416,136029,129221,Upgrade
7,Inventory,105227,123258,93927,-,-,-,115130,121970,132257,-,170419,170419,187320,188060,186037,171187,176112,196348,176361,204266,Upgrade
8,Prepaid Expenses,5637,9402,7968,-,-,-,1056,6545,6396,-,1597,-,7486,4194,5164,6048,8533,5933,2073,6366,Upgrade
9,Other Current Assets,433446,395050,297423,-,-,-,280569,287720,289963,-,291997,-,301186,295255,282797,301059,288239,145299,67998,307714,Upgrade
10,Total Current Assets,2098918,1581022,720910,-,-,-,742733,674211,671029,-,787464,787464,677699,676375,684144,687879,615699,517787,403027,660041,Upgrade
11,"Property, Plant & Equipment",475213,937990,3075064,-,-,-,3657981,3751300,3846518,-,4037726,4037726,4227846,4323348,4419402,4517571,4620091,4282796,4366957,4090708,Upgrade
12,Long-Term Investments,26938,25922,95623,-,-,-,82183,82183,82183,-,82183,-,82183,82183,82183,82183,82183,82183,82183,82183,Upgrade
13,Other Intangible Assets,8634,8159,9347,-,-,-,9882,9968,9830,-,9973,9973,9912,9969,10025,9812,9853,9893,9934,4220,Upgrade
14,Long-Term Deferred Tax Assets,-,-,61292,-,-,-,65886,65891,65891,-,65891,-,14882,14882,14882,14882,14882,14882,14882,14882,Upgrade
15,Other Long-Term Assets,281489,162053,44876,-,-,-,80066,95431,91590,-,108038,-,128748,131654,131363,124524,141689,169349,195624,195132,Upgrade
16,Total Assets,2891192,2715146,4007112,-,-,-,4638731,4678984,4767041,-,5091275,5091275,5141270,5238410,5341999,5436852,5484397,5076890,5072607,5047166,Upgrade
17,Accounts Payable,95400,316799,263412,-,-,-,373391,351518,404009,-,404085,-,433565,483623,472164,503446,464478,470313,398253,521498,Upgrade
18,Accrued Expenses,35943,29173,12963,-,-,-,27039,12621,13432,-,27236,-,13975,19272,27479,23931,25368,22221,22597,24717,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,86882,125149,78479,-,88346,88346,143137,155952,164232,179782,198434,181518,141119,139548,Upgrade
20,Current Portion of Long-Term Debt,-,-,443717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,10313,33803,19.95,-,-,-,539.7,754.77,595.24,-,924.13,-,1747,453.01,1559,488.88,469.36,411.67,24.58,255.22,Upgrade
22,Current Unearned Revenue,55.34,55.34,40,-,-,-,65.45,76.36,47.27,-,-,-,-,-,4367,-,124,-,16131,-,Upgrade
23,Other Current Liabilities,267834,144439,123019,-,-,-,101132,68311,34125,-,17473,-,52078,34100,78761,68643,472153,37857,55689,41441,Upgrade
24,Total Current Liabilities,409546,524270,843171,-,-,-,589049,558430,530688,-,538064,538064,644501,693401,748563,776291,1161026,712321,633815,727459,Upgrade
25,Long-Term Debt,-,-,1992948,-,-,-,2522039,2571613,2599966,-,2728665,-,2831209,2821249,2841113,2894258,3003431,2930641,2907718,2982827,Upgrade
26,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,65.45,-,368.47,54.55,36.36,72.73,-,-,-,165.68,Upgrade
27,Long-Term Deferred Tax Liabilities,3533,45.57,-,-,-,-,57.43,104.49,104.49,-,104.49,-,67.74,67.74,67.74,1.03,1.03,1.03,1.03,-,Upgrade
28,Other Long-Term Liabilities,489188,518688,715593,-,-,-,518720,518720,518150,-,517672,-,517672,517672,517672,517672,100022,114325,114325,14411,Upgrade
29,Total Liabilities,902267,1043004,3551712,-,-,-,3629866,3648868,3648908,-,3784572,-,3993818,4032444,4107452,4188294,4264480,3757288,3655859,3724863,Upgrade
30,Common Stock,1400000,1400000,1400000,-,-,-,1400000,1400000,1400000,-,1400000,-,1400000,1400000,1400000,1400000,1400000,1400000,1400000,1400000,Upgrade
31,Additional Paid-In Capital,1777,1777,1777,-,-,-,1777,1777,1777,-,1777,-,1777,1777,1777,-,-,-,-,-,Upgrade
32,Retained Earnings,587147,270365,-946377,-,-,-,-415119,-393327,-305012,-,-110500,-,-268544,-210242,-180704,-156438,-184239,-84755,13460,-81523,Upgrade
33,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7320,-7320,-7320,-7320,-7320,Upgrade
34,Comprehensive Income & Other,-,-,-,-,-,-,6285,6285,6285,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Total Common Equity,1988924,1672142,455400,-,-,992944,992944,1014735,1103051,1291277,1291277,1291277,1133233,1191535,1221073,1236242,1208441,1307925,1406139,1311157,Upgrade
36,Minority Interest,-,-,-,-,-,-,15921,15382,15082,-,15427,-,14219,14432,13474,12316,11476,11677,10609,11147,Upgrade
37,Shareholders' Equity,1988924,1672142,455400,-,-,1008864,1008864,1030116,1118133,1306704,1306704,1306704,1147452,1205967,1234546,1248558,1219916,1319602,1416748,1322303,Upgrade
38,Total Liabilities & Equity,2891192,2715146,4007112,-,-,-,4638731,4678984,4767041,-,5091275,-,5141270,5238410,5341999,5436852,5484397,5076890,5072607,5047166,Upgrade
39,Total Debt,-,-,2436665,-,-,2608922,2608922,2696763,2678445,2817012,2817012,-,2974345,2977201,3005346,3074040,3201866,3112159,3048836,3122374,Upgrade
40,Net Cash (Debt),1303782,825411,-2279840,-,-,-2448401,-2448401,-2565835,-2554001,-2616705,-2616705,-,-2937291,-2929332,-2923622,-2998130,-3179000,-3096369,-3028269,-3109901,Upgrade
41,Net Cash Per Share,9268.77,5896.82,-16281.00,-,-,-17490.73,-17513.28,-18332.41,-12706.97,-18686.67,-18687.21,-,-20999.50,-20923.80,-21126.68,-21676.17,-23017.88,-22419.59,-21935.03,-22541.11,Upgrade
42,Filing Date Shares Outstanding,140,139.98,140,140.04,139.94,139.98,140,139.96,200.99,140.03,140,139.92,139.87,140,140,138.11,138.11,138.11,138.11,138.11,Upgrade
