,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q2 2017,Q1 2017,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,+10 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012",+10 Quarters
0,Market Capitalization,2177000,2380000,1596000,313600,158200,308000,392000,378000,406000,518000,742000,868000,812000,546000,644000,630000,400519,469574,552440,317653,359086,Upgrade
1,Market Cap Growth,529.63%,672.73%,307.14%,-17.04%,-61.03%,-40.54%,-47.17%,-56.45%,-50.00%,-5.13%,15.22%,37.78%,102.74%,16.28%,16.57%,98.33%,11.54%,-5.56%,3.84%,-44.66%,-45.43%,Upgrade
2,Enterprise Value,873218,4659840,3875840,2777922,2622522,2772322,2856322,2959216,2975083,3150131,3374131,3819509,3755764,3489764,3581096,3640446,3590995,3577620,3673488,3438701,3530360,Upgrade
3,Last Close Price,15550.00,17000.00,11400.00,2240.00,1130.00,2200.00,2800.00,2700.00,2900.00,3700.00,5300.00,6200.00,5800.00,3900.00,4600.00,4500.00,2900.00,3400.00,4000.00,2300.00,2600.00,Upgrade
4,PE Ratio,6.49,-,-10.52,-,-,-,-,-,-,-,-,12.28,-16.50,-,-,-,-5.38,-,-,-9.16,-,Upgrade
5,PS Ratio,0.39,0.80,0.82,0.23,0.11,0.20,0.24,0.22,0.24,0.29,0.39,0.43,0.37,0.25,0.29,0.29,0.18,0.21,0.23,0.13,0.14,Upgrade
6,PB Ratio,1.09,1.20,0.95,0.69,-,-,0.39,0.37,0.39,0.46,0.57,0.66,0.62,0.48,0.53,0.51,0.32,0.38,0.42,0.22,0.27,Upgrade
7,P/TBV Ratio,1.20,1.20,0.96,0.70,-,-,0.40,0.38,0.40,0.47,0.58,0.68,0.63,0.49,0.55,0.52,0.33,0.39,0.43,0.23,0.27,Upgrade
8,P/FCF Ratio,-,-,-,2.32,1.53,1.71,2.49,-,2.07,4.29,6.18,8.55,10.88,6.87,-,-5.45,-5.37,-,-,3.04,3.97,Upgrade
9,P/OCF Ratio,34.73,-,-,2.29,1.51,1.67,2.44,-,2.04,4.22,6.05,8.13,9.91,6.26,-,3.74,1.79,1.91,-,2.14,2.83,Upgrade
10,EV/Sales Ratio,0.16,1.57,1.99,2.01,1.80,1.81,1.75,1.75,1.74,1.76,1.78,1.88,1.73,1.60,1.62,1.65,1.63,1.57,1.55,1.42,1.39,Upgrade
11,EV/EBITDA Ratio,2.02,27.24,-,14.68,9.92,8.92,8.52,8.80,9.64,9.85,10.07,9.78,9.53,10.26,12.33,15.94,12.22,11.36,10.55,10.72,20.63,Upgrade
12,EV/EBIT Ratio,-,-,-25.21,-,-,-,-,-61.56,-,-,-,-,1697.82,-,-33.50,-,-,-,-,23.52,-20929.84,Upgrade
13,EV/FCF Ratio,-20.37,-,-,20.59,25.42,15.35,18.12,-,15.19,26.10,28.09,37.61,50.31,43.90,-,-31.47,-48.13,-,-,32.91,39.07,Upgrade
14,Debt / Equity Ratio,-,-,-,5.35,-,-,2.59,2.59,2.62,2.40,2.16,2.16,-,2.59,2.47,2.43,2.46,2.62,2.36,2.15,2.36,Upgrade
15,Debt / EBITDA Ratio,-,-,-,14.86,-,-,11.10,5.62,7.44,9.59,11.74,7.99,-,8.72,6.46,8.16,16.14,22.60,14.61,4.84,11.37,Upgrade
16,Debt / FCF Ratio,-,-,-,18.06,-,-,16.55,-,13.77,22.19,23.45,27.74,-,37.42,-,-25.98,-41.20,-,-,29.18,34.55,Upgrade
17,Asset Turnover,-,-,-,-,-,-,-,0.37,-,-,0.37,0.40,0.40,0.41,0.44,0.38,0.42,0.42,0.47,0.46,Upgrade,
18,Inventory Turnover,47.70,-,-,-,-,-,-,-,13.06,-,-,10.45,10.68,10.49,10.46,12.77,12.54,12.55,11.69,9.02,10.59,Upgrade
19,Quick Ratio,3.80,3.80,2.01,0.38,-,-,-,0.59,0.46,0.46,-,0.60,0.57,0.28,0.27,0.28,0.27,0.12,0.24,0.25,0.19,Upgrade
20,Current Ratio,5.12,5.12,3.02,0.85,-,-,-,1.26,1.21,1.26,-,1.46,1.46,1.05,0.98,0.91,0.89,0.53,0.73,0.64,0.91,Upgrade
21,Return on Equity (ROE),-,-,-,-,-,-25.08%,-,-32.78%,-27.46%,-28.58%,29.38%,20.62%,-19.39%,-9.29%,-7.45%,9.28%,-31.19%,-28.32%,27.58%,-7.57%,Upgrade,
22,Return on Assets (ROA),-,-,-,-,-,-,-,-0.29%,-,-,-0.39%,0.13%,-0.53%,0.90%,-0.40%,-2.51%,-2.96%,-2.06%,6.46%,1.13%,Upgrade,
23,Return on Capital (ROIC),-,-,-,-,-,-2.58%,-,-0.37%,-1.66%,-2.19%,-0.48%,0.25%,-0.66%,1.13%,-0.50%,-3.14%,-3.53%,-2.35%,7.34%,1.28%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-7.02%,-,-,-,-,-1.19%,-,-,-,-,0.05%,-,-2.35%,-,-,-,-,3.29%,-0.00%,Upgrade
