,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5088,5590,3883,5222,6360,6510,8284,8583,10637,8374,6767,Upgrade
1,Market Cap Growth,7.05%,7.05%,-38.95%,-19.79%,-23.23%,-24.15%,-22.12%,2.50%,57.18%,14.15%,11.48%,Upgrade
2,Enterprise Value,11485,9637,9641,9242,12040,10862,13863,12470,16365,13523,14094,Upgrade
3,Last Close Price,3.04,3.27,2.27,3.00,3.65,3.59,4.56,4.62,5.72,4.42,3.58,Upgrade
4,PE Ratio,-,-2.79,-,30.09,18.13,9.22,10.66,12.10,14.61,14.01,20.04,Upgrade
5,Forward PE,14.51,14.46,14.46,14.46,14.46,14.46,14.46,14.46,17.42,19.27,20.25,Upgrade
6,PS Ratio,0.22,0.28,0.19,0.28,0.32,0.32,0.36,0.35,0.45,0.41,0.34,Upgrade
7,PB Ratio,0.76,0.51,0.34,0.39,0.46,0.45,0.55,0.51,0.65,0.61,0.48,Upgrade
8,P/TBV Ratio,1.16,1.16,0.76,0.75,0.85,0.85,1.01,0.96,1.21,1.11,0.87,Upgrade
9,P/FCF Ratio,-,-,5.22,-,11.35,-,23.14,-,8.25,-,7.66,Upgrade
10,P/OCF Ratio,-,-,4.72,-,10.70,-,19.50,-,7.82,-,6.12,Upgrade
11,PEG Ratio,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,Upgrade
12,EV/Sales Ratio,0.57,0.48,0.48,0.50,0.60,0.54,0.60,0.51,0.70,0.67,0.71,Upgrade
13,EV/EBITDA Ratio,34.11,34.11,20.20,16.30,18.03,12.22,12.41,15.28,26.26,19.88,19.69,Upgrade
14,EV/EBIT Ratio,43.90,-,23.02,18.71,20.40,13.98,14.29,19.03,34.64,25.00,25.15,Upgrade
15,EV/FCF Ratio,-72.15,-,12.97,-,21.49,-,38.73,-,12.69,-,15.95,Upgrade
16,Debt / Equity Ratio,0.42,0.42,0.33,0.28,0.30,0.28,0.28,0.27,0.33,0.37,0.42,Upgrade
17,Debt / FCF Ratio,-,-,5.04,-,7.54,-,11.86,-,4.16,-,6.66,Upgrade
18,Return on Capital Employed (ROCE),1.53%,-,2.79%,2.93%,3.37%,4.30%,5.11%,3.12%,2.31%,3.25%,3.42%,Upgrade
19,Earnings Yield,-39.35%,-35.82%,-52.03%,3.32%,5.52%,10.85%,9.38%,8.26%,6.84%,7.14%,4.99%,Upgrade
20,FCF Yield,-3.13%,-2.85%,19.15%,3.92%,8.81%,7.87%,4.32%,11.96%,12.12%,13.86%,13.06%,Upgrade
21,Dividend Yield,2.30%,2.09%,3.08%,1.79%,1.86%,4.10%,3.39%,3.13%,2.82%,0.89%,-,Upgrade
22,Buyback Yield / Dilution,1.76%,1.00%,1.94%,1.05%,1.05%,2.39%,5.36%,5.45%,2.03%,0.51%,0.92%,Upgrade
23,Total Shareholder Return,4.06%,3.09%,5.02%,2.85%,2.91%,6.49%,8.75%,8.58%,4.85%,1.40%,0.92%,Upgrade
