,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,7014,11599,6677,10501,7249,10039,8673,11470,8350,10158,Upgrade
1,Revenue Growth (YoY),5.05%,10.46%,-7.89%,4.60%,-16.42%,-12.47%,3.87%,12.92%,10.31%,23.50%,Upgrade
2,Cost of Revenue,6042,10021,5575,8777,6032,8158,7133,9480,7082,8362,Upgrade
3,Gross Profit,971.92,1578,1103,1724,1216,1881,1540,1989,1268,1796,Upgrade
4,"Selling, General & Admin",561.51,858.59,528.18,930.27,543.07,885.36,807.33,1170,752.15,1058,Upgrade
5,Other Operating Expenses,467.4,458.44,455.56,455.12,489.67,516.18,421.88,585.31,351.77,407.95,Upgrade
6,Operating Expenses,1029,1317,983.73,1385,1033,1402,1229,1755,1104,1466,Upgrade
7,Operating Income,-56.99,261.3,118.8,338.29,183.75,479.38,310.7,234.2,163.6,329.5,Upgrade
8,Interest Expense,-68.9,-58.51,-59.41,-62.58,-58.73,-62.48,-70.23,-71.44,-77.02,-110.39,Upgrade
9,Interest & Investment Income,14.45,15.98,15.41,22.65,17.53,27.42,19.38,23.8,16.9,14.03,Upgrade
10,Earnings From Equity Investments,-17.1,-342.4,-192.16,-64.49,-19,-83.73,-5.48,-73.32,-51.95,-29.51,Upgrade
11,Currency Exchange Gain (Loss),8.62,-15.54,24.91,-24.71,-9.98,2.5,-3.07,18.13,-16.3,-,Upgrade
12,Other Non Operating Income (Expenses),44.04,-433.31,62.74,52.33,108.07,87.16,51.73,107.45,48.9,70.31,Upgrade
13,EBT Excluding Unusual Items,-75.88,-572.48,-29.71,261.5,221.64,450.25,303.02,238.82,84.14,273.95,Upgrade
14,Impairment of Goodwill,-,-97.13,-,-,-,-,-,-141.32,-,-201.79,Upgrade
15,Gain (Loss) on Sale of Investments,15.14,-574.02,82.7,-99.98,-35.17,64.44,-38.08,639.93,296.1,359.95,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,28.51,-,0.89,Upgrade
17,Asset Writedown,-,-503.86,55.31,44.61,108.21,171.42,61.53,0.7,-,15.24,Upgrade
18,Pretax Income,-60.74,-1747,108.3,206.13,294.68,686.12,326.47,766.63,380.24,448.24,Upgrade
19,Income Tax Expense,-11.4,34.66,27.62,10.77,23.55,121.48,21.58,146.03,35.49,85.89,Upgrade
20,Earnings From Continuing Operations,-49.34,-1782,80.68,195.36,271.13,564.63,304.89,620.6,344.75,362.35,Upgrade
21,Net Income to Company,-49.34,-1782,80.68,195.36,271.13,564.63,304.89,620.6,344.75,362.35,Upgrade
22,Minority Interest in Earnings,60.15,-91.9,-40.32,-75.13,-81,-151.68,-84.66,-251,-101.38,-60.77,Upgrade
23,Net Income,10.81,-1874,40.36,120.24,190.13,412.95,220.22,369.6,243.37,301.58,Upgrade
24,Net Income to Common,10.81,-1874,40.36,120.24,190.13,412.95,220.22,369.6,243.37,301.58,Upgrade
25,Net Income Growth,-73.22%,-,-78.78%,-70.88%,-13.66%,11.73%,-9.51%,22.55%,92085.98%,2640.64%,Upgrade
26,Shares Outstanding (Basic),1477,1481,1494,1502,1511,1521,1547,1606,1642,1646,Upgrade
27,Shares Outstanding (Diluted),1485,1481,1500,1510,1516,1526,1553,1612,1643,1646,Upgrade
28,Shares Change (YoY),-1.00%,-1.94%,-1.05%,-1.05%,-2.39%,-5.36%,-5.45%,-2.03%,-0.51%,-0.92%,Upgrade
29,EPS (Basic),0.01,-1.27,0.03,0.08,0.13,0.27,0.14,0.23,0.15,0.18,Upgrade
30,EPS (Diluted),0.01,-1.27,0.03,0.08,0.12,0.27,0.14,0.23,0.15,0.18,Upgrade
31,EPS Growth,-72.48%,-,-78.73%,-70.79%,-12.01%,18.34%,-4.24%,24.83%,92986.16%,2665.52%,Upgrade
32,Free Cash Flow,-1582,1434,-758.67,948.04,-452.56,890.16,-598.55,1452,-366.15,1424,Upgrade
33,Free Cash Flow Per Share,-1.07,0.97,-0.51,0.63,-0.30,0.58,-0.39,0.90,-0.22,0.87,Upgrade
34,Dividend Per Share,0.009,0.054,0.009,0.041,0.020,0.106,0.020,0.100,0.036,-,Upgrade
35,Dividend Growth,0.56%,33.99%,-52.86%,-61.75%,-1.82%,5.91%,-44.44%,-,-,-,Upgrade
36,Operating Margin,-0.81%,2.25%,1.78%,3.22%,2.53%,4.78%,3.58%,2.04%,1.96%,3.24%,Upgrade
37,Profit Margin,0.15%,-16.16%,0.60%,1.14%,2.62%,4.11%,2.54%,3.22%,2.91%,2.97%,Upgrade
38,Free Cash Flow Margin,-22.55%,12.36%,-11.36%,9.03%,-6.24%,8.87%,-6.90%,12.66%,-4.39%,14.02%,Upgrade
39,EBITDA,10.87,252.07,181.2,343.37,247.43,511.12,399.1,279.42,245.39,374.62,Upgrade
40,D&A For EBITDA,67.86,-9.23,62.41,5.08,63.68,31.74,88.4,45.21,81.79,45.12,Upgrade
41,EBIT,-56.99,261.3,118.8,338.29,183.75,479.38,310.7,234.2,163.6,329.5,Upgrade
