,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,14458694,14101689,14726447,15172703,17314732,18028742,21866543,6728597,5543248,4915711,7669903,8715799,12167256,7251545,2793772,2122193,1772971,1128254,725306,698443,349222,Upgrade
1,Market Cap Growth,-21.78%,-21.78%,-32.65%,125.50%,212.36%,266.76%,185.10%,-22.80%,-54.44%,-32.21%,174.54%,310.70%,586.26%,542.72%,285.19%,203.85%,407.69%,75.00%,17.39%,8.33%,-66.67%,Upgrade
2,Enterprise Value,24256611,24161319,24330372,24537731,25953379,26816916,25346969,10332995,8858567,8983424,11889493,12879390,16659653,12190604,7759094,7160692,7002855,6409758,6123586,5986067,5737208,Upgrade
3,Last Close Price,16200.00,15800.00,16500.00,17000.00,19400.00,20200.00,24500.00,19300.00,15900.00,14100.00,22000.00,25000.00,34900.00,20800.00,10400.00,7900.00,6600.00,4200.00,2700.00,2600.00,1300.00,Upgrade
4,PE Ratio,106.77,104.13,207.15,250.17,250.42,382.00,386.54,113.97,91.48,34.00,24.95,37.29,70.71,118.94,-,-,-,-,-,-,4.83,Upgrade
5,PS Ratio,0.47,0.46,0.53,0.69,1.09,1.64,6.26,5.44,4.85,4.58,7.61,10.06,13.93,8.33,3.32,2.44,2.16,1.50,0.92,0.82,0.37,Upgrade
6,PB Ratio,1.70,1.22,1.21,1.30,1.53,1.59,1.95,1.73,1.43,1.27,1.95,2.22,3.09,1.95,0.99,0.73,0.60,0.38,0.23,0.22,0.11,Upgrade
7,P/TBV Ratio,2.56,2.56,2.55,2.74,3.19,3.38,4.18,1.83,1.52,1.35,2.02,2.30,3.17,2.02,1.03,0.77,0.63,0.40,0.24,0.23,0.11,Upgrade
8,P/FCF Ratio,29.89,-,9.62,19.88,-,13.04,-,11.92,19.58,-,-267.66,-68.09,-51.72,-,12.04,6.60,7.66,12.38,-14.28,-,-3.35,Upgrade
9,P/OCF Ratio,18.41,18.41,7.62,13.47,12.09,11.32,-,9.99,11.67,-,50.99,-489.33,-59.42,-,8.89,5.57,6.18,7.90,5.90,-,3.41,Upgrade
10,EV/Sales Ratio,0.79,0.79,0.88,1.11,1.63,2.44,7.26,8.35,7.75,8.37,11.80,14.87,19.08,14.01,9.23,8.22,8.53,8.54,7.79,7.04,6.01,Upgrade
11,EV/EBITDA Ratio,25.35,24.60,33.09,32.35,35.88,43.15,45.98,23.85,20.68,21.69,24.83,31.73,46.04,33.29,30.91,30.32,29.17,-,18.02,15.48,14.00,Upgrade
12,EV/EBIT Ratio,243.60,193.29,-283.09,-,155.86,-,152.36,77.22,70.21,-,58.69,92.13,151.64,106.82,-,-172.18,-306.62,-,-,34.88,30.55,Upgrade
13,EV/FCF Ratio,50.14,-,15.90,32.15,-,19.39,-,18.30,31.29,-,-414.92,-100.62,-70.82,-,33.45,22.26,30.25,70.33,-120.55,-,-55.06,Upgrade
14,Debt / Equity Ratio,0.89,0.89,0.76,0.74,0.76,0.73,0.74,1.22,1.24,1.25,1.24,1.28,1.29,1.41,1.89,1.85,1.86,1.86,1.78,1.74,1.73,Upgrade
15,Debt / EBITDA Ratio,10.42,7.28,10.74,12.17,9.00,19.72,8.70,8.30,8.80,35.49,10.11,9.12,10.44,13.27,27.99,14.25,10.80,-,42.54,14.27,18.96,Upgrade
16,Debt / FCF Ratio,21.16,-,6.04,11.35,-,5.95,-,8.39,16.91,-,-169.83,-39.27,-21.65,-,22.90,16.63,23.56,60.45,-109.22,-,-53.43,Upgrade
17,Asset Turnover,1.52,1.16,0.97,0.78,1.20,0.56,0.11,0.11,0.11,0.11,0.08,0.09,0.10,0.07,0.09,0.09,0.08,0.07,0.06,0.06,Upgrade,
18,Inventory Turnover,9.98,12.75,10.04,9.09,7.49,10.72,6.01,10.06,9.70,9.35,6.71,5.39,8.30,8.03,5.53,5.78,5.04,8.41,6.85,5.83,13.11,Upgrade
19,Quick Ratio,0.98,0.98,0.66,0.92,0.54,0.81,0.80,1.14,1.18,1.31,1.37,1.34,1.60,1.55,0.73,0.86,0.95,0.92,1.04,1.03,1.20,Upgrade
20,Current Ratio,1.46,1.46,1.49,1.42,1.33,1.26,1.35,1.26,1.28,1.42,1.53,1.58,1.83,1.74,0.93,1.08,1.20,1.22,1.30,1.28,1.42,Upgrade
21,Return on Equity (ROE),5.28%,1.22%,2.05%,1.13%,0.96%,0.64%,1.37%,0.40%,3.32%,0.97%,1.41%,9.19%,23.34%,-10.22%,-6.74%,-3.33%,-20.26%,-10.21%,-1.83%,0.67%,Upgrade,
22,Return on Assets (ROA),1.00%,0.33%,-1.29%,1.05%,-0.93%,1.14%,1.45%,1.30%,-0.97%,1.11%,1.35%,1.31%,0.86%,-0.30%,0.74%,1.50%,-2.58%,-0.54%,1.10%,0.45%,Upgrade,
23,Return on Capital (ROIC),1.33%,0.44%,-1.72%,1.42%,-1.23%,1.48%,1.95%,1.74%,-1.28%,1.44%,1.66%,1.57%,1.03%,-0.36%,0.90%,1.81%,-3.17%,-0.68%,1.38%,0.56%,Upgrade,
24,Return on Capital Employed (ROCE),0.61%,0.61%,-0.43%,-,0.87%,-,0.90%,1.43%,1.35%,-,2.14%,1.48%,1.15%,1.21%,-,-0.48%,-0.26%,-,-,1.86%,2.01%,Upgrade
25,Earnings Yield,0.94%,0.96%,0.48%,0.40%,0.40%,0.26%,0.26%,0.88%,1.09%,2.94%,4.02%,2.69%,1.42%,0.85%,-10.25%,-14.19%,-15.04%,-20.83%,-7.58%,8.15%,20.70%,Upgrade
